module,cor,p,size
green,-0.946193880598508,3.18996429685854e-19,293
brown,0.858882687152655,5.2703837534751e-12,473
yellow,0.587984274996908,0.000103647344286711,426
turquoise,0.116301230178766,0.486839065248268,2020
grey,-0.0357889290939851,0.831080324897687,736
blue,-0.0145940697553782,0.930700796727293,1052
