gene,module,GS
FUT1,turquoise,0.065391349007242
LRRIQ3,brown,0.355028100925772
WDR64,turquoise,0.308612123152324
GJD4,grey,0.26370773196262
LOC440356,turquoise,0.133337078670266
SNORD18A,blue,-0.209139084969319
SEBOX,grey,0.211841879714323
LOC338963,turquoise,-0.152846538989314
MTUS2-AS1,grey,0.138340422426772
DLEU7-AS1,turquoise,0.460881818633527
TXK,yellow,0.144590277181253
FKBP6,turquoise,-0.0139059212469265
TMCC3,turquoise,0.0919966877313345
MIR21,blue,0.102552757365197
ARHGAP11B,blue,0.35415930205235
DISP2,turquoise,0.0400999271835136
DDIT4,green,-0.855903570333521
NR2F1,turquoise,0.213485872503164
CNGB3,grey,0.121643673884591
FENDRR,turquoise,0.115084361036662
SMIM9,brown,0.426809932707025
KRT20,turquoise,0.305626063457244
CNTNAP3,grey,-0.270030963841023
PCDHAC1,turquoise,0.370124353655406
LYPD6,yellow,0.496973877058359
DCSTAMP,turquoise,0.15738084677011
FRMD8P1,blue,0.0130564435175865
LINC00332,grey,0.0121153127922247
DUSP2,green,-0.718914248825724
TMEM176A,yellow,0.393096296448874
HRASLS,grey,-0.0204733297076525
XIRP2,turquoise,-0.0491577396940396
TNC,brown,0.699143444206132
SNORA9,blue,-0.372610229139259
IL7R,turquoise,0.238613847639252
GCGR,turquoise,0.0413282422537354
PLA2G4B,blue,-0.153085116310554
ARHGAP15,yellow,0.28936707752976
RNU6-28,grey,-0.0994867861350889
TNS4,turquoise,-0.166635005114865
LOC283731,turquoise,-0.00121586198697785
PPP2R2C,turquoise,0.42248314329883
LOC100128573,grey,-0.0376211518733059
SNORD49A,blue,-0.0441705347420773
PGPEP1L,grey,-0.303219242984676
SNORA71A,blue,-0.15333070264239
TFAP2C,turquoise,-0.138537104027536
LOC100507194,green,-0.198731008321846
GPR65,turquoise,0.365473847767157
KERA,turquoise,0.398052412193666
SNORD114-16,grey,-0.275420450481949
AVPR2,yellow,-0.150959983391232
SNORD114-24,blue,-0.0587853246352353
KCNAB1-AS1,turquoise,-0.282479365888303
SNORD100,blue,-0.200615753093753
MIP,turquoise,-0.213072697405339
INHBC,turquoise,8.27877018098749e-05
SEC14L5,turquoise,0.0808021488288988
LINC00856,yellow,0.227228635966377
ACSM4,turquoise,0.436888234928222
HIST1H3G,blue,0.335932715612286
LOC494127,grey,-0.0590520045341372
CHRND,turquoise,0.0330927759955883
SNORD121A,blue,0.257050338861016
TMPRSS11GP,blue,0.199930565174391
ZFHX4-AS1,turquoise,0.384643336609841
SLC25A41,turquoise,0.159570462780286
CCIN,grey,-0.107082167876048
MIR4644,blue,0.089003409206242
C20orf202,turquoise,0.155059396633782
CYCSP52,blue,-0.0377049989433511
CSRP3,grey,0.345259185976342
LOC285000,grey,0.206017950423317
CXCL17,grey,0.246353202108063
CTAGE4,blue,-0.141838347991988
COL20A1,turquoise,0.0342486199661634
GPRIN1,yellow,0.412778082493783
SLC27A2,turquoise,0.269821311658198
LOC100128770,turquoise,-0.117067972360994
SPP1,brown,0.491646314706919
UNC80,turquoise,0.146246867008646
RPL31P11,turquoise,0.00913723965251238
RTP4,turquoise,0.429820309273544
TCF24,brown,0.45848119563311
QPRT,turquoise,0.247118095176874
LOC100129138,grey,-0.0345450538737123
HEMGN,turquoise,0.0261398175807325
HIST1H4K,blue,-0.139213463572089
ABCC11,turquoise,0.161579871047849
MZB1,grey,-0.0936735507868098
SNORA28,blue,-0.323053105047589
SOX11,brown,0.694612764759156
ANO3,turquoise,0.228041981954279
SYT6,turquoise,0.164905588813462
SOX2,turquoise,-0.139512032888591
RNF182,turquoise,0.101975571098719
LIN7A,turquoise,-0.28564727396275
NEURL3,turquoise,0.182470970443886
SNORD1C,blue,-0.232320411087579
ASAH2B,grey,0.180497734904828
MIR648,grey,-0.272789356724266
PNMA3,turquoise,0.344262517326362
ALOX12B,turquoise,-0.109760835182651
SYT16,grey,-0.027312397008099
CD38,blue,0.225129054484312
MKI67,brown,0.730568159169893
LINC00601,brown,0.343293266478529
RENBP,grey,0.00331229276541204
CHKB,turquoise,0.206342066640864
FBN3,turquoise,0.039310687078459
ENTPD2,turquoise,-0.156703877678463
CDCA7,turquoise,0.403325459234456
CXorf36,turquoise,-0.0582020340272861
TMEM51-AS1,turquoise,0.0785631890693924
MIR3192,turquoise,0.0609950394261182
ASB12,grey,0.402950998843686
TMCO2,grey,-0.225637944908763
ABCG4,turquoise,0.196704268845835
UGT8,turquoise,0.111836096251229
TBPL2,turquoise,-0.284965982783428
PLA2G1B,turquoise,0.112644404434437
MIR4681,grey,-0.448545145570982
RAB25,grey,0.0506550017068304
LINC00114,turquoise,0.0552172747639802
C16orf74,turquoise,0.0581347758375707
CTAGE15P,blue,-0.0459951291479087
SNORD58A,blue,-0.261915704784817
LOC100132077,brown,0.65424515536788
SRMS,grey,-0.0594792661393823
LOC100131635,blue,-0.250224326122913
CD52,turquoise,-0.288504252420502
TNFRSF11A,yellow,0.320441333147836
FOXN4,grey,-0.0679985493570372
IL21R-AS1,grey,-0.0401684471481574
CD79A,turquoise,0.125559507605967
TPTE2P6,yellow,0.30569238827437
TTBK1,turquoise,0.3073128922978
ZNF366,turquoise,-0.00613374514934954
LIN28B,turquoise,0.0455347013873055
PTCHD4,turquoise,0.368899184098164
LOC644936,grey,-0.0512175936549486
CAMK4,grey,0.0137664012946905
MUC6,turquoise,0.231653670006909
SLC30A3,turquoise,-0.17241463680249
FAM26E,yellow,0.103483204637002
SNORA51,grey,-0.0431653968301901
SNORD116-26,grey,-0.111825436852048
ZAR1L,grey,-0.0188135466085618
KCNQ1,turquoise,0.197857546189224
ADRA2B,grey,-0.213918736344704
ITIH1,turquoise,-0.116160111192135
GPR83,turquoise,-0.0178304143874697
LOC100287632,blue,0.00265537239052415
SCT,grey,-0.241675015204832
FLJ45974,yellow,0.401756111152484
GBP5,turquoise,0.131394163396818
AGXT2L1,turquoise,0.279016013342454
EGFL8,blue,0.104969053317741
HIST1H2BO,grey,0.236799210719025
TRIM50,yellow,0.103321035828542
MIR3128,blue,-0.0817606328595671
SNORD1B,grey,-0.212814015839874
MIR4720,grey,-0.0211927337762155
MIR4742,blue,-0.297586677200343
C19orf69,turquoise,-0.495107568536721
MIR3115,blue,-0.25119440807873
FAM71F1,grey,0.330993519913095
CEACAM8,turquoise,0.191927759602065
MARCO,yellow,0.505170175406888
S100P,grey,0.0906596756396463
SNORD57,grey,-0.0232544937740506
HMP19,turquoise,0.351867633932827
TMPRSS2,turquoise,0.345885280867108
PCDHA7,grey,-0.0713081773935305
VSTM5,brown,0.586518381120865
SLC7A14,turquoise,-0.133219774446629
MYO3B,turquoise,0.0373997798158293
MIR99B,grey,0.240188357170141
DNM1P41,grey,0.208866815575901
CDH4,turquoise,0.379115227534336
C2CD4A,grey,-0.128464818146094
PCDHA5,grey,0.018684561268087
AQP8,turquoise,0.19507746148519
LOC153910,turquoise,0.327332229848278
NPW,turquoise,-0.0332917743756282
MIR548AP,blue,0.118102645727075
PCDHA10,grey,0.032142488485471
MESP2,turquoise,0.469584399180566
CXorf28,grey,0.307346262861063
SAP25,turquoise,0.077033902516079
SLCO2B1,yellow,0.511576187080248
MIR1304,blue,0.0744135038132825
LOC728175,turquoise,-0.205491654330372
NSUN5P2,turquoise,0.076180132144877
TBX1,turquoise,0.222934763634715
GPR171,brown,0.428924515735396
CELA2A,turquoise,-0.197803472930182
AKR1B15,turquoise,0.0295465868101695
ZEB2-AS1,grey,0.075488345608407
MIR4715,blue,-0.295312955862176
SNORD66,blue,-0.205510263202092
CRYM,yellow,0.406243027320071
LOC649352,blue,0.329963178241831
ATP6V1B1,yellow,0.466626498625374
MYL10,turquoise,0.47369722589344
RORB,turquoise,-0.0138247607450492
ITGAM,yellow,0.581900077089175
MIR5094,blue,0.0269489912308207
LRRC15,brown,0.794386396602524
WNT5A,brown,0.636783075894658
FCN2,grey,-0.258598781482985
CXCL13,turquoise,0.100510504917192
ACVRL1,yellow,0.364133201453093
ITGA8,turquoise,-0.0325620571779485
PLEKHD1,turquoise,0.312229393181182
AQP9,yellow,0.133530935239461
PCDHA11,turquoise,0.22481204789543
LOC285627,yellow,0.435863208160915
CCR8,grey,0.242902493614995
KIAA1210,turquoise,-0.0511405652470748
C1orf100,brown,0.603004263623804
PRR19,yellow,0.098228583385998
BREA2,grey,-0.0232417722259992
RGPD1,blue,-0.0622053943268624
GRM7,turquoise,0.280409421505925
PRR25,grey,-0.0497881332692068
PDGFB,yellow,0.396688914572503
HK3,yellow,0.363888332064448
MAGEC3,turquoise,0.151588022757738
STRA8,blue,0.17585841114708
LOC100133612,grey,0.177243976667358
HP07349,turquoise,-0.162071795894653
UBE2C,brown,0.445049614855035
NES,yellow,0.261840375881097
ENAM,turquoise,0.237843414553457
IL12RB1,turquoise,-0.196157661886775
NPTX1,turquoise,-0.000235471328946416
LOC442028,turquoise,0.0876498460219582
FAM47A,grey,0.101121573008451
AS3MT,grey,-0.105511415420833
SNORD114-30,blue,-0.156427753180227
VPREB3,grey,0.198549739747401
TDH,yellow,0.16561053899421
LRRC14B,grey,0.288479691406278
BTLA,turquoise,-0.0624368969834335
SNORD121B,blue,-0.250164604810303
LINC00035,grey,0.115516008492305
C7,grey,-0.0134597784275754
CHST13,brown,0.510743667520001
OR2A5,grey,0.0350718107118386
P2RY1,yellow,0.124779276517641
CXCL12,yellow,0.355872323745992
ART1,grey,0.160614202138943
KANK4,turquoise,0.239954610474535
UTY,grey,-0.244541746064345
TMC1,turquoise,0.0418956052205271
RP1-177G6.2,turquoise,-0.221851745269199
VGLL3,yellow,0.504311368057398
LINGO3,green,-0.660617098466192
POU5F1B,turquoise,0.163878389674155
CDK1,brown,0.61101834636821
FAM92B,turquoise,-0.288561388947039
SCARNA20,grey,-0.0126079056371095
LOC650226,blue,0.087717655136417
PRLR,grey,-0.328203757117373
DSCR6,turquoise,0.367158046267417
NPR3,brown,0.640458797167805
TSACC,brown,0.44273836972854
NANOG,turquoise,-0.267388293381596
OCM,turquoise,0.0617471124036703
CPSF4L,green,-0.457065009572071
SNORD78,blue,-0.302645625671928
AMPD1,turquoise,-0.217535135248895
MIR193B,blue,-0.32577569845692
SNORD15A,blue,-0.224949917794475
BEX2,green,-0.559828389528162
SCARNA6,blue,-0.150261909605786
SPATA32,grey,-0.0997734075917308
EPB42,turquoise,0.00847625772039014
MIR631,blue,0.032512463209999
MSLN,turquoise,-0.108287846621789
SPZ1,grey,0.129034484413351
KIF19,turquoise,-0.014331010364718
LOC100132891,brown,0.69800439973033
ERCC6L,blue,0.391839757664741
SNORA4,blue,-0.0912174209617989
MIR628,blue,-0.126777313594156
SLED1,blue,-0.0953766003460921
C3orf80,brown,0.586177530209093
APOD,turquoise,-0.549493966632427
IQGAP2,yellow,0.306964970996029
IFITM2,turquoise,0.0704670173468818
TRPV5,turquoise,0.129820366551603
SNORD114-20,blue,-0.22083486162015
MSH5-SAPCD1,blue,0.0791005820097013
MEIS3,yellow,0.513577523405152
MIR27A,green,-0.55212922903465
LOC574538,grey,0.0119473957047447
C10orf82,turquoise,-0.255503073022537
ICAM5,turquoise,-0.0258659566949706
CNTNAP3B,grey,0.00119452688141302
C3orf36,turquoise,-0.213579406917818
PODN,yellow,0.249744801604291
HTT-AS1,brown,0.213584146211496
DCLK1,yellow,0.506786206720236
KLHL30,turquoise,-0.0056006651842285
MACROD2-AS1,blue,0.19702343683825
SNORD116-22,blue,-0.229738013739996
LOC729739,blue,0.225366598644466
MOBP,turquoise,0.268884273768058
KCNN1,turquoise,0.0516933593941614
C12orf39,grey,0.0689628423795478
LOC100289511,blue,-0.349068341684615
TBR1,turquoise,0.324114257760257
MIR98,blue,-0.222866139689663
BOK-AS1,grey,0.129334111116694
C1orf227,brown,0.417935464047752
TNR,yellow,0.609830574798439
ELFN1,yellow,0.274382562951344
MIR4712,blue,-0.0326980912384312
FAM188B,grey,0.0432215279832221
PRSS36,grey,0.247716686053693
SNORA34,blue,-0.184377113829901
GPR116,grey,-0.0370931183708188
SNORD27,blue,-0.2694877121434
PRR4,grey,0.215047505645538
CBX2,turquoise,0.349247986110968
TNFRSF6B,grey,-0.15779507770304
MIR3193,grey,-0.177325835487284
SMIM16,grey,0.196392438966028
LINC00605,turquoise,0.1441746281539
RNF183,turquoise,-0.0653994598562626
VWA8-AS1,grey,0.102022780469068
EPHA6,turquoise,0.0654968019708399
COX6A2,turquoise,-0.131088334747101
TEX38,grey,0.280555625481499
RPS6KA2-IT1,blue,-0.141452672633848
F2R,yellow,-0.0774329895507815
LINC00158,grey,-0.0051694433480755
TTTY10,grey,-0.298601496930679
MT2A,turquoise,-0.0442144355156417
CTRB2,turquoise,-0.152459827215998
RBM20,green,-0.453559178378745
GBP1P1,grey,-0.150104647374788
LEFTY1,turquoise,0.149347972186669
OR2A25,grey,-0.240642376355922
VGF,grey,0.0446997491214004
TNFAIP6,brown,0.746562360974485
DACT2,yellow,0.18716604831093
SNORD12B,blue,-0.385880247211029
GDPD4,grey,-0.213196565430663
WNT7B,brown,0.587977042845076
CASKIN1,turquoise,0.0412299498562155
SLC44A4,turquoise,-0.271983911119052
HABP2,turquoise,0.101587921568804
KLF17,yellow,0.420854419094733
LOC339975,turquoise,0.15652627914176
SCARNA22,turquoise,0.18427823911418
SNORD70,green,-0.571705786745626
RD3L,grey,0.0330140988644518
MIR4637,blue,0.117250248282001
CALR3,grey,-0.0292083180258762
IFNA1,brown,0.481913615163637
CRIP1,turquoise,0.442378546374844
OR2H2,grey,-0.377675830451607
MIR4263,blue,-0.128780818668841
APOL4,turquoise,-0.0579803962823331
SNORA47,blue,-0.0485985972505211
SNORD65,blue,-0.0444466085309943
PTTG2,grey,-0.0394309344273183
ESRRB,turquoise,0.116327996401795
UPB1,grey,-0.0275113471711839
LNX1-AS1,blue,0.607456914894701
SNORD56B,blue,0.159861741704688
SNORD72,blue,-0.137368658461295
RPP21,turquoise,0.00291703233096266
SLC25A2,blue,0.0347238975218176
HNRNPH2,turquoise,-0.0818605973204691
RHPN1-AS1,turquoise,0.330552624316973
DEPDC4,blue,-0.204252186524378
HORMAD2,turquoise,0.204077570879985
MYEF2,yellow,0.444029708081067
FGF10,blue,0.182844388279054
HILPDA,green,-0.87626007785951
HSH2D,turquoise,-0.226142722203524
LOC643529,yellow,0.176578449759762
SERPINC1,turquoise,0.199675897952448
LOC399753,grey,0.262990603098475
SNORD16,blue,-0.204390410885342
STAG3L1,turquoise,0.0873417571745348
ST18,turquoise,0.425703341090623
CCDC88C,turquoise,0.193877782343935
FOSB,green,-0.642513485008487
PTTG3P,blue,0.224516670304383
CD28,yellow,0.433901741083282
SPINT4,blue,0.306497727533663
MT1F,turquoise,0.355195929230865
SNORA71D,blue,-0.198957363369616
SNORA58,blue,0.336186394574829
HTA,grey,0.0479389407847127
NPAS1,turquoise,-0.312527665334721
STC1,green,-0.520013817500628
LY6D,turquoise,0.564142720378138
GATA6,grey,-0.201133156711331
LOC100129316,turquoise,0.239237240764203
SNORA53,blue,-0.0910691772595119
CDK15,turquoise,-0.00520822102494797
EFCAB9,brown,0.329253251226152
CPZ,turquoise,0.518480064435856
FAM107A,turquoise,-0.0977840258438765
NBPF7,grey,0.105233251524795
TREM1,brown,0.763653558635963
ITGB2-AS1,turquoise,0.251385173121088
LOC643542,turquoise,-0.211779208330649
LOC100499484-C9ORF174,blue,0.0543399757102885
ACER1,grey,0.158162126062146
KCNH2,turquoise,0.539166395199953
GMFG,turquoise,0.536255292008783
OCLN,grey,0.241393229068439
RABL2A,turquoise,0.141538063631704
GLYATL1,brown,0.308319034081443
NLGN4Y,grey,-0.0831996890971617
SLCO5A1,turquoise,0.255534833036612
CYP4F24P,turquoise,-0.028770069790675
PI16,grey,-0.185608615363872
ANKRD29,yellow,-0.158568172141022
PSPN,grey,0.24468727256834
MIR612,blue,-0.403537511795139
LOC440894,grey,-0.0407073124650675
CSMD3,turquoise,0.194186693858542
HIST1H3A,blue,-0.367526165329877
SMIM6,blue,0.155471486581858
CASC5,brown,0.654632715471871
NDUFA3,turquoise,0.170546384069151
IFITM10,turquoise,0.194617566443923
FUT6,turquoise,-0.028528925827121
TLR10,turquoise,0.110186027394955
SNORD84,blue,-0.0937689865957075
EMX2,turquoise,0.0666213798547082
SNORD114-29,blue,0.131327065175711
ATF3,green,-0.801389150382747
PCDH17,green,-0.679670297833856
RCAN3AS,grey,0.0778452997803116
ACBD7,turquoise,0.161655721522147
HPN,green,-0.698773152987511
C10orf95,blue,-0.0631194701323414
EMX2OS,turquoise,0.157900811688702
LOC401980,turquoise,-0.0612850349325066
TP53AIP1,green,-0.388303012536856
NGFR,grey,-0.377007003161202
SNORD34,grey,-0.282754200425711
MZT2A,turquoise,0.0382134302298858
MSR1,yellow,0.556783028627733
RBP7,turquoise,-0.00478138470337038
GJC1,yellow,0.363594043662597
ALG1L2,turquoise,-0.126768021456073
FLJ41200,grey,0.102260694798896
MT1G,turquoise,0.449264517448443
CD180,yellow,0.028836942697135
LCP2,yellow,0.447073435410799
LBP,blue,0.13088539470063
RDH16,yellow,0.210944524343638
KIF23,brown,0.693393153065659
ABCA13,turquoise,0.434870696978331
DAB1,turquoise,0.187033784490935
TMEM74,grey,0.253379711647866
SCARNA11,blue,0.000464269991873951
PRRT4,turquoise,0.394029458979616
LPAR5,yellow,0.180188720494717
FITM1,turquoise,0.128865602629635
AGR2,turquoise,0.128008945525932
LOC100133331,turquoise,-0.231030124648006
SNORD26,blue,0.00306445336768145
KRT16,turquoise,-0.0195549672331649
FABP2,yellow,0.513928358819693
NGF,brown,0.553802633874835
LOC400940,brown,0.744214257488919
E2F7,turquoise,0.38176987225283
BLID,blue,0.411789738283345
SIGLEC1,turquoise,0.267219607555399
ITGAX,yellow,0.41922659160206
FGD3,turquoise,0.305912492438731
LOC643401,grey,0.207407190813318
FAM65B,grey,-0.204418230474538
FAM86B2,grey,-0.0371048687290084
CA8,green,-0.253862474484179
FAM90A2P,grey,0.142700212351349
IGF1,brown,0.372898121379156
ITGA4,yellow,0.334217886332691
ANKRD62P1-PARP4P3,turquoise,0.151478655990539
CDYL2,brown,0.614930268937768
SNORD28,blue,0.232193776953176
ACOT12,turquoise,-0.0949312320889171
SNORD52,blue,0.197098966684472
TDGF1,grey,0.151555862095783
POU6F2,turquoise,-0.195069160485834
SRM,turquoise,0.399851903115155
INPP5J,turquoise,-0.258103344500775
HLA-DRB1,yellow,0.500984951005535
MIR920,blue,0.135521606511937
PNLDC1,turquoise,0.349687293641211
SAMD10,turquoise,0.20376204742781
COL1A2,brown,0.733111856408647
IL4,turquoise,0.314744944158241
SMLR1,blue,0.432848922694278
PLSCR2,grey,-0.0580452944087401
AKR7A2P1,blue,-0.529471712108509
TAS2R3,blue,0.201232708718222
DDX3Y,grey,-0.280844132390758
TAL1,grey,-0.241643804110137
SNORD67,grey,-0.00580700750327573
FLJ42709,turquoise,0.227111472681692
MYOC,green,-0.601079608375035
PSORS1C1,turquoise,-0.101745265251291
C20orf144,green,-0.320223525475894
SNORD31,blue,-0.0109500730879136
STEAP4,blue,0.143642440669635
TMEM59L,yellow,0.694647577517887
SCG3,turquoise,0.432895270358517
CLIP3,turquoise,-0.0612199970311041
TNN,yellow,0.519478530917954
CDC42BPG,turquoise,-0.393787928107552
F12,turquoise,0.223728288282286
GSG1L,turquoise,0.146883740702455
CATSPERD,turquoise,-0.354566264126303
NPTX2,yellow,0.645495089260035
LOC158696,yellow,0.289779852765257
CYP2J2,turquoise,0.313185134952274
SNORD77,blue,-0.170767893393714
RASSF2,yellow,0.314421348101226
CMA1,brown,0.438416717166359
EYA2,turquoise,0.0804388111900095
GAP43,brown,0.5874074774375
OR1B1,grey,-0.0875877130797823
C1QB,yellow,0.545072658200135
DOCK10,brown,0.631919253439721
ANAPC1P1,turquoise,-0.122643233007605
ADAMTSL5,turquoise,0.550762235100103
TRPC6,turquoise,-0.0125742565773729
ASPN,brown,0.47386727147186
CHRNA7,grey,0.230963988914389
LCN2,turquoise,-0.102782444511555
CDKL4,blue,0.130921895427085
LOC100240735,grey,0.0601074838398084
LOC285889,turquoise,0.204069429990762
FUT9,turquoise,0.245898332072253
SPINK5,turquoise,0.093426585733377
CLDN5,green,-0.717798964921207
MIR5190,blue,0.176168791928411
MORN5,grey,0.0222615356917205
IKZF1,yellow,0.346660106323239
TEX29,grey,-0.118975805011408
HIGD1B,grey,-0.0476656315216603
TRIM31,green,-0.451077055572774
HIST1H2BG,blue,-0.479561489947721
KCNK2,brown,0.396275156090725
CCDC129,brown,0.476740881475753
OR52W1,blue,0.297010231305645
RNU86,blue,-0.23210671361969
MSMP,blue,-0.314634542309767
ARRDC3-AS1,blue,-0.346529263945971
SLPI,turquoise,0.178895106557336
PAQR5,turquoise,0.529023200002428
MT1M,turquoise,-0.0527536362891967
PARP15,brown,0.721916657959793
MIR101-1,blue,-0.122452054963133
HIST1H3I,blue,0.102283097766322
FMO2,yellow,0.164062815373373
CDH11,blue,0.491780077011351
LOC143666,green,-0.859303052350544
LRRC32,yellow,0.121250715044399
IHH,turquoise,0.220965786025654
MIR3622B,blue,0.0629570036297109
SNORD116-21,blue,-0.211097584786701
MTVR2,grey,-0.173192708357753
NWD1,turquoise,-0.191588269964874
RND1,green,-0.691933447720888
FAM159B,turquoise,0.34671956191053
R3HDML,brown,0.45994838527916
LOC389705,grey,0.317741823504547
SLC29A4,turquoise,0.379554569437796
SEZ6L2,brown,0.657345877283064
PALM3,turquoise,0.306498716747778
RGS1,yellow,0.200902979123074
PKLR,turquoise,-0.329702016051094
UCN2,turquoise,0.18050493237474
BARHL1,grey,0.193565709112782
WFDC2,turquoise,-0.116907116366391
KIAA0319,turquoise,0.162844534641552
LINGO1,turquoise,0.338604963007861
STAU2-AS1,brown,0.504725188271441
TIMP1,turquoise,0.368347072461997
ROPN1L,turquoise,0.190062045686987
FAM83F,grey,0.0804249553495706
OOEP,grey,0.209213280639817
ACTL6B,turquoise,0.173055992822046
NCKAP5,turquoise,0.247381455795916
SLC5A11,turquoise,0.00966424996330347
TPTEP1,grey,0.331597418743113
HOTAIR,turquoise,-0.0156723918740279
CALN1,turquoise,0.118782336765376
SNAP25,turquoise,0.288458659493068
TNMD,blue,0.0244740908735501
FLJ14186,turquoise,0.0302860312143562
LOC649133,green,-0.497940016112372
THY1,brown,0.779355611795689
SNORD116-13,blue,0.0512363098282522
CORT,grey,0.32155544326529
PRKCB,turquoise,0.0940417783057865
ART5,turquoise,-0.00284241330455639
ATN1,turquoise,-0.0910960665955312
C4BPB,turquoise,0.315980179286703
ARNT2,yellow,0.381030231336593
CHI3L2,brown,0.695202694228934
SEMA3G,turquoise,0.0155834943217252
AVPR1A,green,-0.606448400310825
S100A9,grey,0.115006945099511
TPPP2,turquoise,-0.155290421479273
CFI,brown,0.896272443841354
SCARNA9L,blue,-0.335012613739734
TCAP,turquoise,-0.0642859943924712
MIR5586,blue,-0.167377337972841
WASH1,turquoise,0.0814540071906655
FAM22A,blue,0.402284550084645
CYP3A7-CYP3AP1,blue,0.248035854783275
VSX1,turquoise,-0.141208134598698
YJEFN3,turquoise,0.244724195378756
SPOCK3,grey,-0.249674574589042
AQP5,turquoise,0.0591654765377513
SNORD97,blue,-0.176130074746314
LPO,turquoise,-0.0246533091341874
TMEM134,turquoise,0.0010468414187896
HSPA12B,yellow,0.322921912032112
PTGER3,brown,0.604455075755173
SNORD10,blue,-0.233515829936816
BUB1,brown,0.615286622336854
CCKBR,turquoise,0.124167982839042
SCN3A,turquoise,-0.12674679596886
TCTE1,turquoise,-0.488702829685136
ACY1,grey,0.117150595946278
ADAMTS12,yellow,0.38359332590181
KCNS3,brown,0.708744758008491
SHC4,brown,0.733620328659204
IGLON5,turquoise,0.0275397180770193
HECW2,yellow,0.4938426002682
HIST1H1E,blue,-0.473992384675229
MMP11,brown,0.662709443587975
RYR2,turquoise,0.432744116130772
MT1P2,grey,-0.0704153310897393
MIR421,blue,0.135908058737888
NRTN,turquoise,0.139993665666078
SLFN12,blue,0.401042646374041
MRVI1-AS1,grey,-0.101294345548968
ZAR1,grey,0.254688001085671
PRSS23,brown,0.735343844428612
TCTEX1D1,grey,0.112336680394833
SEPT5,grey,0.109457234393634
RRM2,brown,0.628682462984003
MIR4729,grey,-0.0644318154405945
FKBP9L,turquoise,-0.0785190348278536
MAFF,green,-0.939605719724238
GABBR2,turquoise,0.00840221667447942
CXCL14,turquoise,0.475476285440326
ARGFXP2,blue,0.392616644753977
CCDC144NL,turquoise,0.232228289820636
TUBA3E,blue,0.142334627651572
SCARNA2,blue,-0.168793514366428
TCTEX1D4,green,-0.649232456929474
GALNTL6,turquoise,0.181073658307935
RUNX1-IT1,brown,0.661801879812999
TUBB3,brown,0.739265013119301
INGX,grey,-0.401198056240575
C18orf56,grey,0.00318768682226447
SNORD116-18,blue,0.171900593677849
PTGDS,grey,-0.149612159195126
MEX3B,yellow,0.505104100372857
DEFB1,turquoise,0.0662778962607793
C8orf44-SGK3,grey,0.0737882820168501
ROBO4,yellow,0.235288566065725
FGF7,brown,0.383362710843513
C9orf89,turquoise,0.0516725361675686
EMB,yellow,0.415669772403457
OPTC,green,-0.787002054436907
GADD45B,green,-0.865585632272192
MIR4784,grey,0.092248995950606
ZNF575,turquoise,0.140860262055171
SLC25A52,grey,0.107759972352822
FLJ46906,turquoise,0.481301014472318
PCDH18,brown,0.477660837667277
TMEM258,turquoise,0.073717232417946
WAS,turquoise,0.0172917732126781
C1orf170,turquoise,0.103997411456172
C11orf96,turquoise,-0.327914355470285
IGFBP3,brown,0.699097774898319
MGC34796,grey,-0.135099017344521
FPGT-TNNI3K,grey,-0.145450674759553
C2orf50,green,-0.46069015058739
DEC1,brown,0.625804415895885
SELPLG,yellow,0.353416733391967
HIST1H1B,blue,0.199977367482462
MIR635,blue,0.406667346678771
SERPINA4,grey,-0.155162276569477
SPATA4,turquoise,0.168200153683005
NOTUM,turquoise,0.118689089911685
IFITM3,turquoise,0.137926206144072
GPR98,turquoise,0.0554435394782951
FLT3LG,turquoise,0.00446659483342741
SLCO2A1,green,-0.659306028328271
LOC254559,turquoise,0.235457101527146
HMGN5,turquoise,0.128098345272351
FRAS1,turquoise,-0.267341284283052
PCSK9,turquoise,0.608730770213751
CYP4F12,turquoise,-0.219165535844332
SLC35F4,grey,0.0638463822809043
LOC151174,grey,0.244048546728119
DEPDC1,yellow,0.649008595516747
LINC00116,turquoise,0.236934981949947
RASAL3,turquoise,0.0074446396485791
ESCO2,yellow,0.31940581698598
IL20RA,green,-0.431169548009098
NUPR1L,turquoise,0.0197960931818838
LRRC3C,turquoise,-0.222841584477172
CLCNKA,grey,-0.0801666970285442
PROZ,yellow,0.638386499137452
IQCJ,brown,0.296643440575302
SUSD4,turquoise,0.0993745774060435
KCNJ1,turquoise,0.346959655792107
CD36,yellow,0.216012960856524
HIST1H1D,blue,-0.574653531912174
PPP2R2B,grey,-0.264062741211528
C2orf61,turquoise,0.301824512104407
LINC00552,turquoise,0.19567565901575
IRX3,yellow,0.350653047581307
PRRT1,turquoise,-0.0593370086959047
SCARNA10,blue,-0.189277782045331
NPAP1,turquoise,0.385353707748198
HLA-DQB1,turquoise,0.150506462064441
MIR663B,blue,-0.0778032031450978
LTF,grey,-0.00255393962754646
PVRL4,brown,0.61361258287187
MTRNR2L3,blue,-0.17348117839543
LOC100287177,grey,-0.262667967710121
CD248,yellow,0.293221703482928
C9orf84,blue,0.152662871075466
HIST1H4C,blue,-0.138516697368839
SKA1,turquoise,0.501890369411546
HID1,turquoise,-0.381456138496426
SFRP2,turquoise,0.0589761631590848
SNORA19,blue,0.170021555880497
ZNF534,grey,-0.0287551431006631
GPR158,yellow,0.463257081343082
LOC286467,grey,0.129961742407203
