pathway,k,z_meta,delta_mean,concord,P_meta,FDR_meta
KEGG_INOSITOL_PHOSPHATE_METABOLISM,4,-2.81548058097342,-0.140639117163293,1,0.00487043403108505,0.0298986477126739
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT,4,2.81538961311897,0.0644731384015352,0.75,0.00487181305708554,0.0298986477126739
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,4,-2.81254646622393,-0.0722756895428658,1,0.00491509215073455,0.0301283446239669
GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION,4,-2.81093100990788,-0.139049348612041,1,0.00493983767851873,0.0302440240269833
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,4,2.80798730877356,0.169337019245962,1,0.00498521914116728,0.0304856215651667
GOBP_PROTEIN_ACYLATION,4,-2.80679755886802,-0.10224293279573,1,0.00500366760885889,0.0305621405907644
GOBP_REGULATION_OF_JUN_KINASE_ACTIVITY,4,-2.80632021112451,-0.0433527461724903,0.75,0.00501108678168857,0.0305711917522683
REACTOME_GLYCOGEN_METABOLISM,4,-2.80331560028767,-0.170248274778786,0.75,0.00505801470235458,0.0307912514248253
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,4,-2.80324526263771,-0.0537887587432828,0.75,0.00505911802396624,0.0307912514248253
GOBP_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY,4,-2.80219545541487,-0.0929609246701726,1,0.00507561125548414,0.0308551621658652
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,1,-2.79885562635146,-0.279084917820083,1,0.0051284061811463,0.0311393436635876
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE,4,-2.79816568522933,-0.112608562137868,0.75,0.00513937420482641,0.0311691846650779
GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS,3,2.79599157706974,0.0925875196625661,1,0.0051740748879981,0.0313189932502101
GOBP_SPLEEN_DEVELOPMENT,4,-2.79585632065529,-0.134870483208257,1,0.00517624067895297,0.0313189932502101
GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT,4,2.79275466890018,0.0546966213850209,0.75,0.00522613114134603,0.0315691296218609
GOBP_CEREBELLAR_CORTEX_FORMATION,4,-2.7917875329104,-0.0836344048590889,0.75,0.00524177626182559,0.0315691296218609
GOBP_LIPID_DROPLET_ORGANIZATION,3,-2.79152199776841,-0.098005957753795,1,0.00524607915529547,0.0315691296218609
GOBP_HORMONE_BIOSYNTHETIC_PROCESS,4,2.79151904120327,0.0472358114840694,1,0.00524612708323811,0.0315691296218609
GOBP_COPII_COATED_VESICLE_CARGO_LOADING,2,-2.79117159344859,-0.262856879059965,1,0.00525176220439877,0.0315691296218609
GOBP_PROTEIN_TARGETING_TO_VACUOLE,4,2.7910110014157,0.0882008566238382,0.75,0.00525436863195471,0.0315691296218609
GOBP_DNA_DEALKYLATION,4,-2.79034230647311,-0.106382546710011,1,0.0052652341973043,0.0315975418204194
REACTOME_SIGNALING_BY_BMP,4,2.78848682117502,0.0577204777239738,0.75,0.00529549019309163,0.0317421175835027
GOBP_DICARBOXYLIC_ACID_CATABOLIC_PROCESS,3,-2.78675936506657,-0.062350819375471,0.666666666666667,0.00532379957829609,0.0318068781084126
GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS,4,-2.78670762909823,-0.0979705580954589,1,0.00532464952647993,0.0318068781084126
GOBP_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY,4,-2.78669688987715,-0.0972676898407474,1,0.00532482597192691,0.0318068781084126
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,4,2.78339654111288,0.13503305471807,1,0.00537930155248051,0.032080595675312
GOBP_DIOL_METABOLIC_PROCESS,4,2.7831669255348,0.0897293675134737,0.75,0.00538311024732366,0.032080595675312
GOBP_CHOLESTEROL_EFFLUX,4,-2.78162849766294,-0.0779674766819854,1,0.00540869143208432,0.0321957828714476
GOBP_BLASTOCYST_DEVELOPMENT,4,-2.78124754338439,-0.0863814773662569,1,0.00541504292138677,0.0321963695175756
GOBP_MACROPHAGE_DIFFERENTIATION,4,2.7797522533482,0.0787956674221895,0.75,0.00544003839875384,0.0322836895249362
GOBP_BONE_MINERALIZATION,4,2.77961912164967,0.0730167728514856,0.75,0.00544226888864724,0.0322836895249362
GOBP_POSITIVE_REGULATION_OF_CIRCADIAN_RHYTHM,3,-2.77455546029219,-0.0841823182927777,0.666666666666667,0.00552772081873309,0.0326749574819245
GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION,4,-2.77445137541851,-0.0918828557893453,0.75,0.00552948993599817,0.0326749574819245
GOBP_AMYLOID_BETA_CLEARANCE,4,2.77396801252294,0.094283905277444,0.75,0.0055377122913536,0.0326749574819245
GOBP_REGULATION_OF_RECEPTOR_LOCALIZATION_TO_SYNAPSE,3,2.77390856176971,0.101671863269886,0.333333333333333,0.00553872435365429,0.0326749574819245
GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION,4,2.77383617477921,0.115161546391116,0.75,0.00553995686186058,0.0326749574819245
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS,4,-2.77338502713864,-0.140322118033706,1,0.00554764397624007,0.0326828590774143
GOBP_EXIT_FROM_MITOSIS,4,-2.77268820953554,-0.16967277220046,0.5,0.00555953598245042,0.0327154865984425
GOBP_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION,4,2.77032666246971,0.148797105611675,0.5,0.00560000981622176,0.032916039433477
GOBP_INNER_EAR_RECEPTOR_CELL_DEVELOPMENT,4,-2.76787819676306,-0.0758996427113598,1,0.00564225384635813,0.0331265279987435
KEGG_TASTE_TRANSDUCTION,4,2.76429386529035,0.0973249408797839,1,0.00570461381235528,0.0334545062868079
REACTOME_RECYCLING_PATHWAY_OF_L1,4,2.7635253504439,0.0865527071405327,0.75,0.00571806504209115,0.0334952410713622
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,4,2.76205504727815,0.083396595136138,0.75,0.00574387933422096,0.0336082212407997
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,4,-2.7580270582376,-0.165624114325173,0.75,0.00581513842121345,0.0339865468000318
GOBP_REGULATION_OF_COLLATERAL_SPROUTING,4,2.75549561214363,0.155129564106469,0.75,0.00586032905629991,0.0342118302844538
GOBP_MONOVALENT_INORGANIC_ANION_HOMEOSTASIS,4,2.75477373236499,0.118134914799483,1,0.00587327372309452,0.0342485689696644
GOBP_POSITIVE_REGULATION_OF_BLOOD_CIRCULATION,4,2.75191867675207,0.00892482142758836,0.5,0.00592472317567777,0.0345095018456616
GOBP_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY,4,-2.75098288558626,-0.0951299970037508,0.75,0.00594167474685975,0.0345691336402044
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS,4,-2.74966752929687,-0.0638772131296461,1,0.00596557592130372,0.0346690185313689
GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS,4,-2.7454854672511,-0.128234422483762,1,0.00604214434965701,0.035074409533691
GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT,4,2.74427697267508,0.0838526496677592,1,0.00606443468743505,0.0351641601414449
GOBP_NCRNA_3_END_PROCESSING,4,-2.74150420856149,-0.111109506744387,1,0.00611585772725821,0.0354224425620388
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,4,-2.74106926169317,-0.125617491023248,1,0.00612395968799339,0.0354295150937954
GOBP_PEPTIDYL_LYSINE_ACETYLATION,4,-2.73688661803051,-0.109145350036758,1,0.00620236660026189,0.0358400411334687
GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE,4,2.73654342836912,0.113932061568987,1,0.00620883990892486,0.0358400411334687
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_DEVELOPMENT,4,-2.73390195196228,-0.0902438344652523,1,0.00625886787817868,0.0360607037258409
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION,4,-2.7337859160169,-0.230010171142051,0.75,0.00626107382616076,0.0360607037258409
GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM,4,2.73321166369252,0.120254076745579,0.5,0.00627200118695296,0.0360832783370065
GOBP_IMMUNOGLOBULIN_PRODUCTION,4,-2.73208677339655,-0.0572073815023527,0.75,0.00629345631974452,0.0361103707806914
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION,4,-2.73201352427917,-0.0807836114092466,1,0.00629485569492769,0.0361103707806914
GOBP_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,4,-2.73186208898593,-0.0885543406370733,1,0.00629774965256572,0.0361103707806914
GOBP_INTEGRATED_STRESS_RESPONSE_SIGNALING,4,-2.73118209634214,-0.15643627177062,1,0.00631075921007864,0.0361447154312513
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,4,-2.72780924099568,-0.13403320434572,0.75,0.00637564660297472,0.0364757826207965
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_POTENTIAL,3,2.72587865542469,0.045066758426349,0.666666666666667,0.00641305702496333,0.0366490905899403
GOBP_CELLULAR_GLUCOSE_HOMEOSTASIS,4,-2.72502378750664,-0.0766137747841498,1,0.00642968545092144,0.0367033818035416
GOBP_REGULATION_OF_LIPID_CATABOLIC_PROCESS,4,-2.7241416457512,-0.0296619781581199,0.5,0.00644688505094844,0.0367608096648212
GOBP_MITOTIC_INTRA_S_DNA_DAMAGE_CHECKPOINT_SIGNALING,3,-2.7232574495188,-0.177741837687734,1,0.00646416623467799,0.0367985135882364
GOBP_MODULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION,3,-2.72307226783258,-0.108287325711833,1,0.0064677907938151,0.0367985135882364
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,4,-2.71910226509577,-0.0882575148593069,1,0.00654593664442795,0.0372020174196021
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION,4,2.71756163145113,0.0808849811765327,1,0.00657649059698192,0.0373344543372215
REACTOME_SIGNALLING_TO_RAS,4,2.71524954336809,0.0779752677942603,0.75,0.00662258477896612,0.0375547235979037
REACTOME_GLYCOSPHINGOLIPID_METABOLISM,4,2.71305182070543,0.107301572633135,0.75,0.00666666803004134,0.0377631173670878
GOBP_CELLULAR_RESPONSE_TO_LIPOPROTEIN_PARTICLE_STIMULUS,4,2.71211500183645,0.121685811197083,0.75,0.00668553937161328,0.0378283980488316
GOBP_POSITIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE,4,2.71149582702592,0.0956739217767904,0.75,0.00669803841468059,0.0378575189870366
KEGG_RENIN_ANGIOTENSIN_SYSTEM,4,2.71100870436984,0.147159432967039,0.75,0.00670788653137053,0.0378716093750294
GOBP_RETINA_MORPHOGENESIS_IN_CAMERA_TYPE_EYE,4,-2.70441644658651,-0.103159197889464,1,0.00684244752668564,0.0385890058213629
GOBP_GLYCOSAMINOGLYCAN_CATABOLIC_PROCESS,4,2.70275940214059,0.141343116349774,0.75,0.00687665028786377,0.0387165044682983
GOBP_ANTIVIRAL_INNATE_IMMUNE_RESPONSE,3,-2.70259299552004,-0.0736924256960319,0.666666666666667,0.00688009353048998,0.0387165044682983
GOBP_VESICLE_TARGETING,4,2.70175886334044,0.0355246594319035,0.75,0.00689737653001245,0.0387713883766748
GOBP_PEROXISOMAL_TRANSPORT,4,-2.700496413198,-0.134477944728619,1,0.00692360835782734,0.0388764006918789
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES,4,2.69853909428066,0.0635230934670105,0.5,0.0069644557310445,0.0390520537938423
GOBP_NEGATIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS,3,-2.6982713685005,-0.0824410464479124,0.666666666666667,0.00697005970800954,0.0390520537938423
GOBP_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE,4,-2.69742213933959,-0.17467422262952,0.75,0.006987862394115,0.0391092428992371
GOBP_MYELOID_CELL_APOPTOTIC_PROCESS,4,-2.69570826562091,-0.0560158551964743,0.75,0.00702391535126042,0.0392683389181758
GOBP_REGULATION_OF_CIRCADIAN_SLEEP_WAKE_CYCLE,4,-2.69371208695452,-0.0235046293609754,0.5,0.00706611737538546,0.0394549510037842
REACTOME_DNA_STRAND_ELONGATION,4,-2.69340546712861,-0.142386840944377,1,0.00707261988279138,0.0394549510037842
GOBP_REGULATION_OF_NECROTIC_CELL_DEATH,4,-2.69132227067936,-0.138905741753744,1,0.00711694080825096,0.0396592296771474
GOBP_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,1,2.69024142630954,0.220352192204069,1,0.00714003435718437,0.0397138197469231
GOBP_URETER_DEVELOPMENT,3,-2.69014195957594,-0.0941530494865266,1,0.00714216296089548,0.0397138197469231
GOBP_TOXIN_TRANSPORT,4,-2.68734410080632,-0.10037720323958,1,0.00720227143408397,0.0400048496376465
GOBP_REGULATION_OF_PROTEIN_KINASE_C_SIGNALING,4,-2.68499927285011,-0.15031406370393,1,0.00725299640019863,0.0402046328966668
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,4,2.68495618918035,0.0652476377455033,0.75,0.00725393140835466,0.0402046328966668
GOBP_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT,4,-2.68460006883514,-0.135041471845183,1,0.00726166412777241,0.0402046328966668
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,4,-2.68362851942246,-0.12611154292031,0.75,0.00728279777126938,0.040278330530898
REACTOME_SENSORY_PROCESSING_OF_SOUND,4,2.6823991243574,0.0655223116219598,0.75,0.00730961930235948,0.0403832937637864
KEGG_PYRUVATE_METABOLISM,4,-2.67997444522232,-0.124467702065063,1,0.00736277808613826,0.040633380884808
GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,4,-2.67925972463615,-0.0694800429156312,0.75,0.00737851370084128,0.0406766242458584
REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS,4,-2.67492931711096,-0.166309772439397,0.75,0.00747450071011097,0.0411617156752528
GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX,4,-2.67427074317087,-0.0746553242676906,1,0.00748919623324144,0.0411985805608549
GOBP_RESPONSE_TO_MAGNESIUM_ION,4,2.67311010687497,0.0347642824613386,0.75,0.00751515793421876,0.0412887235550713
GOBP_LYMPHOID_PROGENITOR_CELL_DIFFERENTIATION,4,-2.67282176312823,-0.0729982711263665,0.75,0.00752162025532276,0.0412887235550713
REACTOME_PYRUVATE_METABOLISM,4,-2.67124347151992,-0.109505701236585,1,0.00755708107482759,0.0414392017617543
GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN,4,-2.67032761501351,-0.120125440085035,0.75,0.00757772705947975,0.0415082091800651
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT,4,2.66944265969082,0.0719547656147823,0.75,0.00759772446787445,0.0415735210255957
GOBP_MEMBRANE_LIPID_CATABOLIC_PROCESS,4,2.66779187714229,0.133484539892116,0.75,0.00763515381226226,0.0417339776850726
GOBP_DNA_METHYLATION_OR_DEMETHYLATION,4,-2.66370696435602,-0.0547950056061277,1,0.0077284853954749,0.042199333299364
REACTOME_HCMV_LATE_EVENTS,4,-2.66321925830348,-0.142814313062521,1,0.00773969648817787,0.0422157809508769
GOBP_VACUOLAR_ACIDIFICATION,4,2.6618131674916,0.09835062570449,0.75,0.0077721004766461,0.0423476670415352
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,4,2.65982776025921,0.0776411561327382,0.75,0.007818062073757,0.0425530672492334
GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS,4,-2.65800551935321,-0.0894975029529637,1,0.00786046057137846,0.0427376581584737
GOBP_RESPONSE_TO_LEAD_ION,4,2.65765771389667,0.078791517100185,0.75,0.00786857640983358,0.0427376581584737
GOBP_NEGATIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY,1,2.65578723737131,0.213878600269074,1,0.00791235176002823,0.0429301361563597
GOBP_NEGATIVE_REGULATION_OF_JNK_CASCADE,4,-2.65342150906712,-0.00738269242301549,0.5,0.00796802998146116,0.0431867224995195
REACTOME_L1CAM_INTERACTIONS,4,2.65297216302771,0.0523139865224816,0.75,0.00797864505743952,0.0431987838073145
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN,4,-2.65180367412706,-0.162532558754742,0.75,0.00800630803061468,0.0432129534427811
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,4,-2.651668113616,-0.126340795102959,0.75,0.00800952286274959,0.0432129534427811
GOBP_RESPONSE_TO_FIBROBLAST_GROWTH_FACTOR,4,2.65156811157073,0.0487195073247033,0.75,0.00801189516282606,0.0432129534427811
GOBP_NEGATIVE_REGULATION_OF_T_CELL_APOPTOTIC_PROCESS,4,2.6514443440613,0.0349158544111789,0.5,0.00801483211067314,0.0432129534427811
GOBP_MITOPHAGY,4,-2.65004835052058,-0.187284630691323,0.75,0.00804802523295205,0.0433465292096968
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,4,-2.64869698085371,-0.0501563914752663,0.75,0.00808027449851286,0.0434341862654106
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION,4,2.64865947515615,0.035225170226928,0.75,0.00808117118707775,0.0434341862654106
GOBP_REGULATION_OF_HAIR_CYCLE,4,-2.64821771663505,-0.0921347383694301,1,0.00809173948331716,0.0434456377472367
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,4,2.64533611724771,0.0933327779575897,1,0.00816098078037532,0.0437717604564089
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,4,2.64430649919967,0.0751212895664181,0.75,0.00818584953599727,0.0438594581278355
KEGG_LONG_TERM_DEPRESSION,4,2.64309987923797,0.0513995166000979,0.75,0.00821507978342567,0.0439332324106144
GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX,4,-2.64303379355667,-0.0780895779412199,1,0.00821668339705217,0.0439332324106144
GOBP_HEPATICOBILIARY_SYSTEM_DEVELOPMENT,4,-2.64231972754151,-0.0887251923982483,0.5,0.00823402856495178,0.043980304025868
GOBP_REGULATION_OF_ACTION_POTENTIAL,4,2.64132839456419,0.0687871768352595,0.75,0.00825816306095857,0.0440472702706271
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING,4,2.64110234936435,0.0735815768447586,1,0.0082636750983542,0.0440472702706271
GOBP_MEMBRANE_DEPOLARIZATION,4,2.64063701929216,0.0791185020158819,1,0.00827503238283928,0.0440621941460594
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,4,-2.64004606316187,-0.0456766773195563,0.75,0.00828947594502932,0.04408679590565
REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,4,-2.63967537672738,-0.114048217448161,1,0.00829854740198985,0.04408679590565
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,4,2.63939807725373,0.0951684107371307,0.75,0.00830533929471363,0.04408679590565
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,4,-2.63822105922082,-0.147377769010568,0.75,0.00833422337103999,0.0441746260711322
GOBP_NEGATIVE_REGULATION_OF_HISTONE_ACETYLATION,3,-2.63802498340442,-0.0721378336985497,0.666666666666667,0.00833904380290164,0.0441746260711322
REACTOME_CHROMATIN_MODIFYING_ENZYMES,4,-2.63666996440239,-0.113416550469347,1,0.00837242454035885,0.0443058725162464
GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION,4,2.63317126846021,0.0984722868807186,1,0.00845916790616576,0.0447189482021022
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION,4,2.63186852294455,0.0684070183996789,1,0.00849167173256089,0.0448150984540327
GOBP_PROTEIN_NITROSYLATION,1,-2.63146017980111,-0.187640810848045,1,0.00850188296075447,0.0448150984540327
GOBP_POSITIVE_REGULATION_OF_JUN_KINASE_ACTIVITY,4,-2.63133130927043,-0.0779513094539432,1,0.00850510783879154,0.0448150984540327
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,4,2.63104922526637,0.0596772712682418,1,0.00851217057448902,0.0448150984540327
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,4,2.63066352497099,0.0555889926659214,0.75,0.00852183611158016,0.0448201574448685
GOBP_PSEUDOPODIUM_ORGANIZATION,2,-2.62948164996441,-0.12063339316314,1,0.00855151469026149,0.0449303562654657
GOBP_RESPONSE_TO_GONADOTROPIN,4,2.62833091218575,0.0635170129053081,1,0.0085805001239872,0.0449911001177078
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS,4,-2.62832887067364,-0.167811560642836,0.75,0.0085805516247017,0.0449911001177078
GOBP_DNA_MODIFICATION,4,-2.62761866928289,-0.0444427613800929,0.75,0.00859848447570467,0.0450392640543269
GOBP_CYTOKINETIC_PROCESS,4,2.62427672822237,0.0900279767557194,0.75,0.00868332029115393,0.0453915012330592
GOBP_TRANSLATIONAL_INITIATION,4,-2.62427510931053,-0.152149120144612,1,0.00868336156818088,0.0453915012330592
GOBP_STEROL_METABOLIC_PROCESS,4,-2.62347834304862,-0.087753510450751,1,0.00870369783081923,0.0454516634187507
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,4,2.62213072657992,0.099874853643691,1,0.00873819061025889,0.0455855556760112
GOBP_NEGATIVE_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME,3,-2.62157832872993,-0.182092810503325,1,0.00875236471470699,0.0456132853401076
KEGG_MTOR_SIGNALING_PATHWAY,4,-2.62064688888447,-0.153656330119313,0.75,0.00877631127792473,0.045691836976779
GOBP_INTERLEUKIN_17_PRODUCTION,4,-2.6201624487777,-0.0687296338731562,0.75,0.00878878896724983,0.0457105801943125
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,4,-2.61928317853053,-0.0736835518111199,0.75,0.00881147676701863,0.0457823348873652
GOBP_OSTEOBLAST_DEVELOPMENT,4,-2.61798184390233,-0.0727014213384796,0.75,0.0088451511230864,0.0459109708999716
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,2,-2.61722392809963,-0.122392602843061,0.5,0.008864816481944,0.0459667070146321
GOBP_RESPONSE_TO_CATECHOLAMINE,4,2.61682106250327,0.0557008205134466,1,0.00887528537521967,0.04597469255232
REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION,3,-2.61439140634906,-0.0943333682968947,1,0.00893865705835113,0.0462564273301005
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,4,-2.61347238795844,-0.141206229803499,0.75,0.00896273256506673,0.046334447768603
REACTOME_SELENOAMINO_ACID_METABOLISM,4,-2.61301987658444,-0.196206197106728,0.75,0.00897460826062954,0.0463493058515361
GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS,4,-2.61083423530878,-0.0663688964992435,0.75,0.00903216624640307,0.0465998236500295
GOBP_REGULATION_OF_CARDIAC_CONDUCTION,4,2.60870310449693,0.144937902311687,1,0.00908860587278386,0.0468440757146788
GOBP_HISTONE_H4_K16_ACETYLATION,3,-2.60740123448338,-0.163788692376664,1,0.00912323856090618,0.0469755553501059
GOBP_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,4,2.60683101209257,0.0576926038574241,0.5,0.00913844483222896,0.0470068455955514
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION,4,2.60607663590299,0.0572018662933765,0.75,0.00915859674449001,0.0470634876620549
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT,3,-2.6050673785537,-0.13987220048876,1,0.00918561941581196,0.0471552885064963
GOBP_NEGATIVE_CHEMOTAXIS,4,2.6037529596181,0.106584750666146,1,0.00922091941257078,0.0472893566288117
GOBP_POLYOL_CATABOLIC_PROCESS,4,-2.60103237612298,-0.185148841114376,1,0.00929436819203346,0.0476186087768958
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION,4,-2.59975353578404,-0.0670807370315653,1,0.00932907362479274,0.0477489066541331
GOBP_SEX_DIFFERENTIATION,4,-2.59849037880529,-0.0553965171231882,1,0.009363466896679,0.0478773496037738
KEGG_BUTANOATE_METABOLISM,4,-2.5971668695605,-0.0650430189944054,0.75,0.00939962475454639,0.0480145514495629
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_PRODUCTION,4,2.59661296395834,0.0482635941989219,0.75,0.00941479421733381,0.0480443760406856
GOBP_POSITIVE_REGULATION_OF_HEART_RATE,4,2.59559713748504,0.00814816390264683,0.25,0.0094426707718746,0.0481389225785963
GOBP_PHOSPHATE_ION_TRANSMEMBRANE_TRANSPORT,3,2.59513640891128,0.0946056551444494,1,0.00945533844654181,0.0481558236016259
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,4,-2.59437330641362,-0.0664545140736647,0.75,0.0094763532004504,0.0482151607007106
GOBP_RNA_LOCALIZATION,4,-2.59129645106752,-0.124048172213266,1,0.00956150860818558,0.0485683832613706
KEGG_HISTIDINE_METABOLISM,4,-2.5911837086093,-0.0706133070767276,0.75,0.00956464179977274,0.0485683832613706
GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY,3,2.59033596254547,0.100198734910796,1,0.00958823059199741,0.0486102580895812
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,4,2.59020893250548,0.00707545651368482,0.5,0.00959176970654777,0.0486102580895812
GOBP_RRNA_MODIFICATION,4,-2.588977649601,-0.0626970104347507,0.75,0.00962613421215143,0.0487364454851207
GOBP_SELECTIVE_AUTOPHAGY,4,-2.58666564489379,-0.182179476340698,0.75,0.00969095781269497,0.0490164457539945
GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,4,-2.58497078538387,-0.103180932458935,1,0.00973872488501241,0.0492097099439931
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,4,2.58416756325389,0.0529455345055493,0.5,0.00976143569887003,0.0492363911226087
GOBP_LIPOPROTEIN_LOCALIZATION,3,2.58410771412646,0.107381465704611,0.666666666666667,0.00976312979921995,0.0492363911226087
GOBP_HISTONE_UBIQUITINATION,4,-2.58206047266724,-0.134552494887491,1,0.00982123739882526,0.0494809700259797
