pathway,k,z_meta,delta_mean,concord,P_meta,FDR_meta
GOBP_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS,3,1.83156741135971,0.0908636904546781,1,0.0670158957778143,0.359206381361375
KEGG_TYPE_I_DIABETES_MELLITUS,3,1.83150022920345,0.126727688119025,0.666666666666667,0.0670259135252236,0.359206381361375
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,3,-1.83123788236089,-0.0486358048363388,0.666666666666667,0.0670650447133638,0.359206381361375
GOBP_PROTEIN_TRIMERIZATION,2,1.83119501341309,0.23098117299776,1,0.0670714407565339,0.359206381361375
GOBP_NATURAL_KILLER_CELL_DIFFERENTIATION,3,-1.83014261892498,-0.0578950767704785,1,0.0672286154541375,0.359337757275868
GOBP_ENDODERM_DEVELOPMENT,3,-1.83006762846489,0.0317750161254181,0.333333333333333,0.0672398268099063,0.359337757275868
GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION,3,-1.82925797939079,-0.116801081557939,1,0.0673609704119165,0.359337757275868
GOBP_POSITIVE_REGULATION_OF_ATP_METABOLIC_PROCESS,3,-1.82915875300941,-0.0784837571458954,0.666666666666667,0.0673758294892253,0.359337757275868
REACTOME_PROCESSING_OF_SMDT1,2,-1.82153758191592,-0.241453914100009,1,0.0685251792639727,0.364498295120979
GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,3,1.82140196478731,0.0748306431365177,1,0.068545776734251,0.364498295120979
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION,3,-1.82133243923425,-0.157145890072025,1,0.0685563382178476,0.364498295120979
GOBP_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING,3,-1.82011796667993,-0.109808194821956,1,0.0687410420817985,0.364813143475542
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,3,-1.82000911123989,-0.0535871894846911,0.666666666666667,0.0687576173840196,0.364813143475542
GOBP_REGULATORY_T_CELL_DIFFERENTIATION,3,1.81827964007005,0.0373167186119639,0.666666666666667,0.0690214030135686,0.364984725095071
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,3,1.81810618629301,0.110392300089924,0.666666666666667,0.0690479046654077,0.364984725095071
REACTOME_ERK_MAPK_TARGETS,3,-1.81776689141018,0.0719146747763791,0.333333333333333,0.0690997690134689,0.364984725095071
REACTOME_AGGREPHAGY,3,-1.81763456779237,0.0338130297820416,0.666666666666667,0.069120004569368,0.364984725095071
GOBP_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL,3,-1.81746935846667,-0.0568648422344721,0.666666666666667,0.0691452759963988,0.364984725095071
GOBP_MALE_MEIOSIS_I,3,-1.81347794756591,-0.064928597107895,1,0.0697581368609907,0.367545392091049
GOBP_EPIDERMIS_MORPHOGENESIS,3,1.8133781843502,0.132105966879507,1,0.0697735119331722,0.367545392091049
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN,3,1.81274207848863,0.0935139014394617,0.666666666666667,0.0698716112266368,0.367685036127056
GOBP_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION,3,1.81181178239904,-0.0104827685986832,0.333333333333333,0.070015283927913,0.368063969553492
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA,2,-1.80944219244779,-0.214449472182994,1,0.0703823332895609,0.369415859981807
GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,2,-1.80898504192001,-0.157307192192706,1,0.0704533272230765,0.369415859981807
GOBP_RESPONSE_TO_ISOQUINOLINE_ALKALOID,3,1.80821997508086,0.0918580901191569,1,0.0705722709368034,0.369415859981807
GOBP_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS,3,1.80801140793405,0.0825516163460708,1,0.07060472509287,0.369415859981807
GOBP_PROTEIN_PALMITOYLATION,3,1.80783565771941,0.0561467730948776,1,0.0706320822628766,0.369415859981807
GOBP_NEGATIVE_REGULATION_OF_ANOIKIS,3,-1.80583167977688,-0.0518839734069674,0.666666666666667,0.0709446354109213,0.370438943447007
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,3,-1.8056569111981,-0.00171607030582835,0.666666666666667,0.070971947109006,0.370438943447007
GOBP_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_II,3,-1.80415499705846,-0.0981842995545246,0.666666666666667,0.0712070120391817,0.370991762935628
GOBP_REGULATION_OF_VASCULOGENESIS,3,-1.80405727696183,0.018680091424351,0.333333333333333,0.071222328320586,0.370991762935628
GOBP_POSITIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT,3,1.80316752438519,0.083338472163504,1,0.0713619090718707,0.371342213772166
GOBP_CELLULAR_RESPONSE_TO_VIRUS,3,1.80239665182836,0.0739180184125713,1,0.0714830216049004,0.371595950367175
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING,3,-1.79978841396634,0.0314346878960996,0.333333333333333,0.0718940540901992,0.373354764213613
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_BACTERIUM,3,1.79766610819725,0.126640663951403,1,0.0722299353118803,0.374462181785315
KEGG_GRAFT_VERSUS_HOST_DISEASE,3,1.79733296926383,0.153653492916545,0.666666666666667,0.0722827751799177,0.374462181785315
GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION,3,-1.7970604165289,0.0194537800471474,0.666666666666667,0.0723260288806528,0.374462181785315
KEGG_ASTHMA,3,1.79635525206472,0.134067691191703,0.666666666666667,0.072438035753121,0.374643150747857
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,3,-1.79592232412892,-0.00891434293706218,0.333333333333333,0.0725068714648306,0.374643150747857
GOBP_LUNG_ALVEOLUS_DEVELOPMENT,3,1.79434945719544,0.0453399029629461,0.666666666666667,0.0727574087491019,0.375559850588329
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION,3,1.79384188219217,0.00561073077448256,0.666666666666667,0.0728384099130956,0.375600475214517
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,3,-1.79317757456822,-0.0981501578870163,1,0.0729445346798181,0.375770441439866
GOBP_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS,2,1.79160665775361,0.149135889795096,1,0.0731959959071776,0.376314692197777
HALLMARK_E2F_TARGETS,3,-1.79132745703993,-0.15124025924227,1,0.0732407625137608,0.376314692197777
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE,3,-1.79114521755823,-0.0481800610565305,0.666666666666667,0.0732699945867945,0.376314692197777
GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION,3,-1.7895671994308,0.0085731023875057,0.666666666666667,0.0735235154672918,0.376639840314837
GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,3,-1.78940746466339,-0.0423202797517639,1,0.0735492180358279,0.376639840314837
REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING,3,1.78893583089568,0.0339124612728513,0.666666666666667,0.0736251504641438,0.376639840314837
GOBP_INTEGRIN_ACTIVATION,3,-1.78853598318938,-0.0957942941049452,1,0.0736895756299262,0.376639840314837
GOBP_CHEMOKINE_PRODUCTION,3,-1.78847150619151,0.0452411825511744,0.333333333333333,0.0736999687531953,0.376639840314837
GOBP_SPINDLE_ASSEMBLY,3,-1.7865998270126,-0.0529250244930283,1,0.0740021896969349,0.37753878972485
GOBP_PROTEIN_PROCESSING,3,-1.78634920028687,-0.0234223539362348,1,0.0740427353162422,0.37753878972485
GOBP_NEGATIVE_REGULATION_OF_SECRETION,3,-1.78517656298396,0.00244440721267561,0.333333333333333,0.0742326822684401,0.37753878972485
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY,3,-1.78509609958317,-0.0670878999805358,0.666666666666667,0.0742457305340285,0.37753878972485
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST,3,1.78483481605972,0.132733998935914,1,0.0742881142370312,0.37753878972485
GOBP_EPITHELIAL_CELL_MATURATION,2,-1.78465728787026,-0.204299028679083,1,0.0743169229773799,0.37753878972485
GOBP_SYNCYTIUM_FORMATION,3,1.78404071787931,0.110307988196022,1,0.0744170490227104,0.377673877253597
GOBP_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION,3,1.78273553184721,0.17109174454707,1,0.0746293644562922,0.378377508240392
GOBP_GLYCEROL_ETHER_METABOLIC_PROCESS,3,1.7794923870589,0.0475495992815352,1,0.0751590719114925,0.380687370155252
GOBP_REGULATION_OF_MYOBLAST_FUSION,3,1.77892155474996,0.147192935697082,1,0.0752526237252853,0.380785690101542
GOBP_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY,3,-1.77735565794426,-0.0182648323223189,0.666666666666667,0.0755097415377627,0.381404890050485
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION,3,-1.77727189764018,0.0103310801781501,0.666666666666667,0.07552351502752,0.381404890050485
REACTOME_HATS_ACETYLATE_HISTONES,3,1.77626053064201,-0.028998864158244,0.666666666666667,0.0756899854761039,0.381870103541522
GOBP_INDOLE_CONTAINING_COMPOUND_METABOLIC_PROCESS,3,1.77563406004742,0.021962044489616,0.666666666666667,0.0757932522958712,0.382015842778797
GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS,3,-1.77477449757974,-0.078224268821613,0.666666666666667,0.0759351288154822,0.382355707447369
GOBP_NUCLEOTIDE_EXCISION_REPAIR,3,-1.77430178062142,-0.0707960854742947,1,0.0760132462040052,0.382374174832293
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,3,1.7734939347298,0.114537893156804,1,0.0761468960396889,0.382671681076167
REACTOME_SIGNALLING_TO_ERKS,3,-1.77227535109172,-0.0188901836877337,0.333333333333333,0.0763488608169763,0.383033004068533
GOBP_REGULATION_OF_ENDOCYTIC_RECYCLING,2,1.77070080216511,0.102863559755299,1,0.0766104690209492,0.383033004068533
GOBP_REGULATION_OF_LIPID_STORAGE,3,1.77045043500935,0.156034748730829,0.666666666666667,0.0766521342983585,0.383033004068533
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,3,-1.77003899804914,-0.0916588789786082,1,0.076720644406431,0.383033004068533
GOBP_POSITIVE_REGULATION_OF_TELOMERASE_RNA_LOCALIZATION_TO_CAJAL_BODY,2,-1.76974940924017,-0.141528170324633,0.5,0.0767688949901465,0.383033004068533
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,3,-1.76923414487188,-0.0369195667579584,0.666666666666667,0.0768548082517982,0.383033004068533
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1,3,-1.76901062292957,-0.0693454823262882,1,0.0768921018332312,0.383033004068533
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,3,1.76855532800919,-0.0569019765065217,0.333333333333333,0.0769681112657156,0.383033004068533
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,3,1.76809763161663,0.0197056393943386,0.333333333333333,0.0770445833270078,0.383033004068533
GOBP_POSITIVE_REGULATION_OF_TOR_SIGNALING,3,-1.76744193180384,-0.0263050163904237,0.666666666666667,0.0771542457501535,0.383033004068533
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,3,1.76731967230283,0.105494900557365,1,0.0771747070858582,0.383033004068533
REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION,3,-1.76699692887808,-0.0133353372874363,0.666666666666667,0.0772287426315644,0.383033004068533
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,3,1.76672035081911,0.0798067532612854,0.666666666666667,0.077275073434013,0.383033004068533
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,3,-1.76647977460776,-0.043698045298141,0.666666666666667,0.0773153918238409,0.383033004068533
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY,3,1.76598990799292,0.107705862845424,0.666666666666667,0.0773975420050807,0.383033004068533
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE,3,1.76553919515814,0.0772792397291801,1,0.0774731889342046,0.383033004068533
REACTOME_ELASTIC_FIBRE_FORMATION,3,1.76497010462761,0.106022574610567,1,0.0775687902145324,0.383033004068533
KEGG_MELANOMA,3,-1.76433392326659,0.0704211818935463,0.333333333333333,0.0776757757881503,0.383033004068533
GOBP_HEART_FIELD_SPECIFICATION,2,1.76398188589406,0.155915216644613,1,0.0777350289678289,0.383033004068533
GOBP_REGULATION_OF_BONE_REMODELING,3,-1.76330290022301,0.0857606316366527,0.666666666666667,0.0778494164288986,0.383033004068533
GOBP_REGULATION_OF_T_HELPER_17_TYPE_IMMUNE_RESPONSE,3,1.76324660346787,0.167545724176846,0.666666666666667,0.0778589067896022,0.383033004068533
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,3,-1.76324301053271,-0.0261566143727517,0.666666666666667,0.0778595125092579,0.383033004068533
REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY,3,1.76247439993435,0.0575073282947321,1,0.0779891779705734,0.383303749336713
GOBP_RESPONSE_TO_INTERLEUKIN_6,3,-1.76083099000376,-0.0598540558770448,1,0.0782670129569866,0.383868001054855
GOBP_OLEFINIC_COMPOUND_BIOSYNTHETIC_PROCESS,3,1.76032355212563,0.144569767639668,1,0.0783529630489657,0.383868001054855
GOBP_REGULATION_OF_MYELINATION,3,1.76029547330501,0.0501680914239246,1,0.0783577212964971,0.383868001054855
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,3,-1.76001858529258,0.0112155273244627,0.666666666666667,0.0784046554395452,0.383868001054855
GOBP_REGULATION_OF_HISTONE_H3_K4_METHYLATION,3,-1.75958800292427,-0.0378552658532685,0.666666666666667,0.0784776871315416,0.383868001054855
GOBP_NEURAL_TUBE_FORMATION,3,-1.75820659086008,-0.0265638498811324,0.666666666666667,0.0787123642142974,0.38440536180344
REACTOME_REGULATION_OF_PTEN_GENE_TRANSCRIPTION,3,-1.75806038511319,-0.0291847898244612,0.666666666666667,0.0787372353226672,0.38440536180344
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,3,-1.75742955898382,0.0138933264331373,0.333333333333333,0.0788446186859108,0.384529207190674
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN,3,-1.75703208080848,-0.0768329555139753,0.666666666666667,0.0789123411952825,0.384529207190674
GOBP_MOLTING_CYCLE,3,1.75547034915033,0.0671871225254036,1,0.0791788880960546,0.384905420025904
GOBP_VENTRICULAR_SEPTUM_MORPHOGENESIS,3,1.75529111220373,0.0523248027514324,1,0.079209525957609,0.384905420025904
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,3,1.75522443566119,0.147877826773811,1,0.0792209257703182,0.384905420025904
GOBP_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING,3,-1.75482458228292,-0.0788829187706642,0.666666666666667,0.0792893174430308,0.384905420025904
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_JAK_STAT,3,-1.75371867923427,-0.00987056217496459,0.666666666666667,0.0794787232414155,0.385460550111341
GOBP_RESPONSE_TO_IRON_ION,3,-1.7521055687292,-0.0391390053934621,0.666666666666667,0.0797556569060602,0.38643873006559
GOBP_POSITIVE_REGULATION_OF_HEART_RATE,3,1.75112435693978,0.133338769719783,0.666666666666667,0.0799244915113737,0.386891789257696
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,3,1.75027649494995,0.130539184752226,1,0.0800706147832234,0.3872341596296
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE,3,-1.74910056301418,-0.0178724174781796,0.666666666666667,0.0802736379391097,0.387850803814927
GOBP_RECEPTOR_CATABOLIC_PROCESS,3,1.7478481806855,0.0870124957840747,1,0.0804903198320091,0.388286364187134
GOBP_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION,2,-1.74770577738347,-0.234507616521198,1,0.0805149879009537,0.388286364187134
GOBP_PROTEIN_LOCALIZATION_TO_POSTSYNAPSE,3,1.74568354861086,0.0379745371624982,0.666666666666667,0.0808659553245441,0.389291120488485
REACTOME_PLATELET_SENSITIZATION_BY_LDL,3,-1.74521462437871,-0.00382236383720275,0.666666666666667,0.0809475165208009,0.389291120488485
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,3,1.74503004889021,0.0868774798680671,1,0.0809796385221908,0.389291120488485
REACTOME_CHROMOSOME_MAINTENANCE,3,1.74476076975912,-0.0283941224150817,0.666666666666667,0.0810265202107069,0.389291120488485
GOBP_IRON_ION_TRANSMEMBRANE_TRANSPORT,3,-1.74413560586014,-0.0303520376670653,0.666666666666667,0.0811354466509631,0.389450143924623
GOBP_IRON_SULFUR_CLUSTER_ASSEMBLY,3,1.74291726727756,0.0496798236613759,0.666666666666667,0.0813480673766803,0.389791399878914
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,3,-1.7428585292685,-0.0251067434981242,0.666666666666667,0.0813583295697422,0.389791399878914
GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,3,-1.7405787562777,-0.0509597219994058,1,0.0817574440621054,0.390679842545231
GOBP_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE,3,-1.74040335918613,-0.0248284653368557,0.666666666666667,0.08178821610523,0.390679842545231
GOBP_NEUTROPHIL_EXTRAVASATION,2,-1.74026976136619,-0.0873306869189232,0.5,0.0818116610974452,0.390679842545231
GOBP_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY,3,1.74006254839414,0.118985715632246,1,0.0818480355488062,0.390679842545231
GOBP_MUSCLE_HYPERTROPHY,3,-1.73866945323419,0.000370596592615089,0.666666666666667,0.0820929221015177,0.391027254498433
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES,3,-1.73857908953809,-0.143215309614275,1,0.0821088272691452,0.391027254498433
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS,3,-1.73781462244101,-0.0978989912297209,1,0.082243483289237,0.391027254498433
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,3,-1.73760838921535,-0.0021900124622909,0.333333333333333,0.0822798406145,0.391027254498433
GOBP_T_HELPER_1_CELL_DIFFERENTIATION,3,1.7374856099196,0.189467873744861,1,0.0823014918443938,0.391027254498433
GOBP_AMINE_METABOLIC_PROCESS,3,1.73674909054401,0.0445008077694429,1,0.0824314686338587,0.391282830779574
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX,3,1.73613475774237,0.164621288668318,1,0.0825400098751257,0.391436279518601
GOBP_GENITALIA_DEVELOPMENT,3,1.73534844220714,0.0673360207696857,1,0.0826791063010697,0.391481295511056
GOBP_WATER_TRANSPORT,3,1.73457432948408,0.1038985063482,0.666666666666667,0.0828162296245597,0.391481295511056
GOBP_STRIATED_MUSCLE_ADAPTATION,3,1.73455877425675,0.106493297102327,1,0.0828189869049566,0.391481295511056
REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS,3,-1.73435906133517,-0.014358815372203,0.666666666666667,0.0828543941239327,0.391481295511056
GOBP_GRANULOCYTE_ACTIVATION,3,-1.73365469363446,-0.0114128219296841,0.333333333333333,0.0829793698197839,0.391711436943392
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,3,-1.73209989713935,-0.0500725014894486,1,0.0832557775152822,0.39243221478098
KEGG_STEROID_BIOSYNTHESIS,3,-1.73193647109522,-0.106509339267655,1,0.0832848742428482,0.39243221478098
GOBP_REGULATION_OF_KERATINOCYTE_DIFFERENTIATION,3,-1.73083311271107,-0.0479855685771801,0.666666666666667,0.0834815341709948,0.392998313017626
GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY,3,-1.72931459782189,0.0187069348576144,0.666666666666667,0.0837528053974877,0.393456755520304
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,3,1.7289346130347,0.0908226865985562,1,0.0838207983409377,0.393456755520304
REACTOME_AMYLOID_FIBER_FORMATION,3,1.72887935197331,0.0552405223237889,1,0.0838306902533669,0.393456755520304
GOBP_HEMOSTASIS,3,-1.72820597626711,0.0100110598684745,0.333333333333333,0.0839513026709257,0.393456755520304
GOBP_NEUTRAL_LIPID_CATABOLIC_PROCESS,3,1.72771593334949,0.122883669668501,1,0.0840391655239845,0.393456755520304
GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,3,-1.72749338594821,-0.0126770072968333,0.666666666666667,0.084079092007054,0.393456755520304
GOBP_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE,3,-1.72729235850123,-0.0952635966785786,1,0.0841151708647379,0.393456755520304
KEGG_STARCH_AND_SUCROSE_METABOLISM,3,-1.72528442753493,-0.0292804738047702,0.666666666666667,0.0844762269376677,0.393921399641148
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS,3,1.72498712140747,0.0209048232401155,0.666666666666667,0.084529793459196,0.393921399641148
GOBP_REGULATION_OF_MACROPHAGE_DIFFERENTIATION,3,-1.72364878327617,-0.00549438318482702,0.333333333333333,0.0847712661818343,0.393921399641148
REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS,3,-1.72353569418203,-0.0146575174632278,0.666666666666667,0.0847916960814958,0.393921399641148
GOBP_NEGATIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE,3,-1.72281559376862,0.0350172110081183,0.333333333333333,0.0849218779166724,0.393921399641148
GOBP_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS,3,-1.72276067650142,-0.0193930899999619,1,0.0849318126495467,0.393921399641148
GOBP_NEGATIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY,3,-1.72265676971433,-0.021802555348209,0.666666666666667,0.0849506123360658,0.393921399641148
GOBP_ARACHIDONIC_ACID_METABOLIC_PROCESS,3,1.7223446078143,0.143822964986091,1,0.0850071115263912,0.393921399641148
GOBP_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,3,1.72211261672706,0.0739879202162028,1,0.0850491200234677,0.393921399641148
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION,3,-1.72183002186797,0.0276095296157209,0.333333333333333,0.0851003144321285,0.393921399641148
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY,3,1.72170037707197,0.142784009855728,1,0.0851238090018812,0.393921399641148
GOBP_NEGATIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT,3,-1.72095025937981,-0.000822587551258626,0.333333333333333,0.0852598502840293,0.393921399641148
GOBP_CHEMOSENSORY_BEHAVIOR,2,1.72059044900043,0.175648888356486,1,0.0853251678184194,0.393921399641148
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL,3,-1.72057743801917,-0.0133084338550074,0.666666666666667,0.0853275305013474,0.393921399641148
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,3,-1.7201383016452,0.011980047828442,0.666666666666667,0.0854073049351442,0.393921399641148
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT,3,1.71936842857822,0.0577016571013739,1,0.085547307190263,0.393921399641148
GOBP_POSITIVE_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,3,-1.7191236877854,-0.0553778963770232,0.666666666666667,0.0855918524083459,0.393921399641148
GOBP_RNA_5_END_PROCESSING,3,1.71910601099571,0.0163490380290973,0.666666666666667,0.0855950704827729,0.393921399641148
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,3,-1.71790032010016,-0.0688359150915167,0.666666666666667,0.0858147984436173,0.39446105067802
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,2,-1.71705642002876,-0.0962262607054481,1,0.0859688637867015,0.39446105067802
GOBP_NEGATIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,3,-1.71590858087241,-0.0412063667886324,0.666666666666667,0.0861787759401704,0.39446105067802
GOBP_VESICLE_DOCKING,3,1.71508019547839,0.108200307147021,1,0.0863305247675798,0.39446105067802
GOBP_DNA_STRAND_ELONGATION,3,-1.71483942085067,-0.170286598449324,1,0.086374671831458,0.39446105067802
GOBP_RESPONSE_TO_INTERFERON_BETA,3,1.71466039752754,0.172991300413029,1,0.08640750834515,0.39446105067802
GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN,3,-1.71436589974419,-0.0608674968965154,1,0.0864615471535326,0.39446105067802
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC,2,-1.71406952430944,-0.223498493043756,1,0.086515958052563,0.39446105067802
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,3,-1.71359487460488,0.0133365767237182,0.333333333333333,0.0866031555236751,0.39446105067802
GOBP_ZYMOGEN_ACTIVATION,3,-1.71279724804278,-0.0425707331693077,1,0.0867498465989909,0.39446105067802
GOBP_NEPHRON_TUBULE_FORMATION,2,1.71258320169658,0.163642235454083,1,0.0867892458698666,0.39446105067802
GOBP_REGULATION_OF_BEHAVIOR,3,1.71249361180775,0.0623654415798375,1,0.0868057408684121,0.39446105067802
GOBP_SUPPRESSION_OF_VIRAL_RELEASE_BY_HOST,2,1.71227006795891,0.162193827157816,1,0.0868469100705161,0.39446105067802
GOBP_NUCLEOBASE_BIOSYNTHETIC_PROCESS,3,1.71224623640175,0.00827465341424316,0.333333333333333,0.0868512999654377,0.39446105067802
GOBP_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION,3,-1.71217524196365,-0.0500654698146838,1,0.0868643785663631,0.39446105067802
GOBP_NEGATIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,3,1.71044466329579,0.104421690347596,0.666666666666667,0.0871836779382907,0.395561280822492
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION,3,-1.70834237647991,0.0226054196450196,0.666666666666667,0.0875728326144012,0.396976229750719
GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT,3,-1.70743063823751,-0.159377603067565,1,0.0877420397276384,0.397392518554807
