pathway,family
GOBP_REGULATION_OF_RESPONSE_TO_FOOD,1371
GOBP_REGULATION_OF_APPETITE,1371
GOBP_REGULATION_OF_RESPONSE_TO_EXTRACELLULAR_STIMULUS,1371
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY,1372
GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY,1373
GOBP_TRANSPOSITION,1100
GOBP_TELOMERE_ORGANIZATION,602
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE,602
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE,1374
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE,602
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERASE,1374
GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GABAERGIC,1375
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,1325
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,1376
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,1325
GOBP_REGULATION_OF_PROTEIN_POLYMERIZATION,1016
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,1277
GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,1310
GOBP_GONADOTROPIN_SECRETION,1377
GOBP_MYELIN_ASSEMBLY,1378
GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM,1152
GOBP_REGULATION_OF_ICOSANOID_SECRETION,1177
GOBP_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,1379
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,1379
GOBP_POSITIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,1380
GOBP_REGULATION_OF_HORMONE_METABOLIC_PROCESS,1381
GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE,1382
GOBP_RESPONSE_TO_ESTRADIOL,1383
GOBP_INTRACELLULAR_LIPID_TRANSPORT,1384
GOBP_INTRACELLULAR_STEROL_TRANSPORT,1384
GOBP_REGULATION_OF_LIPID_TRANSPORT,1135
GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT,1385
GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT,1135
GOBP_REGULATION_OF_STEROL_TRANSPORT,1135
GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT,1135
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,1386
GOBP_POSITIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,1387
GOBP_DNA_GEOMETRIC_CHANGE,1388
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,1389
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,1390
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,1389
GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,1391
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,1392
GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,1391
GOBP_ENDOCYTIC_RECYCLING,1393
GOBP_REGULATION_OF_CYTOKINESIS,607
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS,607
GOBP_ENDOPLASMIC_RETICULUM_CALCIUM_ION_HOMEOSTASIS,1394
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,1395
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION,1396
GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION,1397
GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE,1398
GOBP_CYTOKINETIC_PROCESS,648
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL,1399
GOBP_ENDOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,245
GOBP_LATE_ENDOSOME_TO_VACUOLE_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY,245
GOBP_NEGATIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY,1142
GOBP_POSITIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY,1143
GOBP_RESPONSE_TO_RETINOIC_ACID,1400
GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM,1401
GOBP_MICROVILLUS_ORGANIZATION,1276
GOBP_MITOCHONDRIAL_TRANSLATION,1402
GOBP_RESPONSE_TO_PROGESTERONE,1403
GOBP_CHEMOKINE_PRODUCTION,1404
GOBP_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR_PRODUCTION,1405
GOBP_TYPE_I_INTERFERON_PRODUCTION,1396
GOBP_INTERFERON_ALPHA_PRODUCTION,1406
GOBP_INTERFERON_BETA_PRODUCTION,1396
GOBP_INTERFERON_GAMMA_PRODUCTION,1407
GOBP_INTERLEUKIN_1_PRODUCTION,1408
GOBP_INTERLEUKIN_10_PRODUCTION,1409
GOBP_INTERLEUKIN_12_PRODUCTION,1410
GOBP_INTERLEUKIN_13_PRODUCTION,1411
GOBP_INTERLEUKIN_17_PRODUCTION,1412
GOBP_INTERLEUKIN_2_PRODUCTION,1413
GOBP_INTERLEUKIN_4_PRODUCTION,1414
GOBP_INTERLEUKIN_5_PRODUCTION,1411
GOBP_INTERLEUKIN_6_PRODUCTION,1415
GOBP_INTERLEUKIN_8_PRODUCTION,1416
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION,1417
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION,1418
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION,1419
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,1419
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,1420
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,1421
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION,1422
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION,1423
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,1424
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION,1404
GOBP_POSITIVE_REGULATION_OF_INTERFERON_ALPHA_PRODUCTION,1406
GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION,1396
GOBP_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION,1407
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION,1408
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION,1408
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_10_PRODUCTION,1409
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,1410
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_17_PRODUCTION,1412
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION,1413
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION,1414
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION,1415
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION,1416
GOBP_REGULATION_OF_MONOOXYGENASE_ACTIVITY,1425
GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY,1425
GOBP_NEGATIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY,1426
GOBP_POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY,1427
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,816
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,1428
GOBP_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,816
GOBP_POSITIVE_REGULATION_OF_CREB_TRANSCRIPTION_FACTOR_ACTIVITY,1429
GOBP_RECEPTOR_CATABOLIC_PROCESS,1430
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,1278
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION,1278
GOBP_GLOMERULUS_DEVELOPMENT,1431
GOBP_RESPONSE_TO_INSULIN,1023
GOBP_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS,1023
GOBP_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,1432
GOBP_REGULATION_OF_POLYSACCHARIDE_METABOLIC_PROCESS,586
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,1332
GOBP_REGULATION_OF_ORGANIC_ACID_TRANSPORT,1433
GOBP_NEGATIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT,1434
GOBP_POSITIVE_REGULATION_OF_ORGANIC_ACID_TRANSPORT,1433
GOBP_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION,1435
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA1_PRODUCTION,1436
GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION,1437
GOBP_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,1438
GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,1438
GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION,877
GOBP_SECRETION_BY_TISSUE,1439
GOBP_INOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS,1141
GOBP_COLLAGEN_METABOLIC_PROCESS,1306
GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS,1113
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,816
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,1277
GOBP_PROTEIN_DNA_COMPLEX_DISASSEMBLY,1344
GOBP_MUSCLE_CELL_PROLIFERATION,1440
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION,712
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION,1441
GOBP_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,712
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,1441
GOBP_TETRAPYRROLE_METABOLIC_PROCESS,876
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS,876
GOBP_MYELOID_CELL_APOPTOTIC_PROCESS,906
GOBP_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS,906
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,1442
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION,1443
GOBP_CELLULAR_PIGMENTATION,1444
GOBP_T_CELL_DIFFERENTIATION_IN_THYMUS,1445
GOBP_REGULATION_OF_T_CELL_DIFFERENTIATION_IN_THYMUS,1445
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,468
GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING,1446
GOBP_POSITIVE_REGULATION_OF_RNA_SPLICING,1447
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION,1448
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION,1449
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION,1448
GOBP_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION_OF_STAT_PROTEIN,718
GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,1302
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,1302
GOBP_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,1302
GOBP_V_D_J_RECOMBINATION,1450
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,1387
GOBP_RESPONSE_TO_VITAMIN_A,1451
GOBP_RESPONSE_TO_HYDROPEROXIDE,1452
GOBP_RESPONSE_TO_ATP,1453
GOBP_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY,1126
GOBP_REGULATION_OF_PROTEIN_SUMOYLATION,1209
GOBP_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS,1454
GOBP_RESPONSE_TO_VITAMIN,993
GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING,1455
GOBP_RESPONSE_TO_VITAMIN_D,1358
GOBP_CHOLESTEROL_EFFLUX,1135
GOBP_SECRETORY_GRANULE_ORGANIZATION,627
GOBP_CARBOHYDRATE_HOMEOSTASIS,628
GOBP_HISTONE_H2A_UBIQUITINATION,1089
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS,1456
GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,58
GOBP_REGULATION_OF_WATER_LOSS_VIA_SKIN,1279
GOBP_RESPONSE_TO_TESTOSTERONE,1457
GOBP_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION,1458
GOBP_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION,1458
GOBP_MITOCHONDRIAL_CYTOCHROME_C_OXIDASE_ASSEMBLY,1031
GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS,834
GOBP_INTEGRIN_ACTIVATION,1459
GOBP_REGULATION_OF_INTEGRIN_ACTIVATION,1459
GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN,1460
GOBP_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN,1460
GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN,1460
GOBP_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN,1461
GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY,1462
GOBP_OSTEOBLAST_PROLIFERATION,1463
GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION,1463
GOBP_RESPONSE_TO_GLUCAGON,1464
GOBP_NUCLEOSIDE_BISPHOSPHATE_METABOLIC_PROCESS,1465
GOBP_NUCLEOSIDE_BISPHOSPHATE_BIOSYNTHETIC_PROCESS,1465
GOBP_P_BODY_ASSEMBLY,1466
GOBP_STRESS_GRANULE_ASSEMBLY,1467
GOBP_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS,1468
GOBP_ERYTHROCYTE_HOMEOSTASIS,709
GOBP_REGULATION_OF_TISSUE_REMODELING,1469
GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING,1470
GOBP_HOMOTYPIC_CELL_CELL_ADHESION,997
GOBP_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION,1101
GOBP_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION,1471
GOBP_HETEROTYPIC_CELL_CELL_ADHESION,1472
GOBP_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION,1472
GOBP_POSITIVE_REGULATION_OF_HETEROTYPIC_CELL_CELL_ADHESION,1472
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,705
GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,705
GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,1473
GOBP_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY,1474
GOBP_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY,1475
GOBP_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,1476
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,1476
GOBP_TOLL_LIKE_RECEPTOR_9_SIGNALING_PATHWAY,1477
GOBP_LIPID_TRANSLOCATION,1179
GOBP_AMYLOID_BETA_FORMATION,1478
GOBP_CARBOHYDRATE_TRANSMEMBRANE_TRANSPORT,1037
GOBP_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,816
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,1479
GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS,1480
GOBP_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY,1481
GOBP_RESPONSE_TO_MONOSACCHARIDE,628
GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS,869
GOBP_DIOL_METABOLIC_PROCESS,1482
GOBP_DIOL_BIOSYNTHETIC_PROCESS,1482
GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,1483
GOBP_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,1483
GOBP_CELL_JUNCTION_MAINTENANCE,1484
GOBP_ADHERENS_JUNCTION_ORGANIZATION,1485
GOBP_RESPONSE_TO_TYPE_I_INTERFERON,1486
GOBP_RESPONSE_TO_INTERFERON_GAMMA,1487
GOBP_GLIAL_CELL_APOPTOTIC_PROCESS,1488
GOBP_PROTEIN_CONTAINING_COMPLEX_REMODELING,1489
GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING,1489
GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING,1490
GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE,1149
GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE,1149
GOBP_LIPID_DROPLET_ORGANIZATION,1491
GOBP_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,1110
GOBP_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,1492
GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS,1493
GOBP_STEROID_ESTERIFICATION,1494
GOBP_LIPID_OXIDATION,853
GOBP_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING,1123
GOBP_MICROTUBULE_ANCHORING,1495
GOBP_PROTEIN_LOCALIZATION_TO_PHAGOPHORE_ASSEMBLY_SITE,1496
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME,1497
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS,1211
GOBP_TOOTH_MINERALIZATION,1498
GOBP_CENTROMERE_COMPLEX_ASSEMBLY,1499
GOBP_PIRNA_METABOLIC_PROCESS,432
GOBP_CELLULAR_RESPONSE_TO_HEAT,1052
GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR,1500
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,591
GOBP_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN,1323
GOBP_CELLULAR_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,586
GOBP_PHOSPHATIDYLCHOLINE_CATABOLIC_PROCESS,1061
GOBP_CELLULAR_RESPONSE_TO_UV,1064
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_CATABOLIC_PROCESS,802
GOBP_NCRNA_CATABOLIC_PROCESS,1189
GOBP_RESPONSE_TO_PROSTAGLANDIN,1501
GOBP_RESPONSE_TO_PROSTAGLANDIN_E,1501
GOBP_RESPONSE_TO_GONADOTROPIN,1382
GOBP_DNA_REPLICATION_INDEPENDENT_CHROMATIN_ORGANIZATION,1502
GOBP_NUCLEOSOME_ORGANIZATION,812
GOBP_CELLULAR_HORMONE_METABOLIC_PROCESS,869
GOBP_IRON_ION_TRANSMEMBRANE_TRANSPORT,1503
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,1389
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,1390
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT,1389
GOBP_POSITIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT,1390
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,1298
GOBP_SOMATIC_STEM_CELL_POPULATION_MAINTENANCE,1504
GOBP_REGULATION_OF_RAC_PROTEIN_SIGNAL_TRANSDUCTION,1208
GOBP_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,971
GOBP_NEGATIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,1505
GOBP_POSITIVE_REGULATION_OF_RHO_PROTEIN_SIGNAL_TRANSDUCTION,1506
GOBP_SPERM_EGG_RECOGNITION,978
GOBP_EMBRYONIC_HEART_TUBE_DEVELOPMENT,770
GOBP_CARDIOCYTE_DIFFERENTIATION,1507
GOBP_POSITIVE_REGULATION_OF_HISTONE_ACETYLATION,1508
GOBP_NEGATIVE_REGULATION_OF_HISTONE_ACETYLATION,1509
GOBP_AXONEME_ASSEMBLY,622
GOBP_RESPONSE_TO_NICOTINE,1510
GOBP_APPENDAGE_MORPHOGENESIS,1511
GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS,1511
GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS,1512
GOBP_EMBRYONIC_HINDLIMB_MORPHOGENESIS,1512
GOBP_FORELIMB_MORPHOGENESIS,1512
GOBP_HINDLIMB_MORPHOGENESIS,1512
GOBP_TUBE_FORMATION,657
GOBP_REGULATION_OF_TUBE_SIZE,766
GOBP_EMBRYONIC_HEMOPOIESIS,1513
GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC,1514
GOBP_MULTICELLULAR_ORGANISM_GROWTH,1515
GOBP_ORGAN_GROWTH,1167
GOBP_PROTEIN_MANNOSYLATION,1516
GOBP_ENDOCRINE_SYSTEM_DEVELOPMENT,1517
GOBP_EXOCRINE_SYSTEM_DEVELOPMENT,986
GOBP_SEGMENTATION,640
GOBP_REGULATION_OF_DEPHOSPHORYLATION,1142
GOBP_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION,1142
GOBP_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION,1142
GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION,1143
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION,1143
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION,1142
GOBP_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS,680
GOBP_HAIR_CELL_DIFFERENTIATION,699
GOBP_HIPPO_SIGNALING,1518
GOBP_REGULATION_OF_HIPPO_SIGNALING,1518
GOBP_PEPTIDYL_TYROSINE_DEPHOSPHORYLATION,827
GOBP_LONG_CHAIN_FATTY_ACYL_COA_METABOLIC_PROCESS,489
GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS,489
GOBP_LONG_CHAIN_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS,489
GOBP_PEROXISOME_PROLIFERATOR_ACTIVATED_RECEPTOR_SIGNALING_PATHWAY,1519
GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE,1520
GOBP_THIOESTER_METABOLIC_PROCESS,1465
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS,1465
GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE,1521
GOBP_PHOSPHATE_ION_TRANSMEMBRANE_TRANSPORT,880
GOBP_RESPONSE_TO_INTERFERON_ALPHA,1522
GOBP_RESPONSE_TO_INTERFERON_BETA,1523
GOBP_CELLULAR_RESPONSE_TO_INTERFERON_BETA,1523
GOBP_VESICLE_CARGO_LOADING,901
GOBP_VITAMIN_TRANSMEMBRANE_TRANSPORT,1524
GOBP_DNA_DEALKYLATION,1525
GOBP_HISTONE_H2A_MONOUBIQUITINATION,1089
GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION,1207
GOBP_REGULATION_OF_CHROMATIN_BINDING,1526
GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY,637
GOBP_CALCIUM_MEDIATED_SIGNALING_USING_INTRACELLULAR_CALCIUM_SOURCE,1527
GOBP_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY,386
GOBP_CERAMIDE_TRANSPORT,1528
GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER,1529
GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING,613
GOBP_EXPLORATION_BEHAVIOR,1530
GOBP_LOCOMOTORY_EXPLORATION_BEHAVIOR,1530
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION,715
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,684
GOBP_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR,1531
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION,722
GOBP_ENDOTHELIAL_CELL_CHEMOTAXIS,1532
GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,1533
GOBP_POSITIVE_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,1533
GOBP_REGULATION_OF_URINE_VOLUME,1534
GOBP_RENAL_SODIUM_EXCRETION,995
GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM,1535
GOBP_HOMOLOGOUS_RECOMBINATION,1536
GOBP_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT,1431
GOBP_MEGAKARYOCYTE_DEVELOPMENT,1537
GOBP_RESPONSE_TO_POTASSIUM_ION,1538
GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY,1539
GOBP_ENTEROENDOCRINE_CELL_DIFFERENTIATION,692
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,1540
GOBP_RESPONSE_TO_IMMOBILIZATION_STRESS,1541
GOBP_AORTA_DEVELOPMENT,1542
GOBP_AORTA_MORPHOGENESIS,1542
GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,1543
GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS,1544
GOBP_STEROID_HORMONE_SECRETION,1545
GOBP_CORTICOSTEROID_HORMONE_SECRETION,1545
GOBP_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,1323
GOBP_CELLULAR_RESPONSE_TO_TOPOLOGICALLY_INCORRECT_PROTEIN,1323
GOBP_PEPTIDYL_THREONINE_DEPHOSPHORYLATION,1546
GOBP_ENDODERMAL_CELL_DIFFERENTIATION,632
GOBP_CHONDROCYTE_PROLIFERATION,1547
GOBP_RESPONSE_TO_MUSCLE_STRETCH,1548
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_IN_RESPONSE_TO_STRESS,1549
