pathway,family
GOBP_IMMUNOGLOBULIN_PRODUCTION,724
GOBP_IMMUNOGLOBULIN_PRODUCTION_INVOLVED_IN_IMMUNOGLOBULIN_MEDIATED_IMMUNE_RESPONSE,703
GOBP_DENDRITIC_CELL_CHEMOTAXIS,725
GOBP_IMMUNE_RESPONSE_TO_TUMOR_CELL,720
GOBP_FC_RECEPTOR_MEDIATED_STIMULATORY_SIGNALING_PATHWAY,726
GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,727
GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,728
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,712
GOBP_NEUTROPHIL_MEDIATED_IMMUNITY,714
GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,729
GOBP_T_CELL_MEDIATED_IMMUNITY,665
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I,569
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN,730
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN,569
GOBP_PEPTIDE_ANTIGEN_ASSEMBLY_WITH_MHC_PROTEIN_COMPLEX,176
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II,730
GOBP_TOLERANCE_INDUCTION,731
GOBP_T_CELL_TOLERANCE_INDUCTION,731
GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,732
GOBP_ACUTE_INFLAMMATORY_RESPONSE,733
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE,734
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE,734
GOBP_CHRONIC_INFLAMMATORY_RESPONSE,735
GOBP_MONOCYTE_CHEMOTAXIS,736
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS_VIA_SOMATIC_MUTATION,737
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,738
GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,739
GOBP_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION,703
GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION,703
GOBP_REGULATION_OF_TOLERANCE_INDUCTION,731
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,740
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,740
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION,741
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,742
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,741
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,741
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,742
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,741
GOBP_REGULATION_OF_CELLULAR_EXTRAVASATION,743
GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION,743
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,744
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,745
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,721
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,746
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,721
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,745
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,744
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,745
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,745
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,744
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,745
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,665
GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,744
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,665
GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,703
GOBP_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,747
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY,703
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,664
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,748
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,664
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,746
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE,721
GOBP_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,722
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,749
GOBP_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,750
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNAL_TRANSDUCTION,704
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,738
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,751
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,752
GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION,753
GOBP_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION,754
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,745
GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,744
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,745
GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,755
GOBP_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,755
GOBP_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,756
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,757
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,758
GOBP_REGULATION_OF_RESPONSE_TO_TUMOR_CELL,720
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,727
GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,727
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,712
GOBP_POSITIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,759
GOBP_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS,651
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,760
GOBP_NEGATIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,747
GOBP_POSITIVE_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE,760
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN,747
GOBP_RESPONSE_TO_ISCHEMIA,761
GOBP_HEART_MORPHOGENESIS,762
GOBP_SKELETAL_MUSCLE_CONTRACTION,763
GOBP_RENAL_SYSTEM_PROCESS,764
GOBP_HEART_PROCESS,683
GOBP_RESPIRATORY_SYSTEM_PROCESS,765
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,766
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL,679
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,678
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,767
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN,679
GOBP_NEGATIVE_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE,768
GOBP_RENAL_WATER_HOMEOSTASIS,769
GOBP_HEART_FIELD_SPECIFICATION,641
GOBP_EMBRYONIC_HEART_TUBE_MORPHOGENESIS,770
GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS,771
GOBP_OUTFLOW_TRACT_MORPHOGENESIS,771
GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION,641
GOBP_ENDOTHELIUM_DEVELOPMENT,660
GOBP_MORPHOGENESIS_OF_AN_ENDOTHELIUM,772
GOBP_CARDIAC_CONDUCTION_SYSTEM_DEVELOPMENT,773
GOBP_HEART_VALVE_DEVELOPMENT,774
GOBP_ATRIOVENTRICULAR_VALVE_DEVELOPMENT,775
GOBP_PULMONARY_VALVE_DEVELOPMENT,774
GOBP_HEART_VALVE_MORPHOGENESIS,774
GOBP_AORTIC_VALVE_MORPHOGENESIS,774
GOBP_PULMONARY_VALVE_MORPHOGENESIS,774
GOBP_ENDOCARDIAL_CUSHION_DEVELOPMENT,776
GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_INVOLVED_IN_ENDOCARDIAL_CUSHION_FORMATION,776
GOBP_ENDOCARDIAL_CUSHION_MORPHOGENESIS,776
GOBP_CARDIAC_CHAMBER_DEVELOPMENT,762
GOBP_CARDIAC_CHAMBER_MORPHOGENESIS,762
GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS,777
GOBP_CARDIAC_ATRIUM_MORPHOGENESIS,775
GOBP_CARDIAC_LEFT_VENTRICLE_MORPHOGENESIS,778
GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS,779
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,777
GOBP_CARDIAC_ATRIUM_DEVELOPMENT,775
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT,762
GOBP_REGULATION_OF_MEMBRANE_DEPOLARIZATION,780
GOBP_ENDOCARDIAL_CUSHION_FORMATION,776
GOBP_CARDIAC_SEPTUM_DEVELOPMENT,762
GOBP_VENTRICULAR_SEPTUM_DEVELOPMENT,762
GOBP_ATRIAL_SEPTUM_DEVELOPMENT,775
GOBP_MUSCLE_HYPERTROPHY_IN_RESPONSE_TO_STRESS,781
GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY,782
GOBP_TYPE_B_PANCREATIC_CELL_DEVELOPMENT,692
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,342
GOBP_METANEPHROS_MORPHOGENESIS,783
GOBP_CILIUM_MOVEMENT,616
GOBP_REGULATION_OF_CILIUM_MOVEMENT,784
GOBP_EPITHELIAL_CELL_MORPHOGENESIS,785
GOBP_AXIS_ELONGATION,786
GOBP_NEURAL_RETINA_DEVELOPMENT,787
GOBP_CHONDROCYTE_DIFFERENTIATION_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS,788
GOBP_GROWTH_PLATE_CARTILAGE_DEVELOPMENT,788
GOBP_POLYSACCHARIDE_METABOLIC_PROCESS,586
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS,789
GOBP_FUCOSE_METABOLIC_PROCESS,790
GOBP_GLUCOSE_METABOLIC_PROCESS,789
GOBP_GLUCOSE_CATABOLIC_PROCESS,791
GOBP_AMINOGLYCAN_METABOLIC_PROCESS,246
GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS,246
GOBP_AMINOGLYCAN_CATABOLIC_PROCESS,52
GOBP_GLYCOSAMINOGLYCAN_CATABOLIC_PROCESS,52
GOBP_PROTEOGLYCAN_METABOLIC_PROCESS,102
GOBP_AMINO_SUGAR_METABOLIC_PROCESS,792
GOBP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS,792
GOBP_URONIC_ACID_METABOLIC_PROCESS,79
GOBP_ETHANOL_METABOLIC_PROCESS,793
GOBP_CELLULAR_GLUCAN_METABOLIC_PROCESS,586
GOBP_CELLULAR_ALDEHYDE_METABOLIC_PROCESS,794
GOBP_ACETYL_COA_METABOLIC_PROCESS,795
GOBP_ACETYL_COA_BIOSYNTHETIC_PROCESS,795
GOBP_LACTATE_METABOLIC_PROCESS,796
GOBP_PYRUVATE_METABOLIC_PROCESS,797
GOBP_TRICARBOXYLIC_ACID_CYCLE,77
GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS,798
GOBP_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,789
GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS,797
GOBP_REGULATION_OF_GLUCONEOGENESIS,789
GOBP_ENERGY_RESERVE_METABOLIC_PROCESS,586
GOBP_OXIDATIVE_PHOSPHORYLATION,86
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,468
GOBP_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS,797
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS,799
GOBP_PURINE_NUCLEOTIDE_CATABOLIC_PROCESS,800
GOBP_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS,801
GOBP_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS,802
GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS,803
GOBP_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS,803
GOBP_DNA_REPLICATION,804
GOBP_DNA_DEPENDENT_DNA_REPLICATION,804
GOBP_DNA_LIGATION,805
GOBP_DNA_UNWINDING_INVOLVED_IN_DNA_REPLICATION,806
GOBP_DNA_REPLICATION_INITIATION,267
GOBP_DNA_STRAND_ELONGATION_INVOLVED_IN_DNA_REPLICATION,807
GOBP_REGULATION_OF_DNA_REPLICATION,804
GOBP_RNA_DEPENDENT_DNA_BIOSYNTHETIC_PROCESS,602
GOBP_REGULATION_OF_DNA_REPAIR,572
GOBP_BASE_EXCISION_REPAIR,123
GOBP_NUCLEOTIDE_EXCISION_REPAIR,808
GOBP_MISMATCH_REPAIR,809
GOBP_POSTREPLICATION_REPAIR,605
GOBP_DOUBLE_STRAND_BREAK_REPAIR,603
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING,810
GOBP_DNA_MODIFICATION,811
GOBP_DNA_METHYLATION,811
GOBP_DNA_CATABOLIC_PROCESS,606
GOBP_APOPTOTIC_DNA_FRAGMENTATION,606
GOBP_MITOTIC_RECOMBINATION,601
GOBP_DNA_PACKAGING,812
GOBP_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY,812
GOBP_NUCLEOSOME_ASSEMBLY,812
GOBP_CHROMATIN_REMODELING,812
GOBP_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_ASSEMBLY,626
GOBP_REGULATION_OF_GENE_EXPRESSION_BY_GENOMIC_IMPRINTING,813
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,814
GOBP_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION,815
GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,816
GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I,817
GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_III,818
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_I,817
GOBP_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER,814
GOBP_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,816
GOBP_MRNA_SPLICE_SITE_SELECTION,584
GOBP_MRNA_CLEAVAGE,488
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_III,818
GOBP_MITOCHONDRIAL_TRANSCRIPTION,819
GOBP_TRNA_METABOLIC_PROCESS,614
GOBP_TRNA_MODIFICATION,614
GOBP_RNA_CATABOLIC_PROCESS,589
GOBP_MRNA_CATABOLIC_PROCESS,589
GOBP_RNA_LOCALIZATION,820
GOBP_RNA_EXPORT_FROM_NUCLEUS,820
GOBP_MRNA_EXPORT_FROM_NUCLEUS,820
GOBP_TRANSLATIONAL_INITIATION,821
GOBP_TRANSLATIONAL_ELONGATION,822
GOBP_TRANSLATIONAL_TERMINATION,823
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION,821
GOBP_REGULATION_OF_TRANSLATIONAL_ELONGATION,822
GOBP_REGULATION_OF_TRANSLATIONAL_FIDELITY,824
GOBP_PROTEIN_FOLDING,825
GOBP_DE_NOVO_PROTEIN_FOLDING,826
GOBP_PROTEIN_DEPHOSPHORYLATION,827
GOBP_PROTEIN_ADP_RIBOSYLATION,828
GOBP_PROTEIN_ACETYLATION,829
GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION,830
GOBP_PROTEIN_METHYLATION,831
GOBP_PROTEIN_DEMETHYLATION,332
GOBP_PROTEIN_N_LINKED_GLYCOSYLATION,49
GOBP_OLIGOSACCHARIDE_LIPID_INTERMEDIATE_BIOSYNTHETIC_PROCESS,353
GOBP_N_GLYCAN_PROCESSING,832
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION,833
GOBP_GPI_ANCHOR_METABOLIC_PROCESS,55
GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS,834
GOBP_PROTEIN_MONOUBIQUITINATION,835
GOBP_PROTEIN_QUALITY_CONTROL_FOR_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEINS,836
GOBP_GLYCOPROTEIN_CATABOLIC_PROCESS,837
GOBP_PROTEIN_DEGLYCOSYLATION,422
GOBP_CELLULAR_AMINO_ACID_METABOLIC_PROCESS,838
GOBP_ARGININE_METABOLIC_PROCESS,839
GOBP_GLUTAMATE_METABOLIC_PROCESS,840
GOBP_GLUTAMINE_METABOLIC_PROCESS,841
GOBP_METHIONINE_METABOLIC_PROCESS,243
GOBP_TYROSINE_METABOLIC_PROCESS,842
GOBP_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS,843
GOBP_AMINO_ACID_BETAINE_METABOLIC_PROCESS,844
GOBP_THYROID_HORMONE_GENERATION,845
GOBP_POLYAMINE_METABOLIC_PROCESS,846
GOBP_POLYAMINE_BIOSYNTHETIC_PROCESS,846
GOBP_PROTEIN_EXPORT_FROM_NUCLEUS,847
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,848
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,849
GOBP_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE,849
GOBP_PROTEIN_TARGETING_TO_LYSOSOME,850
GOBP_PROTEIN_TARGETING_TO_VACUOLE,850
GOBP_PROTEIN_TARGETING_TO_PEROXISOME,542
GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION,851
GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS,852
GOBP_FATTY_ACID_BETA_OXIDATION,853
GOBP_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS,854
GOBP_NEUTRAL_LIPID_METABOLIC_PROCESS,855
GOBP_TRIGLYCERIDE_METABOLIC_PROCESS,855
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS,856
GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS,857
GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS,858
GOBP_PHOSPHATIDYLINOSITOL_BIOSYNTHETIC_PROCESS,859
GOBP_GLYCEROL_ETHER_METABOLIC_PROCESS,860
GOBP_SPHINGOLIPID_METABOLIC_PROCESS,856
GOBP_CERAMIDE_METABOLIC_PROCESS,856
GOBP_GLYCOSYLCERAMIDE_METABOLIC_PROCESS,861
GOBP_SPHINGOMYELIN_METABOLIC_PROCESS,862
GOBP_GLYCOSPHINGOLIPID_METABOLIC_PROCESS,863
GOBP_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS,863
GOBP_ICOSANOID_METABOLIC_PROCESS,58
GOBP_LEUKOTRIENE_METABOLIC_PROCESS,864
GOBP_PROSTANOID_METABOLIC_PROCESS,854
GOBP_STEROID_BIOSYNTHETIC_PROCESS,865
GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS,84
GOBP_C21_STEROID_HORMONE_BIOSYNTHETIC_PROCESS,866
GOBP_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS,867
GOBP_STEROID_CATABOLIC_PROCESS,868
GOBP_ISOPRENOID_METABOLIC_PROCESS,869
GOBP_TERPENOID_METABOLIC_PROCESS,869
GOBP_ONE_CARBON_METABOLIC_PROCESS,870
GOBP_NADH_METABOLIC_PROCESS,791
GOBP_NADP_METABOLIC_PROCESS,871
GOBP_NADPH_REGENERATION,871
GOBP_UBIQUINONE_METABOLIC_PROCESS,872
GOBP_GLUTATHIONE_METABOLIC_PROCESS,99
GOBP_ATP_BIOSYNTHETIC_PROCESS,873
GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS,108
GOBP_VITAMIN_METABOLIC_PROCESS,874
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS,874
GOBP_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS,875
GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS,876
GOBP_SUPEROXIDE_METABOLIC_PROCESS,877
GOBP_XENOBIOTIC_METABOLIC_PROCESS,878
GOBP_POTASSIUM_ION_TRANSPORT,879
GOBP_SODIUM_ION_TRANSPORT,684
GOBP_PHOSPHATE_ION_TRANSPORT,880
GOBP_CHLORIDE_TRANSPORT,881
GOBP_COPPER_ION_TRANSPORT,882
GOBP_IRON_ION_TRANSPORT,576
GOBP_MANGANESE_ION_TRANSPORT,883
GOBP_ZINC_ION_TRANSPORT,394
GOBP_WATER_TRANSPORT,884
GOBP_DICARBOXYLIC_ACID_TRANSPORT,885
GOBP_NEUROTRANSMITTER_TRANSPORT,612
GOBP_SEROTONIN_TRANSPORT,886
GOBP_MITOCHONDRIAL_TRANSPORT,851
GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,512
GOBP_OLIGOPEPTIDE_TRANSPORT,887
GOBP_EXTRACELLULAR_TRANSPORT,888
GOBP_NUCLEOTIDE_TRANSPORT,889
GOBP_AMINO_ACID_TRANSPORT,342
GOBP_CELLULAR_COPPER_ION_HOMEOSTASIS,890
GOBP_CELLULAR_IRON_ION_HOMEOSTASIS,576
GOBP_CELLULAR_SODIUM_ION_HOMEOSTASIS,891
GOBP_CELL_VOLUME_HOMEOSTASIS,892
GOBP_REGULATION_OF_PH,893
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,894
GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM,895
GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT,896
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,897
GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT,897
GOBP_GOLGI_TO_ENDOSOME_TRANSPORT,898
GOBP_GOLGI_TO_VACUOLE_TRANSPORT,899
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,900
GOBP_VESICLE_BUDDING_FROM_MEMBRANE,901
GOBP_VESICLE_TARGETING,902
GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS,903
GOBP_PINOCYTOSIS,904
GOBP_PHAGOCYTOSIS_RECOGNITION,729
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,905
GOBP_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS,606
GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS,906
GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION,907
GOBP_REGULATION_OF_MUSCLE_CONTRACTION,683
GOBP_SMOOTH_MUSCLE_CONTRACTION,908
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,908
GOBP_STRIATED_MUSCLE_CONTRACTION,683
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,683
GOBP_SYNCYTIUM_FORMATION,909
GOBP_ACUTE_PHASE_RESPONSE,733
GOBP_COMPLEMENT_ACTIVATION,729
GOBP_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY,910
GOBP_CELLULAR_DEFENSE_RESPONSE,911
GOBP_RESPONSE_TO_OSMOTIC_STRESS,912
GOBP_HYPEROSMOTIC_RESPONSE,913
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_CELL_CYCLE_ARREST,914
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY,915
GOBP_RESPONSE_TO_STEROL_DEPLETION,916
GOBP_NUCLEUS_ORGANIZATION,917
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,918
GOBP_NUCLEOLUS_ORGANIZATION,919
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,920
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,921
GOBP_PLASMA_MEMBRANE_ORGANIZATION,922
GOBP_MICROTUBULE_DEPOLYMERIZATION,923
GOBP_MICROTUBULE_NUCLEATION,924
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,925
GOBP_GOLGI_ORGANIZATION,926
GOBP_PEROXISOME_ORGANIZATION,542
GOBP_ENDOSOME_ORGANIZATION,927
GOBP_VACUOLE_ORGANIZATION,928
GOBP_VACUOLAR_TRANSPORT,929
GOBP_VACUOLAR_ACIDIFICATION,893
GOBP_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE,930
GOBP_LYSOSOMAL_TRANSPORT,929
GOBP_CELL_CELL_JUNCTION_ASSEMBLY,931
GOBP_SPINDLE_ORGANIZATION,932
GOBP_MITOTIC_SPINDLE_ORGANIZATION,932
GOBP_SISTER_CHROMATID_COHESION,933
GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION,933
GOBP_MITOTIC_SISTER_CHROMATID_COHESION,933
GOBP_MITOTIC_CHROMOSOME_CONDENSATION,934
GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION,935
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION,936
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING,578
GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING,937
