pathway,z_OA,FDR_OA,z_MSC,FDR_MSC,same_dir,score
GOBP_HYDROGEN_PEROXIDE_METABOLIC_PROCESS,2.62213072657992,0.0455855556760112,2.27200500166517,0.209680472531905,TRUE,2.43454389359394
GOBP_ENAMEL_MINERALIZATION,3.33192711101692,0.00938868900725853,1.91593196627986,0.292456522738161,TRUE,2.43289523109685
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2,1.97200476691826,0.147662573461355,3.13780039430942,0.0878604133797331,TRUE,2.42191517679297
GOBP_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,3.16446683992651,0.0140842704988703,1.95240925093184,0.285649364420751,TRUE,2.4148852631306
GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS,-3.2161868392279,0.0122633244911008,-1.92817331709048,0.290745563437852,TRUE,2.41093759291336
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,2.278273081124,0.0878552958822881,2.55170347750759,0.153789785265673,TRUE,2.40724867843379
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,3.68613493601908,0.00365219148644104,1.7846185802804,0.33192984204354,TRUE,2.40491364732151
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,-5.10609744479628,3.07891607771315e-05,-1.57267593066871,0.401266422739943,TRUE,2.40470400764902
REACTOME_DISEASES_OF_GLYCOSYLATION,5.18260300762449,2.51655902120139e-05,1.55728591810122,0.405300455094661,TRUE,2.39493403283753
GOBP_APOPTOTIC_CELL_CLEARANCE,2.35426993600124,0.0764487610652195,2.43570237176441,0.174681684507117,TRUE,2.39429395347244
GOBP_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS,-2.51311976981283,0.0570531607185759,-2.28420707822757,0.206542612195683,TRUE,2.39320194286323
HALLMARK_COAGULATION,3.76404390540461,0.0029684430651245,1.75333972622678,0.34043682847,TRUE,2.39231061359288
GOBP_HISTONE_MONOUBIQUITINATION,-2.22593890369552,0.0970783283474314,-2.5828047504592,0.148199359551676,TRUE,2.3911299866149
GOBP_CELL_PROLIFERATION_IN_FOREBRAIN,-2.29787044033796,0.0849079710498562,-2.48240605332287,0.165688099997202,TRUE,2.38657638252143
REACTOME_RND1_GTPASE_CYCLE,-2.07229479203432,0.124612180254368,-2.81220365096291,0.122673958277608,TRUE,2.38620814318628
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN,-2.65180367412706,0.0432129534427812,-2.16693202975846,0.233085331212696,TRUE,2.38497343336911
GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,2.21315915465176,0.0991991356562769,2.5832535871239,0.148199359551676,TRUE,2.38392800324925
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,2.02236173352431,0.135028988911083,2.89012733418048,0.111740153751953,TRUE,2.37960139762309
