gene,meta_Z,meta_P,meta_FDR,mean_logFC,n_consistent
ACR,1.58554679992008,0.112842152576768,0.436440934286196,-0.15526903650192,2
EFHC1,1.58543532060324,0.112867461493447,0.436440934286196,0.0576918975466552,2
CCDC85C,-1.58467422410671,0.11304037119818,0.436955697122545,0.0666605457431991,2
THSD4,-1.58446775195188,0.113087314550352,0.436955697122545,-0.82600026802934,3
RAB5C,1.58440705267011,0.11310111801431,0.436955697122545,0.0144427263366257,2
TNFSF9,1.58423423995703,0.113140424169169,0.436978077826362,0.124453277127949,3
ANKS1B,-1.58406960072196,0.113177881282039,0.436993305903613,0.0995090773383437,2
URI1,1.58364796294873,0.113273852748825,0.43714420826765,-0.0326567515044172,2
FXN,1.58360333019615,0.113284015625155,0.43714420826765,-0.240191037683894,2
ADAMTS20,1.58332939183777,0.113346407116256,0.43725556283694,0.518724959323882,3
ARHGEF6,1.58318086969716,0.113380245449729,0.437256734817812,0.00865734977625521,2
PLS1,-1.5829004976672,0.113444145308351,0.437261369996463,-0.369187247696479,3
NCALD,-1.58288132012082,0.113448517117726,0.437261369996463,-0.19565326188809,2
RRAS,-1.58244681090733,0.113547605582662,0.437366941166704,0.128909707438861,2
YJU2,-1.58216771041253,0.113611289523972,0.437366941166704,-0.398718884523529,3
ARHGAP28,-1.58216279374312,0.113612411640385,0.437366941166704,-0.348211603182346,2
CHCHD2,1.58212677606089,0.113620632111974,0.437366941166704,0.0416612438426552,2
ANXA2,1.58202605447664,0.113643622722049,0.437366941166704,-0.00769742617656429,2
LILRB2,1.58151757229631,0.113759744308357,0.437684658022033,-0.100326330704053,2
GPR157,1.58120162864998,0.113831943108258,0.437833246663295,0.15045243475615,2
MRPS18B,1.58081504082096,0.113920334453788,0.437898941841578,0.0535541246368969,2
GOLIM4,1.58072416089443,0.113941121531481,0.437898941841578,-0.260282664135122,2
ITGAX,1.58068633446658,0.11394977449716,0.437898941841578,-0.21241660922529,2
CXXC4,1.5801432238065,0.114074070559802,0.438247438429365,0.310834308122214,3
FANCI,-1.57992310537313,0.114124477153042,0.438311946273493,-0.751887613598921,3
JAG1,-1.57962977843814,0.114191675567679,0.438440888612183,-0.0705272906011478,2
MLLT11,-1.57937820829237,0.114249332707055,0.438533131930319,-0.162978199412448,3
VEGFC,-1.57849542820479,0.114451837605473,0.439181139063497,-0.0581673300049865,2
HLA-DRB5,1.57832430653185,0.1144911246432,0.439185050949048,0.528648872401438,3
CCDC28A,1.5781626487866,0.114528248649422,0.439185050949048,0.0670285070309505,2
PNO1,1.57784586398699,0.114601024386281,0.439185050949048,0.0979198900635049,2
CFTR,1.57776752062946,0.114619028006381,0.439185050949048,0.303904720181839,2
SYNE2,-1.57761485649363,0.114654117235593,0.439185050949048,-0.544498288508156,3
MRPL24,1.57761122699877,0.114654951563046,0.439185050949048,0.220796286644567,2
KRT38,1.57727650028023,0.114731917158999,0.439200631444976,0.353065313879162,2
SEPTIN2,1.57724478552168,0.114739211619475,0.439200631444976,-0.0590345435457135,2
MLXIP,1.57715410695009,0.114760069892862,0.439200631444976,-0.017374167662716,2
UGT2B15,-1.5765779867624,0.114892661224209,0.439579052142739,-0.541210784564303,2
TRIM34,1.57614634557667,0.114992080346661,0.439830371264333,0.106918259394089,3
JADE3,-1.57576672977316,0.115079572476955,0.440035937104696,-0.136695190257941,2
PAGR1,-1.57478961355379,0.115305014641051,0.440690831076513,-0.321444164374268,3
EPB41L4A-DT,1.57473148030828,0.115318438195649,0.440690831076513,0.927229015758894,3
TRGV9,-1.57444017621557,0.115385721767323,0.440818759485532,-0.162457694505916,2
SLC22A11,1.57342622344374,0.115620158899489,0.441585018128424,-0.0411646467994599,2
MC3R,1.57301486368351,0.115715376554754,0.441819266441417,-0.308485704272926,2
SLC11A1,-1.57246725703127,0.115842226985991,0.442174121097874,0.0608388522125037,2
KCNB2,1.57198320818137,0.115954445546393,0.442472934000414,0.683373895096391,3
DEAF1,1.57182719102623,0.115990633693622,0.442473245067318,0.353952836175243,3
HLA-DRB1,1.57146226874501,0.116075312002877,0.442473245067318,0.441075638115647,3
SEC14L1,1.57141403429124,0.116086508190052,0.442473245067318,0.0941611870334111,2
CNNM3,-1.57139784834824,0.116090265463248,0.442473245067318,0.170704842732985,2
GABRG3,1.57083821712208,0.116220232489262,0.442839161726326,0.333024016258699,2
ORMDL2,-1.57065583505975,0.116262613028205,0.442871227366276,-0.00030871689726458,2
