gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,cohort,disease
ERRFI1,-2.51835129561667,9.2102111998421,-9.98375456976899,1.22488603736916e-12,1.19181248389718e-09,18.6221723774422,GSE114007,OA
MTFP1,-2.50129333352778,2.71166515373684,-9.97536124328445,1.25591655822316e-12,1.19181248389718e-09,18.5981950195706,GSE114007,OA
TUBB4B,-2.00990455288333,6.10531544981579,-9.89692020183634,1.58741459102115e-12,1.44613469242027e-09,18.3736382176065,GSE114007,OA
GPT2,-1.89645374713889,5.59966985976316,-9.86008318075796,1.77247908836822e-12,1.55262350913794e-09,18.2678890070794,GSE114007,OA
DHRS3,-1.97730591996667,6.73231828736842,-9.70012512600866,2.86682976570118e-12,2.41822399680905e-09,17.8065240619725,GSE114007,OA
IER2,-2.58187972441111,5.64336638763158,-9.66258775003899,3.21076443702102e-12,2.61161285904121e-09,17.6977475463827,GSE114007,OA
MYO7A,-2.8744055323,3.0607961075,-9.60839093938714,3.78258254152866e-12,2.97063163390742e-09,17.5403564417581,GSE114007,OA
TYMP,2.28964365433889,3.0303944356579,9.56782557013545,4.27729826117147e-12,3.24718226327267e-09,17.422291072416,GSE114007,OA
HK2,-2.65243226879444,6.44617289986842,-9.41521557100135,6.80435969910498e-12,4.99900942410051e-09,16.9761334757024,GSE114007,OA
TNFSF15,5.46193424061667,0.245176109236842,9.30387009023475,9.56476080933352e-12,6.80741960726784e-09,16.6486511837453,GSE114007,OA
PIM3,-1.87966472007222,6.25353909613158,-9.25454907558287,1.11273300203973e-11,7.54099835415424e-09,16.5030678425555,GSE114007,OA
FEM1C,-1.11219836857778,6.06591336486842,-9.2507566789042,1.12576923838087e-11,7.54099835415424e-09,16.4918604052286,GSE114007,OA
TOB1,-2.82536824088333,6.20951462157895,-9.22283329747493,1.22664145278209e-11,7.98193116774631e-09,16.4092821687543,GSE114007,OA
BHLHE40,-2.39633406321111,9.21212231178947,-9.11983502154033,1.68475867792818e-11,1.0658438580504e-08,16.1038056670167,GSE114007,OA
KBTBD11,-1.77504631498333,4.97520344871053,-9.07040805482088,1.96277486715685e-11,1.20816750268912e-08,15.9567261519974,GSE114007,OA
CDKN1A,-2.9988279053,5.15997782752632,-9.0217318304006,2.28201601123463e-11,1.3677082804176e-08,15.8115746214293,GSE114007,OA
FAM84B,-1.97757930466667,3.11052107668421,-8.87235564330372,3.63009416066662e-11,2.06836584056018e-08,15.3642639439784,GSE114007,OA
CHPF2,1.56303326553889,5.84005723623684,8.87212579581542,3.63269521942513e-11,2.06836584056018e-08,15.3635735032815,GSE114007,OA
IRF2BP2,-1.26538778706667,7.42009839902632,-8.84693429239043,3.92951358618928e-11,2.18279687623076e-08,15.2878607445582,GSE114007,OA
SULF1,2.2327285016,6.6714487945,8.80075991537362,4.53881107636783e-11,2.46122433962565e-08,15.1488802093848,GSE114007,OA
THBS2,2.50244398253333,6.27823276244737,8.77105470138233,4.98049427673139e-11,2.63792458494319e-08,15.0593315515067,GSE114007,OA
GRIA2,4.92398491576667,1.58334313613158,8.75857120974448,5.17885932701887e-11,2.67178578853218e-08,15.0216668464361,GSE114007,OA
BCOR,-1.74065429412222,6.32127068321053,-8.75244868783275,5.27904985659486e-11,2.67178578853218e-08,15.0031872542198,GSE114007,OA
PPP1R15A,-2.20367347333889,5.44673004802632,-8.66815684639612,6.87560407264755e-11,3.3631623791107e-08,14.7483068132624,GSE114007,OA
ELMSAN1,-1.68288744427778,6.38951669794737,-8.66516721736846,6.94044486578279e-11,3.3631623791107e-08,14.7392510690578,GSE114007,OA
ST6GALNAC5,5.15094560205,1.26765359707895,8.65653797461102,7.13109084776502e-11,3.38355404287184e-08,14.7131066228021,GSE114007,OA
VEGFA,-2.5639846884,9.34812983902632,-8.64453563663221,7.40509937042362e-11,3.44185996247751e-08,14.6767277107385,GSE114007,OA
SNAPC1,-1.36811529423333,5.97191208265789,-8.59200546060754,8.73534560548346e-11,3.94254547798735e-08,14.5173074480099,GSE114007,OA
MXI1,-1.89504446008889,6.75962524678947,-8.58863478873155,8.82853213511987e-11,3.94254547798735e-08,14.5070668443433,GSE114007,OA
AKAP12,-1.82495157855,4.14036062118421,-8.57882080891357,9.10561635723711e-11,3.98808485646299e-08,14.4772428668666,GSE114007,OA
HMGB2,-1.80598663489445,5.67993274642105,-8.52127588910797,1.09168064037244e-10,4.69113709141175e-08,14.3021401512371,GSE114007,OA
SH3KBP1,1.44947047167222,4.26270400139474,8.50641116204663,1.14412315094938e-10,4.82544532645779e-08,14.256845557504,GSE114007,OA
ATF3,-3.93767654089445,2.79886657663158,-8.48408603259397,1.22771195738303e-10,5.02047043424337e-08,14.1887700416032,GSE114007,OA
PREX2,3.08131907862778,2.98404797021053,8.48235346282169,1.23445156670748e-10,5.02047043424337e-08,14.1834845433492,GSE114007,OA
POSTN,6.91909837453333,3.85743741460526,8.45751500872272,1.33528748719329e-10,5.33529342470653e-08,14.1076725685472,GSE114007,OA
COL1A1,5.16960036234445,7.15501493052632,8.44033729782654,1.40985642411301e-10,5.53611725158169e-08,14.0552012527344,GSE114007,OA
SLC38A3,-2.60053531883333,5.81207547494737,-8.42903312231826,1.46121102535848e-10,5.6405222207694e-08,14.0206529082074,GSE114007,OA
CTH,-2.06287647176667,3.84401774634211,-8.41162653660418,1.54401164661461e-10,5.86081087527462e-08,13.9674255975133,GSE114007,OA
EPDR1,2.69415832314445,2.00834186386842,8.39739180941921,1.61523842283216e-10,6.03066476721351e-08,13.923871864831,GSE114007,OA
CCNL1,-1.86219404094445,7.13913693063158,-8.38219293018008,1.6949605614239e-10,6.2262462558757e-08,13.8773428072031,GSE114007,OA
SKP2,1.41055667304444,3.11261307752632,8.35393909103171,1.85388280014076e-10,6.70193345606442e-08,13.7907787978428,GSE114007,OA
HTRA1,2.78974272933889,10.2145635651316,8.3372896496547,1.95450007334588e-10,6.86242040944267e-08,13.739726385118,GSE114007,OA
LRRC15,4.88609180912223,2.54067915473684,8.33663947866829,1.95853930456103e-10,6.86242040944267e-08,13.7377321286397,GSE114007,OA
SIAH2,-1.04548409032222,4.82396767234211,-8.31272599041043,2.11311349926287e-10,7.23101434157175e-08,13.6643500736451,GSE114007,OA
ASPM,4.38765469564444,0.830493366631579,8.31062999911172,2.12723583264679e-10,7.23101434157175e-08,13.6579151892429,GSE114007,OA
CEP95,-1.46011839098889,5.85044348171053,-8.29763886808271,2.2169197216739e-10,7.42505097957691e-08,13.6180203869462,GSE114007,OA
GRPEL1,-1.33881916936667,4.91519587657895,-8.28645612771647,2.29717389977974e-10,7.5823384880411e-08,13.583664094722,GSE114007,OA
SLC6A8,-1.79301378218889,5.41607704407895,-8.27644442489381,2.37151170882452e-10,7.71588273835407e-08,13.5528938563047,GSE114007,OA
C14orf119,1.41682236288333,3.64458404963158,8.26277270176609,2.47696750120348e-10,7.94548378026891e-08,13.5108570473931,GSE114007,OA
NXT1,-1.37986061136111,3.76125286807895,-8.22939210800028,2.75479284100219e-10,8.71394541025346e-08,13.4081351276069,GSE114007,OA
CCNJ,1.35742277998889,2.75452469021053,8.22082315758347,2.83105689717354e-10,8.72631620200508e-08,13.3817464247636,GSE114007,OA
CDKN1B,-1.29778978776111,6.32316461739474,-8.22034947596513,2.83533435323107e-10,8.72631620200508e-08,13.3802874562943,GSE114007,OA
ITPRIP,-2.45736148441111,5.78050546192105,-8.17871881291928,3.23794129865778e-10,9.83254841025745e-08,13.2519681204456,GSE114007,OA
BICD2,1.14455702159444,4.70856393347368,8.15309070158158,3.51402892891104e-10,1.05305274810459e-07,13.172881729331,GSE114007,OA
KLF4,-1.59573715118889,7.39180412986842,-8.0888333812628,4.31548931922472e-10,1.27643206812134e-07,12.9742838011169,GSE114007,OA
RNF39,-2.10144397844445,1.38498429389474,-8.06804839330166,4.6124194566611e-10,1.34225392949591e-07,12.9099521444238,GSE114007,OA
SOX9,-2.07239471881111,8.75613146107895,-8.06511885921818,4.65589727465103e-10,1.34225392949591e-07,12.9008813481132,GSE114007,OA
CDH2,4.61944832901111,-0.983194964394737,8.00290561025049,5.68353712926466e-10,1.61803197648753e-07,12.7080413410547,GSE114007,OA
THY1,4.48094130342222,3.68316936147368,7.96082842548161,6.50565227620268e-10,1.82921272333971e-07,12.5773944432018,GSE114007,OA
HERPUD1,-1.51456508279444,7.63808408218421,-7.93455509087395,7.07885298129204e-10,1.96610825181617e-07,12.4957280528427,GSE114007,OA
C10orf10,-2.36009996814445,8.04780360147368,-7.92150701224857,7.38219733302663e-10,2.0256571597552e-07,12.4551449283219,GSE114007,OA
C19orf35,-3.10957504773333,1.26469633465789,-7.90998811909483,7.66087655402138e-10,2.07710075616473e-07,12.4193041302586,GSE114007,OA
FAM210A,-1.45607767074445,5.03558199163158,-7.88000188040717,8.43716463809906e-10,2.23828546744572e-07,12.3259420215477,GSE114007,OA
CCNG2,-1.4293691351,5.99301252771053,-7.87945915078216,8.45192317015728e-10,2.23828546744572e-07,12.3242514319841,GSE114007,OA
PELO,-1.21273447745,5.76738868907895,-7.86720311277399,8.79222771567821e-10,2.30164351982266e-07,12.2860666244665,GSE114007,OA
EGLN3,-1.81311870796111,5.82203489742105,-7.82858980016596,9.95746388538305e-10,2.57705954533635e-07,12.1656694484849,GSE114007,OA
UBC,-1.61636251257778,9.92424682689474,-7.81707407121193,1.03342603231948e-09,2.6445256051771e-07,12.1297357912363,GSE114007,OA
LOC399715,-2.46261421465556,3.5491792745,-7.80333104559198,1.08028081257506e-09,2.73371061182189e-07,12.0868357762274,GSE114007,OA
NCK1,-1.19653143355,5.05915245492105,-7.78123117229377,1.16016327735006e-09,2.90359545512612e-07,12.0178121939895,GSE114007,OA
P4HA3,2.16620486317222,4.3971083745,7.75759557985804,1.2522042658189e-09,3.09988610369842e-07,11.9439421534986,GSE114007,OA
OPTC,-2.67119831226111,1.72932113755263,-7.74777884010215,1.29256487279856e-09,3.16539408365454e-07,11.9132461099605,GSE114007,OA
JUNB,-1.79486836705,8.33867020539474,-7.74146472647375,1.31921544296257e-09,3.19629060781624e-07,11.8934978097244,GSE114007,OA
SAP30,-1.66208826017222,5.01278647639474,-7.72216766874132,1.40414856866556e-09,3.36626143698507e-07,11.8331210523176,GSE114007,OA
AVPI1,-2.04040627272222,4.69307623094737,-7.6769243305996,1.62554483814158e-09,3.8564358009036e-07,11.6914323201606,GSE114007,OA
CEBPG,-1.52979606535,5.07392344113158,-7.66407230442214,1.69463106970253e-09,3.97888892912114e-07,11.6511504667189,GSE114007,OA
LONRF3,-2.71031897775556,2.64810265355263,-7.65318465636484,1.75546915742868e-09,4.07967449596307e-07,11.6170141877577,GSE114007,OA
DIO2,3.22210323367778,5.75695558742105,7.63511399274336,1.86134390260098e-09,4.26738089035325e-07,11.5603340476518,GSE114007,OA
GALNT7,1.34458956043889,4.70622553063158,7.63056339223108,1.88900531476945e-09,4.26738089035325e-07,11.5460562508934,GSE114007,OA
SIK1,-3.11705182641667,4.59118562881579,-7.63000142510502,1.89244992283503e-09,4.26738089035325e-07,11.5442929195264,GSE114007,OA
KLF11,-1.26839760652222,4.09939102657895,-7.60388709988405,2.05970128183344e-09,4.59898987193693e-07,11.4623219078879,GSE114007,OA
HERC5,-2.45882323558333,3.12286608892105,-7.59593466450695,2.11353470690279e-09,4.67337407278748e-07,11.437348217664,GSE114007,OA
RRAGD,-1.37909682941667,4.91722297963158,-7.58347935128441,2.20071422384045e-09,4.81935254307368e-07,11.3982230085263,GSE114007,OA
SMIM13,1.63534679456667,2.48729636857895,7.56786076428545,2.31517511258238e-09,5.02172506562511e-07,11.3491427341663,GSE114007,OA
PDGFC,2.01109208625556,5.17852825552632,7.55677780051362,2.40001823994407e-09,5.15664296365341e-07,11.3143029658652,GSE114007,OA
CSRNP1,-2.99988126445556,5.16028594802632,-7.54050056721675,2.53033831637552e-09,5.38583693041611e-07,11.2631163338911,GSE114007,OA
LOC100507217,-1.30133935523889,6.32474681376316,-7.53523629888724,2.57399329249244e-09,5.42802752189956e-07,11.2465572418663,GSE114007,OA
FAM166A,-3.67316364098333,0.634378186763158,-7.51155051007473,2.77999462886734e-09,5.80865850205998e-07,11.1720240717881,GSE114007,OA
CTSC,2.76959120171111,4.39782873873684,7.50722046594568,2.81941243515794e-09,5.83746529188382e-07,11.1583935970174,GSE114007,OA
TREM1,4.57269185912223,1.61901676813158,7.49839481676598,2.90150731539861e-09,5.90638758059167e-07,11.1306068012227,GSE114007,OA
SLC47A1,-1.81676674865556,4.80282259694737,-7.49807063796287,2.90456820648196e-09,5.90638758059167e-07,11.1295860329598,GSE114007,OA
MXD1,-1.05516347095556,4.83596190881579,-7.48812407833015,3.00008123178068e-09,6.0277097713781e-07,11.0982623970949,GSE114007,OA
PMS2CL,-1.13003956243889,3.00857768694737,-7.48637886960517,3.01716317864809e-09,6.0277097713781e-07,11.0927655827179,GSE114007,OA
MYLIP,-1.41664150688889,5.08862934778947,-7.46100734214642,3.27685592286127e-09,6.48959944723177e-07,11.0128266050098,GSE114007,OA
TMEM19,1.52628017651667,4.16703761839474,7.4322671794434,3.59834213998583e-09,7.05407641121589e-07,10.92221295422,GSE114007,OA
FAP,2.48421797838889,6.15469781213158,7.42552020224293,3.67830805606358e-09,7.05407641121589e-07,10.9009314199543,GSE114007,OA
MKNK2,-1.89443761392778,6.28935011039474,-7.42527825447648,3.68120865141141e-09,7.05407641121589e-07,10.9001681954598,GSE114007,OA
PHACTR3,3.34524683454445,-1.94838632673684,7.42489780944541,3.68577428291851e-09,7.05407641121589e-07,10.8989680721037,GSE114007,OA
STX11,-1.98385844856667,2.63124764210526,-7.36778017947018,4.44015605350348e-09,8.41402057521057e-07,10.7186645830787,GSE114007,OA
EXTL2,1.61021264726111,4.51261432455263,7.36571046118159,4.47023705642362e-09,8.41402057521057e-07,10.7121265101701,GSE114007,OA
H1FX,-1.71713661796667,5.84939450794737,-7.34264209577711,4.8197238654055e-09,8.99747631431232e-07,10.6392341083387,GSE114007,OA
GDE1,1.19883768598889,4.55383073976316,7.33802729149659,4.89287414950427e-09,9.05977306950892e-07,10.6246473935475,GSE114007,OA
PPP2R2A,-0.842891447350001,5.38810884544737,-7.32905510554559,5.03830857910757e-09,9.19497974358204e-07,10.5962832300896,GSE114007,OA
KLF9,-1.85405067950556,7.53106147394737,-7.32854898982353,5.04664091305271e-09,9.19497974358204e-07,10.5946830514328,GSE114007,OA
GPX8,1.26816742747778,6.048280266,7.30410268027954,5.4660674946221e-09,9.8801339039697e-07,10.5173697035576,GSE114007,OA
KDELC1,1.55695652242222,2.99724816705263,7.29899436142925,5.55805019126368e-09,9.96729079575041e-07,10.501208890738,GSE114007,OA
GLRB,2.16239188382778,2.06121582971053,7.28704517959903,5.77934347336182e-09,1.02831677817043e-06,10.4633989815193,GSE114007,OA
TGFBI,4.01805904790556,6.53043447789474,7.28339325336455,5.84872873137224e-09,1.03259532447289e-06,10.4518414709621,GSE114007,OA
PTPRU,-1.21233884338333,5.67111586786842,-7.27592381398838,5.99326741448412e-09,1.04997434896058e-06,10.4281995184345,GSE114007,OA
IER5,-2.07445104551111,5.94213448336842,-7.27192925775189,6.07203449632037e-09,1.05565332560074e-06,10.4155545332825,GSE114007,OA
ANGPTL4,-2.73619057453889,7.070934226,-7.26594765465726,6.19193572288052e-09,1.06834345521669e-06,10.3966173865862,GSE114007,OA
PDCD4,-0.982031635516667,7.27067268863158,-7.26132782240837,6.28616862550191e-09,1.07644729658501e-06,10.381989786201,GSE114007,OA
LIPA,1.84797241956111,3.02667469281579,7.25751886553784,6.36494621000847e-09,1.08180335770853e-06,10.3699285316924,GSE114007,OA
FAM98A,1.11160498808333,5.10378709605263,7.2464978413816,6.59852598282085e-09,1.113195772287e-06,10.3350243389253,GSE114007,OA
BHLHE41,-1.96538020607778,8.2530157425,-7.23665570864169,6.81440274681208e-09,1.1350507116072e-06,10.3038468172339,GSE114007,OA
ELF3,-3.02255743078333,1.91656806742105,-7.23605764269172,6.82774741998624e-09,1.1350507116072e-06,10.301952077469,GSE114007,OA
BNIP3L,-1.04821252311667,8.37671114852632,-7.23109016860214,6.93960797667856e-09,1.14528675122358e-06,10.2862136387395,GSE114007,OA
FOSL2,-2.26960338198333,6.76593638755263,-7.21432653748697,7.33089269501921e-09,1.1967138252171e-06,10.2330893340625,GSE114007,OA
NFIL3,-2.89296301582222,5.07878326563158,-7.21326898679653,7.35630891461664e-09,1.1967138252171e-06,10.229737310009,GSE114007,OA
TNFAIP6,4.56035259461667,4.00107228694737,7.20290765326629,7.61006148444567e-09,1.22921383197341e-06,10.1968920328186,GSE114007,OA
SASH1,-1.36918999652222,7.03996523726316,-7.19014968685431,7.93463926485429e-09,1.26422894352269e-06,10.1564398494154,GSE114007,OA
GTPBP1,-0.923322723811113,5.80217013278947,-7.19002577764614,7.93785900872645e-09,1.26422894352269e-06,10.1560469139491,GSE114007,OA
RORC,-1.8461351728,4.94181182205263,-7.18442811221492,8.0846917574886e-09,1.27867260261669e-06,10.1382948102204,GSE114007,OA
SLC2A3,-1.91330543323334,5.61533951873684,-7.17174151175044,8.42766866134144e-09,1.32372519835897e-06,10.0980538459368,GSE114007,OA
BEND5,-1.79741937846667,1.89010813497368,-7.15167350497038,9.00033811737503e-09,1.39834064625184e-06,10.0343787747827,GSE114007,OA
N4BP2L1,-1.57035794171667,4.24770311781579,-7.1501635344331,9.04497861075872e-09,1.39834064625184e-06,10.0295866700157,GSE114007,OA
NEAT1,-1.40506241070556,10.5639051436053,-7.14875195110437,9.08691177366725e-09,1.39834064625184e-06,10.0251066824831,GSE114007,OA
LYPLA1,1.12196779399445,3.88927858831579,7.12849103150587,9.71079156245262e-09,1.47445169627144e-06,9.96079036596469,GSE114007,OA
KLF2,-2.38455162555,4.60168010015789,-7.12848485669856,9.71098812033881e-09,1.47445169627144e-06,9.96077076079472,GSE114007,OA
GPRC5A,-2.08044978862222,5.09327565876316,-7.12129451835206,9.94260917786511e-09,1.49962201341641e-06,9.93793967752189,GSE114007,OA
ECM1,1.91399071986111,4.0017232771579,7.11301115844043,1.02163350748339e-08,1.52477742172921e-06,9.91163409731767,GSE114007,OA
NACC1,1.17149404742222,2.80207315821053,7.11220754416051,1.02432906926265e-08,1.52477742172921e-06,9.90908182811357,GSE114007,OA
MEX3D,2.84312744158333,1.25257245965789,7.10983163255469,1.03234048644707e-08,1.52672432330078e-06,9.90153573464759,GSE114007,OA
JOSD1,-0.741109893983334,5.40063171789474,-7.10535003612071,1.04762404841995e-08,1.53731441473508e-06,9.88730088915833,GSE114007,OA
EFEMP1,3.09166582036667,6.37626101086842,7.10312156832441,1.05530826814142e-08,1.53731441473508e-06,9.88022218441261,GSE114007,OA
GSE1,-1.42049220773333,5.09290605257895,-7.101840490189,1.05975131992715e-08,1.53731441473508e-06,9.87615271900908,GSE114007,OA
ZDHHC3,0.910725364366667,4.80409249697368,7.08871799575912,1.1063603532001e-08,1.59476943317293e-06,9.83446227400702,GSE114007,OA
ST3GAL5,-1.76838001836667,2.48860119371053,-7.05102556144411,1.25202371781734e-08,1.79338617442075e-06,9.71465677751451,GSE114007,OA
MPP2,-1.62148933189445,3.91773503260526,-7.0460483242806,1.27264801889472e-08,1.81153491439546e-06,9.69883054254135,GSE114007,OA
ST6GAL2,4.38323020065,-0.204061535,7.03944763929722,1.30052719936392e-08,1.8375895734634e-06,9.67784004478195,GSE114007,OA
IFNE,3.64089577711111,-0.912534111289474,7.03791475628399,1.30708896114631e-08,1.8375895734634e-06,9.67296505369633,GSE114007,OA
FNBP1,-1.09685677795556,4.70977355702632,-7.01997343132936,1.3864095179118e-08,1.92125906115879e-06,9.61589700159583,GSE114007,OA
GADD45A,-1.92915449866667,5.52254728768421,-7.01985398410253,1.38695350511094e-08,1.92125906115879e-06,9.61551700256848,GSE114007,OA
AMTN,5.28894931656667,1.30222913236842,7.01876758148397,1.39191106516444e-08,1.92125906115879e-06,9.61206077987614,GSE114007,OA
FOXP2,-1.09697145646111,4.38290550247368,-7.01018843254771,1.43169100311947e-08,1.96426280699073e-06,9.58476527962555,GSE114007,OA
FOXD2-AS1,-1.6024990043,3.15573896242105,-7.00034926517182,1.47872223690319e-08,2.01664065541737e-06,9.55345599270781,GSE114007,OA
ALDH1L1,-2.33946921718889,3.79762945789474,-6.98270860786417,1.56696665447217e-08,2.11746882650163e-06,9.49730859654618,GSE114007,OA
ISM1,1.78064643421667,7.31604929563158,6.98187790292065,1.57125019397926e-08,2.11746882650163e-06,9.49466419044974,GSE114007,OA
RLF,-1.10532957520556,6.90432985855263,-6.97954237997815,1.58335649741193e-08,2.12123201344451e-06,9.48722926191969,GSE114007,OA
TTC9,2.95760930788889,2.20561840344737,6.95921763671416,1.69274809055068e-08,2.25055817477422e-06,9.42251531544235,GSE114007,OA
ADAMTS14,2.90215974685556,1.15416344778947,6.95797934014752,1.69965315504354e-08,2.25055817477422e-06,9.41857189555505,GSE114007,OA
BTG2,-2.44473120447778,6.40389900034211,-6.95123457779654,1.7377636487368e-08,2.28772064161738e-06,9.39709148151569,GSE114007,OA
CECR5,-1.19218708502778,3.31154824342105,-6.94886423369558,1.75135992122855e-08,2.28981372932733e-06,9.38954197056436,GSE114007,OA
YTHDC1,-1.13551750297778,7.15855310323684,-6.9459529552876,1.76820532855935e-08,2.28981372932733e-06,9.38026920499034,GSE114007,OA
CD276,1.48820327643333,4.905350344,6.94415055761315,1.77871595936909e-08,2.28981372932733e-06,9.37452814240311,GSE114007,OA
ARHGEF2,-1.23706780435,6.73713548242105,-6.9440046023459,1.77956983574506e-08,2.28981372932733e-06,9.37406323326164,GSE114007,OA
LOC400940,4.13721831261111,0.231711528815789,6.94178398732475,1.79261192629786e-08,2.29363688884459e-06,9.3669898099399,GSE114007,OA
FUT4,1.47541621617222,5.41434152939474,6.9133100538158,1.96860787928233e-08,2.50220988878307e-06,9.27626897063206,GSE114007,OA
FRMD7,2.32786165922778,0.93774290818421,6.91174774198516,1.97875202125171e-08,2.50220988878307e-06,9.27129014517079,GSE114007,OA
SNHG1,-1.09555113052778,4.77395378360526,-6.90928885174494,1.99482413917769e-08,2.50220988878307e-06,9.26345383773634,GSE114007,OA
ARHGDIB,1.82002733838333,3.79868408113158,6.90723456654045,2.00835212407896e-08,2.50220988878307e-06,9.25690675587493,GSE114007,OA
PRSS23,3.00127005105,4.15296248034211,6.90690102897488,2.01055723226038e-08,2.50220988878307e-06,9.25584374048205,GSE114007,OA
SNHG15,-1.04806322091667,2.73784536463158,-6.88494822494658,2.16117113941704e-08,2.66096295322777e-06,9.18586655275987,GSE114007,OA
IGFBP1,4.47282588468889,-2.02699190821053,6.8849041400699,2.1614847260028e-08,2.66096295322777e-06,9.1857260042837,GSE114007,OA
KLF5,-1.80766313401111,3.56825926963158,-6.87546493864895,2.22969156067103e-08,2.72149967071931e-06,9.15563050764378,GSE114007,OA
GEMIN4,-0.820280123333333,4.66933095863158,-6.87480267970368,2.23455735861475e-08,2.72149967071931e-06,9.1535188396838,GSE114007,OA
PROSER2,-1.29210679186111,3.13152139886842,-6.87190335007942,2.2559853823135e-08,2.72500558226706e-06,9.1442738497882,GSE114007,OA
COL1A2,3.44191705052222,10.0026756180263,6.87117969749503,2.2613657740877e-08,2.72500558226706e-06,9.14196630476734,GSE114007,OA
SHC4,3.17353341080556,3.30996210397368,6.86024424046816,2.34425809597144e-08,2.81002516503945e-06,9.10709302042196,GSE114007,OA
NT5E,1.65405678621111,7.6381123246579,6.84285113864775,2.48243302986541e-08,2.96007394006203e-06,9.05161527308398,GSE114007,OA
STC2,-2.65566829304445,8.56785061821053,-6.82488784235795,2.63372987598643e-08,3.12412489195786e-06,8.99430499490739,GSE114007,OA
KIAA1683,-2.48983000932222,3.43701284471053,-6.80717124368606,2.79201714698198e-08,3.29472489753961e-06,8.93776840339832,GSE114007,OA
PDK1,-1.60265116077222,7.23837427528947,-6.80080404619771,2.85120839751166e-08,3.34527931238269e-06,8.91744645085221,GSE114007,OA
DNM3OS,1.23577073621111,6.12920088552632,6.79942062492876,2.86423475703457e-08,3.34527931238269e-06,8.91303081663795,GSE114007,OA
HES1,-2.32807520321111,6.41013828607895,-6.79450217630158,2.91103280837841e-08,3.3825904189193e-06,8.89733137657507,GSE114007,OA
C7orf73,1.46599984028889,5.34595467992105,6.79070402598178,2.94769606975631e-08,3.40780598927411e-06,8.88520720484997,GSE114007,OA
L3MBTL4,-2.0918492013,2.8661369646579,-6.78137615303913,3.03971664540517e-08,3.49644174742943e-06,8.85542902240114,GSE114007,OA
FHDC1,-1.69310169993333,4.01601126797368,-6.77536910201364,3.10049792084124e-08,3.53409681929056e-06,8.83625037114778,GSE114007,OA
