gene,meta_Z_OA,meta_P_OA,meta_FDR_OA,mean_logFC_OA,meta_Z_OP,meta_P_OP,meta_FDR_OP,mean_logFC_OP,same_direction,shared_score
INPP1,-3.92011055385587,8.85083571747232e-05,0.00189320252317101,-0.383922266407873,1.53634733898688,0.124453214959283,0.454737684276303,0.00854071469704148,FALSE,4.95800960014584
WWC3,3.66657756992164,0.000245818375014454,0.00403545605912786,0.236470223240959,2.0024049209136,0.045241199665786,0.299617929777273,0.284104051605515,TRUE,4.95385154392314
POLR1E,-3.53375703480899,0.000409697509076542,0.00577748367238225,-0.29394738032311,2.20111202566687,0.0277280941584649,0.238960092354411,0.282924350630908,FALSE,4.94461665636945
FOSL2,-4.28215797353112,1.85089499358435e-05,0.000524151791813887,-1.13950079423381,0.499860369117127,0.617173399268615,0.854099336984024,0.178323766555111,FALSE,4.94221101997109
RBM12,-3.587449835606,0.000333927950735898,0.00494799687770805,-0.266021595498773,-2.11577857711473,0.0343636439362348,0.263414199461826,-0.139245225189719,TRUE,4.94024801733615
ACLY,1.05330130658989,0.292202920282047,0.523358637852208,0.137114883732373,-4.10969714432114,3.96178363396867e-05,0.0138555625224879,-0.189159613736666,FALSE,4.9364246944315
RARB,3.98557397726883,6.7317199399834e-05,0.00151808014178916,0.497386384582115,-1.35991248765653,0.173857618786582,0.517682003050524,-0.0575182739702422,FALSE,4.93168023320715
WDR6,-2.54166486869724,0.011032590049227,0.0632223011733422,-0.104459983873071,-3.2734656522383,0.00106237301528374,0.0626800079017408,-0.276573640001612,TRUE,4.9310454882028
IFT74,-4.18472379787752,2.85513039712143e-05,0.000759633461815411,-0.184268710084322,0.816758104436286,0.414066678792157,0.737000237566066,-0.39308676115159,FALSE,4.92730376932406
KLF10,-4.30799156982161,1.6474366263696e-05,0.000481787454020805,-0.658801137196493,-0.352987328686567,0.724097940110039,0.906178702659778,0.0435698589005753,TRUE,4.92339397084715
RARRES2,-3.93894484108152,8.18407410391902e-05,0.00178234613851882,-0.0161266734652905,-1.44707190444626,0.147876785938685,0.484579767310537,0.171513238564108,TRUE,4.91713044416156
AACS,3.79229102917497,0.000149263841047615,0.00274684225552722,0.288885689489839,-1.7418017161833,0.0815431463114673,0.379917285185049,-0.128732787514249,FALSE,4.91465792222427
SLC4A5,-4.08867992533312,4.33834976671688e-05,0.0010437161287322,-0.329569631317791,1.07707085928038,0.281448610508324,0.628891577362888,0.176757255031433,FALSE,4.91327632827167
METAP1,4.33664737605396,1.44672437736721e-05,0.000430510102598364,0.341325822703009,0.18985052124594,0.84942626553015,0.951926865169542,0.0156988195893767,TRUE,4.91048851469801
PPP1R15A,-4.27372874619086,1.92230876639867e-05,0.000537947650120168,-0.635383263932998,0.466699055684814,0.640715205469739,0.86644737234183,0.947241318465656,FALSE,4.90951182271608
YTHDF2,-0.752932660689132,0.451490380488466,0.668448340191393,0.0542632027070324,-4.1944126349701,2.73579567421797e-05,0.0121151211647699,-0.264913367147323,TRUE,4.90826783986707
POLG,3.97350893688935,7.08214996377461e-05,0.00158060710555152,0.384838873746819,-1.35577539145497,0.175170643356722,0.519692837025779,0.0897157966049758,FALSE,4.90637355631512
HEMK1,-3.09666876100923,0.00195708426616668,0.0185442317922215,-0.196995113484971,2.72953278869514,0.00634241415480801,0.123853145300806,0.229977881351624,FALSE,4.90613587680873
CAMLG,-4.15698643281795,3.22473133085437e-05,0.000829370186568782,-0.340127179347592,-0.856212665206876,0.391880158308939,0.720771647394152,-0.0438711440808634,TRUE,4.89835318803437
SERPINF1,3.25819605827362,0.00112122913203693,0.012457413627299,1.27476046394631,2.53120337127676,0.0113671918887407,0.159201734733932,0.589516963799812,TRUE,4.89465243547445
HSF4,-4.30382856460669,1.67871582343612e-05,0.000487459363568737,-0.593870470265134,0.293188890624513,0.769377775172077,0.923064435888354,0.162779202033443,FALSE,4.88888317913477
FLRT3,2.87989868202151,0.00397802986579637,0.0309141572736205,0.448090069798708,-2.94276892612033,0.0032529111965587,0.0975050783722505,-0.440465650626021,FALSE,4.88805975331062
TRAP1,-1.20336020997143,0.228836958590738,0.455665724226659,-0.105536943925896,4.02637948733213,5.66422485757442e-05,0.0160556147647637,0.396996159691011,FALSE,4.88733334737378
ZNF33B,-3.80415493985422,0.000142289102640096,0.00264545075166664,-0.293456660046858,1.68829043116202,0.0913554911661247,0.398237916934361,-0.546343109326649,FALSE,4.88609370263526
TMEM140,-3.03430834281361,0.00241087884800681,0.0216838578819064,-0.242176207956758,2.78257131157048,0.00539300120751363,0.115277347791252,0.127195151075264,FALSE,4.88599409580389
CACYBP,4.16643147957307,3.0940483357488e-05,0.000809321040912083,0.224149038214499,-0.801651797084159,0.422754406322145,0.742896860382002,-0.105145066496028,FALSE,4.88338476306503
FADS2,2.48272599344695,0.0130381335056774,0.0709868538953263,0.40646474487262,-3.28552333634895,0.00101793109862659,0.0619458618121216,-0.285279932236227,FALSE,4.87706619363913
ITGA6,1.49103541169451,0.135952197981637,0.332485074709175,0.288608642355612,-3.88941836414722,0.000100484762843525,0.021479029880602,-0.595735121156176,FALSE,4.86451355478595
HMGB3,4.1502144969402,3.32163852427548e-05,0.00084823497255848,0.558177803774201,-0.816443127586241,0.414246738680244,0.737000237566066,-0.271123442967562,FALSE,4.8613885332512
CNTN5,1.91029746188978,0.0560949243947256,0.187712940926836,-0.0288228194643884,-3.66626726656718,0.000246116701263631,0.0372310544611458,-0.543557149814898,FALSE,4.85993534744212
PGRMC1,4.03719804937949,5.40934009353012e-05,0.00126202357862446,0.451944668211028,1.13579837343134,0.256040957979952,0.605604136506719,0.0807630405921049,TRUE,4.85854626949343
ATIC,4.10613824321536,4.02328752366195e-05,0.000987417885043785,0.187733130610565,0.927701122922425,0.353562625828404,0.68972218404796,0.0783202438888885,TRUE,4.84695257888288
PPFIA4,-4.12871213717312,3.64800774935852e-05,0.000910064196502787,-0.716417862050787,-0.845753955371685,0.397690016723679,0.72437442920022,-0.334733697200842,TRUE,4.83839955882456
TMC5,3.19146176484815,0.00141554845362588,0.0145765056206547,0.48283375879215,2.566053302493,0.0102863019958505,0.152396497982841,0.0415934989486535,TRUE,4.83681598969067
NENF,-1.4798160385651,0.138922347250179,0.337373919738407,0.04577891775382,3.87876210194113,0.000104989366120563,0.0217294657912067,0.187632332830184,FALSE,4.83608257375224
ZHX2,-4.25705856776437,2.0713410663856e-05,0.000573708364079417,-0.563492066394645,-0.365672930875925,0.714609147268346,0.903086445764304,-0.197051521595776,TRUE,4.82967981338583
SART3,-3.88486099330118,0.000102388453750505,0.00210666681411991,-0.220690329919236,1.45625518545043,0.145322089098431,0.481585249435344,0.0224038368406954,FALSE,4.8274173830808
PROCR,3.12052960627603,0.00180526149994959,0.0175521464648564,0.0702489511680152,-2.63722733095605,0.00835867943553099,0.138486430952844,-0.441720953152849,FALSE,4.82132220988066
ZMIZ1,-3.36282298842242,0.000771498160156475,0.00944966693417444,-0.32111065378238,-2.33294971436089,0.0196507846918961,0.205639311073542,-0.198391170717872,TRUE,4.81928520805745
ECE1,-2.67734466801774,0.00742082527757259,0.0476290877292568,-0.462651416601953,-3.08346514630372,0.00204605075470866,0.078235940735033,-0.0184931708221098,TRUE,4.8186313910034
ZBTB16,-2.48564155091851,0.0129318146879062,0.0706930477018031,-0.732944552878763,3.24281884808286,0.00118353436222234,0.0645680273694193,0.673439566460384,FALSE,4.81515965586319
ZNF304,3.29527215259944,0.000983264035442342,0.0113595915624045,0.337305583040536,-2.41833738794808,0.0155916126794336,0.185813349053443,-0.359118207783366,FALSE,4.81443880793326
VGLL4,-4.15323960455986,3.27801187353616e-05,0.000839077826017479,-0.66129067723968,-0.718494673656235,0.472452330881512,0.777606836330068,0.167648509594593,TRUE,4.81003148171412
MAPKAPK3,4.22460972287748,2.39355213841436e-05,0.000652907833311918,0.274432451624542,-0.453179786597389,0.650419286433452,0.871167353983171,0.164296376255668,FALSE,4.80776369729153
DEF6,-3.61093316846616,0.000305097279920907,0.00470808688243662,-0.311098357616768,-1.94887158589678,0.0513107621088098,0.315367633953182,0.23383484666888,TRUE,4.80535319907533
HIRA,0.475878924470247,0.634160637733428,0.798310583439087,0.19001118121688,-4.215430115566,2.49302585904006e-05,0.0116094872057226,-0.693736355990977,FALSE,4.80107393480401
NTN1,4.06542822014539,4.79443491171115e-05,0.00113636606326023,0.368097310159332,0.973545667590108,0.330282174752428,0.670384383031897,-0.191132211765242,TRUE,4.80037743733346
PHF21A,-4.29171744423393,1.77296466692397e-05,0.000510708382189673,-0.612327253845444,0.128720473938097,0.897578834324773,0.969944040354581,-0.0559936675019532,FALSE,4.7982273162869
EIF3D,-2.59687602300338,0.00940758726476592,0.0564246294469747,-0.297641428832409,3.13763798548441,0.00170315087421479,0.0721836774223353,0.150790179593391,FALSE,4.79526862267939
TLK1,-3.15609087520951,0.00159899033622176,0.0160523174831481,-0.208947757164626,-2.57095966927883,0.0101417136859342,0.151778316892508,-0.186056470801564,TRUE,4.79004281530654
IRAK1,4.1805366838509,2.90821888031163e-05,0.000769965204537406,0.442151684907199,0.585051770681538,0.558512906753601,0.826987257683421,-0.0109692851279538,TRUE,4.78933969668149
TTTY15,-2.51452369263375,0.0119193293531351,0.0665044399135152,-0.703827422340732,-3.20148609214485,0.00136720675085507,0.06463986554139,-0.404242563040566,TRUE,4.78791398556538
RARA,-4.19515172530045,2.72688989346774e-05,0.000732827245664799,-1.20163892470708,-0.492372999478527,0.622455683147202,0.85595862186842,0.174805491119641,TRUE,4.7702239611833
CRBN,-4.14464206298453,3.4034490849996e-05,0.000865036635674486,-0.263080953106298,0.676125714823117,0.498960831435473,0.794377323698062,0.000590282367748785,FALSE,4.77001428725654
GHR,-3.13146732285665,0.00173935141235818,0.0170804308693573,-0.191128773741724,-2.5795190678828,0.00989379962772527,0.15062658430301,-0.478554094555179,TRUE,4.76424955517192
ACAA2,-2.91973169916704,0.00350332858424165,0.0282199518023701,-0.128528835321293,2.80827652146782,0.00498074386246912,0.111021820197247,0.161108798132716,FALSE,4.75822491894738
NCALD,3.77832870532417,0.000157884394952399,0.00284810427736559,0.703930365343567,-1.58288132012082,0.113448517117726,0.437261369996463,-0.19565326188809,FALSE,4.74686196925296
NPTN,3.51592606213457,0.000438223004946098,0.00609225855782207,0.372487598803294,-2.04379858091378,0.0409734494276298,0.285616376624401,-0.251495841407444,FALSE,4.74580230006471
ZNF652,-2.53794564798159,0.0111505300295809,0.0636281169463985,-0.0472643911502514,-3.15095070665392,0.00162739953393409,0.0702637831886312,-0.231366853440948,TRUE,4.74121030107674
CLEC2D,-2.98888390492855,0.00279998499336525,0.0240424784565432,-0.200947278846562,-2.71184894030254,0.00669090768174899,0.125670039602629,-0.538986666386192,TRUE,4.72735925855739
CD72,-4.16428165782438,3.12334356034957e-05,0.000811018200454233,-0.315528033919894,-0.522894561941409,0.60104762913501,0.847066755204496,-0.163739890752034,TRUE,4.72647135339043
FXN,3.76435765970461,0.000166977748639415,0.00298157290198356,0.380152611852746,1.58360333019615,0.113284015625155,0.43714420826765,-0.240191037683894,TRUE,4.7231727636004
C14orf93,-2.88457209548728,0.00391946002525156,0.030591045659514,-0.329080622014434,2.81762531552974,0.00483802309839055,0.109938745011177,0.0398779499565134,FALSE,4.72210582308087
MPI,-2.89492557832185,0.00379248434731035,0.0298371565328816,-0.300389991230546,2.80658706835127,0.00500693793065759,0.111021820197247,0.397679175133541,FALSE,4.72150399536941
BBS4,-3.70503910835447,0.000211358119560359,0.003601088970806,-0.204584328086134,-1.68783124405319,0.0914436281059536,0.398240970899642,-0.107970966080421,TRUE,4.71382761485991
STMN4,-0.78929803302205,0.429937836006743,0.650355483061873,0.0721445370659008,4.07999767837049,4.50361505726509e-05,0.0143225943247999,0.187432478989552,FALSE,4.71303307132304
TBC1D17,-3.766430959159,0.000165597849496688,0.00296648087937516,-0.40876576149509,1.56322244564998,0.118000282439793,0.445714276573714,0.631741610605256,FALSE,4.70906226057912
FEM1C,-4.1647805941951,3.11652125237606e-05,0.000811018200454233,-0.613966460791705,-0.474380273089241,0.635228757773663,0.862966010899229,-0.0201513854109489,TRUE,4.70339975615691
CA5B,3.88746266353345,0.000101297562895006,0.00209219172923873,0.432968490813842,1.2946011883218,0.195457842246645,0.542134610732611,-0.0845891134310944,TRUE,4.70334790307436
KLF15,-3.98345123250182,6.79216147345251e-05,0.00152534154337285,-0.69742383744232,1.05438528508432,0.291706556470238,0.640515524877485,-0.398971484019458,FALSE,4.7030458073975
IFT88,-4.13830217202704,3.49885371231287e-05,0.00088099342192083,-0.251087330838263,-0.570454998473446,0.568369136028044,0.832859938619289,-0.158297109423477,TRUE,4.70144372852803
DTL,3.4007574619326,0.000671994214989857,0.00844055989572144,0.688313260416461,-2.17482979098006,0.0296428737465143,0.246974016853207,-0.385718028579534,FALSE,4.70071416135747
MZF1,-3.95815144746008,7.55320623018021e-05,0.00166835095545026,-0.278890173375729,-1.11230490769132,0.266007074485578,0.61475828504386,-0.284193771405652,TRUE,4.69697547042057
PTGER2,3.26476753582689,0.00109553948139768,0.0122759517407239,0.33160739685833,-2.35178458668867,0.018683591391828,0.199867509562285,-0.050053024598523,FALSE,4.68891160583449
EMG1,-3.90111156380491,9.57520075496332e-05,0.00200459614376917,-0.136119092026627,1.23999439547903,0.214977467126114,0.566624458026561,-0.114171504418209,FALSE,4.68645917008323
GRPEL1,-3.35836257443832,0.000784056966514829,0.0095591234224528,-0.397277703464361,2.22047716338171,0.0263863941867228,0.234452948845191,0.25663532586171,FALSE,4.68427233594753
TARBP1,2.28359794273632,0.0223951708061338,0.101261044390062,0.509644816280568,3.30897559729573,0.00093637998165654,0.0595916116651729,0.193785970520093,TRUE,4.678393500293
ITK,3.25165532440866,0.00114735065925128,0.0126080181294326,0.535203703854003,-2.35419728307865,0.0185627562910159,0.199702788183627,-0.215667531088731,FALSE,4.67166136759201
AGPS,3.76028677195927,0.000169718685760729,0.00300511451404703,0.469499293537529,-1.52998097595778,0.126021437933554,0.457703961015772,-0.366755281587578,FALSE,4.66982590920245
MRPL49,-4.10568357983599,4.03120984358738e-05,0.000987417885043785,-0.293620901621158,0.627047966732094,0.53062779340279,0.813226974726423,0.210906455633634,FALSE,4.66977460030547
VPS37B,-4.18388910586142,2.8656393955654e-05,0.000760556185525735,-0.565969367058674,0.320623800506451,0.748495498909667,0.91561235950405,0.234006245442024,FALSE,4.66858926791243
PIGQ,0.661207487705188,0.50847926001911,0.714809079480274,0.137007042727538,4.09342377444524,4.25049851138518e-05,0.0138555625224879,0.48940184289202,TRUE,4.66528688807896
YIF1A,3.53311406314934,0.000410695237763754,0.00578400255322565,0.395358046967795,1.93299687067434,0.0532365833007511,0.317159751536577,0.218943309687514,TRUE,4.66027015812115
CARHSP1,-3.69373218754312,0.000220986542170965,0.00372983848207932,-0.489980538633271,-1.6491747434156,0.0991118406231496,0.409869739893831,-0.0103005924143688,TRUE,4.65950863197933
MYOC,-3.90447751283432,9.44291714482419e-05,0.00199223419918732,-1.18102334997935,1.19382020266908,0.232548307183371,0.584451533629906,0.206213594477458,FALSE,4.65838063848842
RRN3,-3.73766150648581,0.000185739776539682,0.00323606623577684,-0.439338679561504,-1.56090841133522,0.118545362402271,0.446195078807069,-0.275627427731301,TRUE,4.65721051261137
IL27RA,3.6322757457829,0.000280932687087735,0.0044301239210536,0.543290782562321,-1.75921548737668,0.0785409146853731,0.373044086127428,-0.156586530429838,FALSE,4.65630177206933
CCT5,3.14670106221452,0.00165123688510976,0.0163639090210602,0.394469665247364,2.47017491130456,0.0135047002492154,0.17192301251227,-0.00865435146503508,TRUE,4.65170566971679
CCND2,2.35092912370763,0.0187266005070821,0.0898396213815237,0.519477659719057,-3.23409250114819,0.00122029925111163,0.06463986554139,-0.645536643515843,FALSE,4.64107470943068
STK4,-3.1948751670657,0.00139891334438208,0.0144712608732842,0.0311468762046791,-2.40012348169711,0.0163895420394297,0.189104439532708,-0.011845729777508,TRUE,4.63964236844719
ZNF124,4.10145414391138,4.10561876520425e-05,0.00100336864031078,0.420531569723497,-0.584673040364715,0.558767585011155,0.826990045947011,-0.262353166090947,FALSE,4.63939017624253
HSPH1,4.02690484895372,5.65158895387621e-05,0.00131287019096281,0.401139257121781,0.824294069235035,0.409772487656206,0.734853587347717,-0.141505107524045,TRUE,4.63528663609774
SREBF1,-3.29228144296288,0.000993781061739117,0.011444374231243,-0.429728350164175,2.26170323032928,0.0237157450239716,0.224924241548268,0.241115815793953,FALSE,4.62767251131276
DNAJC15,4.00856705785155,6.10882930547403e-05,0.00140399093952618,0.473711805954368,-0.855634498831991,0.392199981312078,0.720774567488116,-0.07994561858434,FALSE,4.62053444123178
REM1,-3.89198611974868,9.94269345222563e-05,0.00206540335905656,-0.260550539790331,-1.17012572090606,0.241950379065166,0.593340820916776,0.0939061988052232,TRUE,4.61876964345559
HSD17B14,-3.57903686349029,0.000344862825542275,0.00504770764431931,-0.361408006843326,1.81300236543043,0.0698314564881903,0.35749209310935,0.381658356481006,FALSE,4.61830251754533
CNN3,-4.21052850097428,2.54773978214976e-05,0.000691474500672908,-0.207624969514475,-0.0684012587502979,0.945466219841154,0.984956010427769,-0.215786755399098,TRUE,4.61819891476049
TMEM45A,4.18966836119113,2.79362443579696e-05,0.000746948790977196,0.329357113729397,-0.14680301613925,0.883287503945269,0.96521618441257,0.039207725224756,FALSE,4.607729892765
RIPK1,3.75809732172907,0.00017121029356661,0.00302191763252699,0.3281562486326,-1.45965566899634,0.144384731270928,0.48096992035334,-0.116382805486808,FALSE,4.60694885917667
LHPP,-1.72675539381141,0.0842116025925928,0.244071298954974,0.194320138051548,3.61904766238808,0.000295689179929691,0.0385549121710324,0.502717624082527,FALSE,4.60379263490503
YWHAB,3.63792401131295,0.000274844483195746,0.00435957431348083,0.31527233372904,-1.69019493424274,0.0909906672153913,0.397982049077231,-0.299596693466473,FALSE,4.60191612633643
SMCP,1.50690619133904,0.131834704245035,0.324909531201202,0.255095553582452,3.7323548616801,0.000189698002068901,0.0338831814928274,0.198667247633893,TRUE,4.60190749390674
PGLYRP1,2.77636618369997,0.00549702581510439,0.0388036109712147,0.329321568313624,-2.83515881250734,0.00458029102873086,0.107802192641916,-0.367798700726916,FALSE,4.59897914982677
TFAM,-2.80213792574198,0.00507651649150959,0.0367858743212208,-0.0511580866118067,-2.80923872481165,0.00496588086066144,0.111021820197247,-0.219354252080873,TRUE,4.598437902702
LPIN1,-3.11025561050293,0.00186925507464146,0.0180122152687574,-0.497646309184763,2.46954548646231,0.0135284818090647,0.171927752737226,-0.160097204981603,FALSE,4.59708236964765
SNN,-4.1543087933605,3.26272315708822e-05,0.000837148112657173,-0.280335841596621,0.284699913986024,0.775874056549396,0.927279727162931,0.00989029213120638,FALSE,4.59662854435049
TACC2,2.7380123740816,0.00618117501348319,0.0419140316984592,0.0985184037480224,-2.87020329728617,0.00410207968585776,0.106146828856066,-0.438359093881184,FALSE,4.59592486704367
NR3C2,-3.84617210087917,0.000119977506550597,0.00234357509178942,-0.276094649357416,-1.24926236017024,0.211569130055018,0.562072104072407,-0.77570541324681,TRUE,4.59544786779391
MACROD1,-2.7341491911141,0.00625416997233086,0.0421806942365022,-0.470833059717963,2.87330164750078,0.00406206064050199,0.106146828856066,0.486333447258213,FALSE,4.59508391743482
HMOX1,-1.90531749999257,0.0567388120108374,0.189164397327489,-0.101321561000039,-3.50919698658554,0.000449461881153494,0.0420536462261018,-0.267061673786117,TRUE,4.59342689650982
STC1,-3.0626994365051,0.00219350254916034,0.0201824655332453,-0.684444212240259,2.52110872201059,0.0116985700144756,0.160711368704341,0.37077742185967,FALSE,4.5907290779443
HAPLN2,-2.11434742091685,0.0344856049123242,0.1354798500921,-0.267048442445072,3.37248266320596,0.000744937761489356,0.0508546778641869,0.226136804045493,FALSE,4.59024216207865
MID1,3.38757610715635,0.000705131507833771,0.00877662468975774,0.529649281508362,2.08982415797849,0.0366335984148738,0.270146128767569,0.26121159201357,TRUE,4.58785029875663
YTHDC1,-3.59333573364698,0.000326471494662849,0.00489483770164157,-0.423526226157379,1.74209515482462,0.0814917952792613,0.37989686043843,0.168078601654979,FALSE,4.57504084696577
ANXA2P3,2.98683305311215,0.00281883609580976,0.0241177147068023,0.669883984761887,2.59560407163904,0.00944248023385881,0.146445595415517,0.13497724434909,TRUE,4.57484409152099
EIF4A3,-3.24703530028031,0.001166139251216,0.0127396818287307,-0.368770028790346,2.27280507242013,0.0230379292410854,0.220934984347139,0.0822989335034356,FALSE,4.57080614638792
TRPM6,1.55429149635617,0.120114900996287,0.306081896806297,0.332035839928463,3.68840391884117,0.000225665210559097,0.036326526919507,0.0183764275466907,TRUE,4.56693850065468
SUPV3L1,-3.71535308611293,0.00020292013902482,0.00347927514562874,-0.2553174561519,1.49575944706324,0.134716352624539,0.470735692801933,-0.0533854072724854,FALSE,4.5632545327937
SOX15,-3.11654174897054,0.00182985768599444,0.0176957231191692,-0.129426021910145,2.43354385868904,0.0149518239040648,0.182032522768535,0.173804935938783,FALSE,4.56288851198219
TNK1,-2.57304879288738,0.0100806994802521,0.0596994055842564,-0.305570712988995,2.99756489507409,0.0027214591050151,0.0905232277303365,0.304370133500977,FALSE,4.56170751937053
SRGN,3.21176740273654,0.00131921135906209,0.0138754830580221,0.542978428966206,2.31064641782432,0.0208523931158377,0.210341273662416,-0.0060745945737397,TRUE,4.56052971406963
DOCK9,3.62000755992433,0.000294594408508542,0.00459856763108275,0.40410775122501,-1.67709038827935,0.0935248080529994,0.401318619957738,-0.610167704129331,FALSE,4.55984867491594
COL5A2,3.37533925068668,0.0007372474783051,0.00911612293379254,0.875377321393702,-2.0786353355671,0.0376508806060198,0.274569257394794,-0.216479658956167,FALSE,4.55661156599362
LETMD1,-2.78084432010846,0.00542177302741986,0.0384796269659588,-0.36530482404685,2.7982521094425,0.0051379991549359,0.112030720704363,0.191097965707485,FALSE,4.5550646388162
C11orf71,-4.01447028461106,5.95794488578146e-05,0.00137810965002594,-0.275318674061748,0.717733852579434,0.472921405943511,0.777606836330068,0.215540297344471,FALSE,4.55011454653663
ZNF468,3.49011066002613,0.000482820573906725,0.00658513616078339,0.378743807288355,-1.88136292027201,0.0599225672521501,0.331916038403052,-0.542856551455201,FALSE,4.53862382057
BAG4,-1.83366908819309,0.0667031298570159,0.211072376199128,0.0857763465028281,-3.515903665616,0.000438259972506693,0.041711472857772,-0.261041324630041,TRUE,4.53412198040549
TCEAL2,-3.79228357792794,0.000149268321051146,0.00274684225552722,-0.211201642736812,-1.2918744588,0.196400624185734,0.542879933338103,-0.245323936828056,TRUE,4.53288948834188
ZNHIT3,-3.68982790538837,0.000224405808249502,0.00376402413153901,-0.21388638391158,1.5090817052252,0.131277904188982,0.465390602250186,0.0307865856026217,FALSE,4.53077427179172
UBE2L6,2.81217012567667,0.0049208468888756,0.0359155324956988,0.325592349828495,2.74818697580172,0.00599258248689131,0.121899037514159,0.474393014555592,TRUE,4.53034612700048
PCSK1N,1.76497877038667,0.0775673337371262,0.232036094995413,0.458033945519235,3.55231104037993,0.000381863176687606,0.0395167774669023,0.0685778459658164,TRUE,4.5284133554371
TBCCD1,2.8361446361336,0.00456617619838495,0.0342051562378323,0.321271614438981,-2.71910961187559,0.00654579124894895,0.125147466415022,-0.185725988099971,FALSE,4.52448518292412
RAB3IL1,-4.1461550158011,3.38104968036493e-05,0.000861370251115612,-0.308975003964308,0.13538039880853,0.892311120935723,0.968230948855495,0.269256356303389,FALSE,4.52043214210216
RND1,-3.54848705351212,0.000387451044927778,0.00555072438635259,-1.30669218898295,-1.7622663776532,0.0780243017772115,0.372221340067253,-0.454538451408547,TRUE,4.51955327256191
RPN2,3.01700586051528,0.00255284876334571,0.0226031740505413,0.45695274524331,2.5158512152309,0.0118745299485172,0.161283329165329,-0.0115605867176565,TRUE,4.51835848588601
DMTF1,-2.38534611616371,0.0170630593271754,0.0845283046330248,-0.254474557275501,3.12477297951946,0.0017794233140195,0.0731921154306001,0.000658917977823502,FALSE,4.51766382280687
NFE2,3.67563205050258,0.000237261277901748,0.00394899279490706,0.634926761153164,-1.52151719083272,0.128130100656632,0.461261287261684,-0.183773504035484,FALSE,4.51712196747462
ZMPSTE24,3.98371327805997,6.78467248707454e-05,0.00152534154337285,0.550039316266351,0.750888688406398,0.452719648466478,0.764852652304843,-0.159737469588829,TRUE,4.51264176826641
FANCG,-2.96421345352158,0.00303457713597119,0.0253319182556111,-0.138180159559674,-2.5699064524777,0.010172598055797,0.151778316892508,-0.100832893708564,TRUE,4.5104699338932
ZC3H7A,-3.74762029215108,0.000178520228378591,0.00313073907148885,-0.502304948790505,-1.35895767644941,0.17416000058149,0.518292791097949,-0.184184527615525,TRUE,4.50736414876084
IL17RB,-4.09193067891307,4.27796546616263e-05,0.00103148622690823,-0.368066405011511,0.347246427077971,0.728406194469298,0.907881901403277,0.0346034268542722,FALSE,4.50638909514832
GRIP2,2.24748766227652,0.0246088781965874,0.107698956821967,0.41926025887658,3.22238026716765,0.00127130287233646,0.06463986554139,0.383990739346592,TRUE,4.50465915507478
DBNDD1,4.06529853844549,4.79710169271123e-05,0.00113636606326023,0.528661537905781,-0.449954536954609,0.652743222218476,0.87272550197097,0.425846446585231,FALSE,4.50427870391582
CD79B,-3.85301695968974,0.000116671305828688,0.00232096398814271,-0.420105200097162,-1.10630574564659,0.268594205743626,0.618096977578613,0.0439424013037079,TRUE,4.50393930171684
CTSA,4.12571268298409,3.69588446673764e-05,0.000913844997197495,0.556561534547896,0.184364422585814,0.853727578038042,0.953043649254185,0.187230796469623,TRUE,4.50096230257351
FOXD2,-3.52183966372612,0.000428563259828564,0.00598879732557328,-0.395202994892493,1.78340213696438,0.074520865636442,0.365877620147629,-0.25156492418147,FALSE,4.49570717216978
IGFBP5,2.7007854159949,0.00691759541453957,0.0451231072873529,0.424033772517985,2.82730395060525,0.00469417488053756,0.108245163255676,-0.0248735043267161,TRUE,4.48848557679553
GTF2IRD1,-2.80027120588152,0.00510596885661392,0.0368430018701573,-0.516154735308377,2.72835353655858,0.00636513492204355,0.123873125744068,0.292198267605516,FALSE,4.48811422461644
CFH,-4.12712184137342,3.67331792473941e-05,0.000912165062598509,-0.347847788476667,0.143509380921583,0.885887903031795,0.965834154309419,-0.177001886630501,FALSE,4.4875627105989
TIMP2,3.93581507825484,8.29148018331491e-05,0.00179848532008369,0.25655032490298,0.853005196122336,0.393656422693291,0.721316202290307,-0.0239369619157485,TRUE,4.48625059133346
SAV1,-3.60500142742279,0.000312151212699245,0.00478277645330106,-0.419559444959275,-1.62188511389642,0.104827949477524,0.421653361125039,-0.0323658544960631,TRUE,4.48515788279089
SCNN1D,-3.87578417379263,0.000106281859784706,0.00216176624722965,0.0255661135699604,1.01496881670116,0.310120692284516,0.654749396861975,-0.00784377113347849,FALSE,4.48201010986889
FKBP5,-3.84747256227731,0.000119342637806446,0.0023430181621444,-1.0058519134548,-1.08820780363968,0.276503380495829,0.624083015109073,-0.253482767039773,TRUE,4.48150392195847
SLC25A37,-2.83371364077125,0.00460105414881383,0.0344039269411403,-0.538544358418607,-2.68756698113668,0.00719746653994777,0.129089086952378,-0.199668665795354,TRUE,4.47996300100877
ANKRD27,2.24146683725115,0.0249958513269109,0.108785328780536,0.23880331854682,-3.21013397579728,0.001326731185228,0.06463986554139,-0.169375159856984,FALSE,4.47934912965663
HIGD1A,4.12564304947005,3.69700299736443e-05,0.000913844997197495,0.318107855955927,-0.110696486030074,0.911857032597177,0.974645778181375,-0.0323212127497745,FALSE,4.47222344541872
BCAP29,3.04552414136569,0.00232275130560888,0.0211026149127851,0.254606533908698,2.4431593384259,0.0145593076328303,0.179093219079692,0.10051762494058,TRUE,4.47085656452131
