gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,cohort,disease
ITM2A,-0.637414728787881,12.442892384697,-5.86588473620707,1.17117498651624e-07,4.60216870873391e-05,7.44818989224358,GSE57218,OA
SH3KBP1,0.535028888121212,9.34250476445455,5.83594434067324,1.30488706869595e-07,5.04870844471301e-05,7.34535213364582,GSE57218,OA
TCEAL6,-0.554978412363638,8.2319683780303,-5.85099716258895,1.41540660127402e-07,5.36657744301697e-05,7.27813822901491,GSE57218,OA
ZNF533,-0.520882789030303,8.85648278324242,-5.81816336979858,1.42972161390965e-07,5.36657744301697e-05,7.26048940371536,GSE57218,OA
DACT3,-0.328259361303032,8.39947493368182,-5.79767346105546,1.48470038639084e-07,5.49098970843284e-05,7.22185498886872,GSE57218,OA
DYNC1I1,-0.454971959666668,8.00641809134848,-5.80788212910233,1.53393117631999e-07,5.59084567438717e-05,7.19609462262939,GSE57218,OA
ITGA5,0.496603141303031,10.4079075764697,5.77504287360504,1.62961260993211e-07,5.80499966219335e-05,7.13413053505318,GSE57218,OA
PDE7B,-0.596230939969698,9.11564762359091,-5.80319218491386,1.63885234409212e-07,5.80499966219335e-05,7.13692004328805,GSE57218,OA
KCNK5,-0.280424884000001,7.33560066530303,-5.79466738678985,1.69627502230805e-07,5.88586685048131e-05,7.10447004295199,GSE57218,OA
CRISPLD1,-1.31950518557576,9.51427801636364,-5.86320143891753,1.70849051686006e-07,5.88586685048131e-05,7.11653211616657,GSE57218,OA
IGFBP7,0.510280303333332,11.3436161710606,5.71630459342786,2.07402170759595e-07,6.93000261547075e-05,6.90701765828547,GSE57218,OA
NT5E,0.578768783181818,8.6596501484697,5.75133154828014,2.08179937557266e-07,6.93000261547075e-05,6.91359014703415,GSE57218,OA
C17orf49,0.388201998181818,9.31495142060606,5.71393742595453,2.09423912988897e-07,6.93000261547075e-05,6.89788271943365,GSE57218,OA
ITGB5,0.504483928545454,10.1236054970606,5.70865437216712,2.1400634155686e-07,6.98966945949801e-05,6.87750035051812,GSE57218,OA
NP,0.56148849830303,8.38078598463636,5.74355679323229,2.17731361065863e-07,7.02016153775048e-05,6.87227879196295,GSE57218,OA
SPTLC3,0.126260862666667,7.08855176009091,5.69215903957653,2.28959298666114e-07,7.20716852102254e-05,6.81390512140278,GSE57218,OA
GFPT2,0.561727792060606,9.64867028015152,5.70411694126526,2.2926298528045e-07,7.20716852102254e-05,6.81616585596568,GSE57218,OA
C9orf123,-0.30255004809091,8.42570834210606,-5.654173364097,2.67418638644001e-07,8.30285351019504e-05,6.66771829187118,GSE57218,OA
ACCN2,-0.146689855060607,7.15585102065152,-5.63557373887853,2.88504584762229e-07,8.82041712654287e-05,6.59627266902229,GSE57218,OA
IL11,1.73885352342424,8.17725877156061,5.72829253972542,2.91102875463461e-07,8.82041712654287e-05,6.61491330150044,GSE57218,OA
IGSF3,0.374183423909091,8.42220810495455,5.6106515920545,3.19343415266477e-07,9.56091375063885e-05,6.50068135610648,GSE57218,OA
ISLR2,0.250413216515151,7.17775064474242,5.67035587548407,3.24430692420584e-07,9.5989499808062e-05,6.50431617629064,GSE57218,OA
SOX11,0.645086445636364,7.78326415315152,5.68082339836108,3.35536504264172e-07,9.71399638236178e-05,6.47803677625999,GSE57218,OA
SIPA1L2,0.517237854454545,8.9778812314697,5.61014158434862,3.36044250373961e-07,9.71399638236178e-05,6.45626855792559,GSE57218,OA
LOC641978,-0.227530281151516,7.66737890421212,-5.58653563105806,3.52265550282665e-07,0.000100671890046122,6.40833739171122,GSE57218,OA
PLEKHB1,-0.350862133121213,8.09910765919697,-5.56870257040233,3.78737471955428e-07,0.000107020996429293,6.3401509603575,GSE57218,OA
TMEM106C,-0.332472491545456,8.71463448977273,-5.56126949836702,3.90340754421569e-07,0.000108693974879842,6.31175502657815,GSE57218,OA
GDF10,-0.946622012393942,11.0513471161364,-5.63627392428849,3.93301988709913e-07,0.000108693974879842,6.32735650322776,GSE57218,OA
WNK4,-0.349804087969698,7.56132382916667,-5.56749331536009,4.21755593587019e-07,0.000115290558946956,6.24656870115552,GSE57218,OA
TIGA1,-0.370775845151516,10.927295704697,-5.53672519085528,4.31195280307242e-07,0.000116372421612045,6.2180964350517,GSE57218,OA
SCG5,-0.397018187363638,7.6601448225,-5.56723733841498,4.34967896597567e-07,0.000116372421612045,6.21977733220674,GSE57218,OA
PAPPA,1.0546735089697,8.12554372866667,5.61435668285641,4.51410409208086e-07,0.000119500214538675,6.2015345292922,GSE57218,OA
CENPP,0.256569291,7.63905980343939,5.51226962517786,4.76078069702439e-07,0.000124717576822361,6.12493978008085,GSE57218,OA
RAB23,0.344738273939393,8.0076479529697,5.49307236289352,5.14501465213906e-07,0.000133393787099634,6.05192868905439,GSE57218,OA
FLVCR2,-0.281575507515152,7.39990198954545,-5.50474961131069,5.31730757957224e-07,0.000136454049304758,6.02708565307098,GSE57218,OA
FOXD1,0.33455487721212,8.74147202209091,5.46194865762225,5.83369370207376e-07,0.000148193497892377,5.93377753209227,GSE57218,OA
DSC3,0.296557789878787,7.24924822057576,5.52240472418643,5.9116599391959e-07,0.000148672335810838,5.94097075119372,GSE57218,OA
CCDC85A,-0.455463269878789,8.32448828551515,-5.4406633130417,6.6600226751151e-07,0.000165834564610366,5.81288858794922,GSE57218,OA
CAMSAP1L1,-0.366721511272729,8.83894811957576,-5.42064518490396,6.88913277220579e-07,0.00016830182463389,5.77740612956972,GSE57218,OA
TSC22D3,0.566842213757576,8.04001673615151,5.47717038061406,6.89295317399923e-07,0.00016830182463389,5.79467634008273,GSE57218,OA
VCAN,0.491941161181818,8.20572809840909,5.43385237121257,7.31207562226428e-07,0.000172711623467903,5.73031792261061,GSE57218,OA
GYG2,-0.378280848545456,7.88307530663636,-5.41321866149283,7.31958717275776e-07,0.000172711623467903,5.72287762800971,GSE57218,OA
RELN,-0.471679474000001,7.74421923287879,-5.45673338920026,7.32012444472544e-07,0.000172711623467903,5.73654810721152,GSE57218,OA
C19orf4,0.841007287484849,8.00741032289394,5.48176831966259,7.48159761679563e-07,0.000172711623467903,5.72549604770144,GSE57218,OA
CHRDL2,-1.25768263227273,8.49943535313636,-5.48192989301266,7.54501802972936e-07,0.000172711623467903,5.71827592375264,GSE57218,OA
GRIPAP1,-0.182484575545455,7.40143887956061,-5.39696255938809,7.57670782992739e-07,0.000172711623467903,5.68796733391137,GSE57218,OA
EVL,0.41342315809091,10.9300794085303,5.39581913607479,7.61155812733908e-07,0.000172711623467903,5.68365326143222,GSE57218,OA
NPC1L1,-0.159513618121213,7.20086338672727,-5.39544605643655,7.62296322117667e-07,0.000172711623467903,5.68224573541439,GSE57218,OA
LOC730994,-0.587267514272729,10.5121933670758,-5.40495586317425,7.81704203623758e-07,0.000175527491222624,5.66368740591015,GSE57218,OA
KDELR2,0.348108849515152,10.2083171127273,5.38216680530632,8.04002722417459e-07,0.000176087227068898,5.63217335974945,GSE57218,OA
BMP6,0.569425097484849,8.06679312786364,5.43761683601077,8.05644512657978e-07,0.000176087227068898,5.64809723383332,GSE57218,OA
MEX3D,0.178415815939393,7.63547486039394,5.38035549021206,8.09862512537794e-07,0.000176087227068898,5.62534740649932,GSE57218,OA
SOX15,-0.438302323606062,8.2101452544394,-5.38991292522393,8.15521202113385e-07,0.000176087227068898,5.62245583985631,GSE57218,OA
MYL5,-0.249973350212122,7.87202028289394,-5.37749386156619,8.19205756374452e-07,0.000176087227068898,5.61456530889022,GSE57218,OA
COL16A1,-0.621121595606063,10.0485693739242,-5.34447068412431,1.0538638502819e-06,0.000224606965853725,5.38773590606067,GSE57218,OA
ARHGEF4,-0.137254687848486,7.29100060459091,-5.30767713872754,1.08296325395446e-06,0.000228600442929619,5.35226485846987,GSE57218,OA
RGL1,-0.558942956636366,9.19355973271212,-5.33091773924044,1.09078107087973e-06,0.000228600442929619,5.35380424034356,GSE57218,OA
PTPRE,0.377289455030303,9.13176574021212,5.29924387298657,1.11998953115381e-06,0.000232781956355265,5.3206808331213,GSE57218,OA
LOC440132,0.780281484242424,8.58700524960606,5.36548610348713,1.13987755637973e-06,0.000234973612011425,5.32733950084972,GSE57218,OA
ZCCHC17,-0.310740136333336,9.40428348704545,-5.28771569913025,1.17262031161807e-06,0.000239757952982787,5.2775410867332,GSE57218,OA
PTGES,1.22469617966667,10.4470725188939,5.35415384741885,1.22673471994859e-06,0.000248799608645056,5.26081896427295,GSE57218,OA
ZNF648,-0.143175432939395,7.18641180343939,-5.26454187457037,1.28586422668526e-06,0.000256032513997831,5.19094596930605,GSE57218,OA
FZD1,0.275947362121212,7.68840686606061,5.26404549245468,1.2884036596508e-06,0.000256032513997831,5.1890929279035,GSE57218,OA
EFCAB1,-0.241471695333334,7.46237583936364,-5.26316130431327,1.29293925316015e-06,0.000256032513997831,5.185792359881,GSE57218,OA
SERPINE2,0.672947879696967,13.7220857010606,5.28138228411871,1.3243394763699e-06,0.000260201667900208,5.17144599450992,GSE57218,OA
S100A3,0.308135590060606,7.92969854745455,5.24034956899566,1.41552357081682e-06,0.000273668176252199,5.10072333261745,GSE57218,OA
COL5A1,0.518105302727271,12.5420673286364,5.23881950183356,1.42414185078301e-06,0.000273668176252199,5.09502328015938,GSE57218,OA
DCXR,-0.338356315060607,9.05198222128788,-5.23671740748431,1.43606608990318e-06,0.000273668176252199,5.08719342220945,GSE57218,OA
PRELP,0.884982954575758,9.44466179404546,5.30702596071084,1.43640698498112e-06,0.000273668176252199,5.11059037348682,GSE57218,OA
STX1A,0.715181066000001,8.46826293090909,5.29833337144336,1.45668729316974e-06,0.000275445328841547,5.09575682701387,GSE57218,OA
PDLIM7,0.304680174060606,7.33380641330303,5.27506165435807,1.4911599715428e-06,0.000279859568092014,5.06806547592711,GSE57218,OA
FAM64A,0.114489923727272,7.06397673565152,5.21835314959051,1.54448818858899e-06,0.000287720988554256,5.0188498196658,GSE57218,OA
SLC39A11,-0.310702011363638,7.64231296483333,-5.20820182426001,1.64617396706154e-06,0.000304409037482578,4.9610520580056,GSE57218,OA
GAS1,0.628572531212121,12.4925211598485,5.22009828044231,1.66234048058684e-06,0.000305154749972835,4.95683379571932,GSE57218,OA
RHOBTB3,-0.493788672000001,9.89570953360606,-5.19524678465337,1.72210794083845e-06,0.000313835453653234,4.9181887119016,GSE57218,OA
TMEM42,-0.31156631787879,8.9946832629697,-5.18819454761998,1.7401948592817e-06,0.000314850075655219,4.90684593138048,GSE57218,OA
C13orf33,0.504522006121212,8.34958452075758,5.20295137760697,1.84507713384985e-06,0.000329971016611598,4.86220435872981,GSE57218,OA
PMP22,0.862172556878787,9.73450555168182,5.23869397246522,1.85001047128058e-06,0.000329971016611598,4.87213182735376,GSE57218,OA
SCNN1D,-0.246762970363637,7.78391943078788,-5.16919283908938,1.87577158231885e-06,0.000331631728367881,4.83642712384038,GSE57218,OA
IARS,0.338900226484847,9.12821733869697,5.16657877186682,1.8952146698559e-06,0.000331631728367881,4.82674876297597,GSE57218,OA
CLCF1,0.493151263727273,7.66156367534849,5.22569652867884,1.89888142212314e-06,0.000331631728367881,4.84555009945602,GSE57218,OA
LAYN,-0.297456637181819,8.39797561004546,-5.16278116287517,1.92381300910152e-06,0.000333668781833753,4.81269240321483,GSE57218,OA
DENND3,0.233196715121212,7.71531198589394,5.15582789664417,1.97727509839458e-06,0.000338832163577651,4.78696797825698,GSE57218,OA
LOC652377,-0.517965156121214,8.75032647551515,-5.17828193719226,1.99168687246303e-06,0.000338832163577651,4.78868228252773,GSE57218,OA
FAP,0.561424804090909,10.4212656955606,5.16770453358684,1.9986366080688e-06,0.000338832163577651,4.78202682659795,GSE57218,OA
TMOD1,0.467264977121212,8.16402220968182,5.17675856298078,2.01584821970115e-06,0.000338832163577651,4.77791248687061,GSE57218,OA
PLAT,0.384164625727273,7.57630884062121,5.19187628927789,2.02094813060749e-06,0.000338832163577651,4.78101356761311,GSE57218,OA
SLC40A1,-0.59700412266667,9.82699947984849,-5.17445219251462,2.05636876284907e-06,0.000342487536535703,4.76021254166184,GSE57218,OA
SUSD3,-0.141911128515152,7.21309629656061,-5.12787949814832,2.20723386050778e-06,0.000365195554986251,4.68372963045323,GSE57218,OA
OSBPL9,0.26372025560606,7.62600801634849,5.10666739956067,2.39905628281676e-06,0.000393995489706676,4.60554697358954,GSE57218,OA
C18orf1,0.250443645121212,7.80415488965152,5.10522964479747,2.41263292436392e-06,0.000393995489706676,4.60025318651898,GSE57218,OA
B3GALNT1,-0.160828622939395,7.30883287562121,-5.10208363779244,2.44260338717475e-06,0.000394992649056499,4.58867205874319,GSE57218,OA
EMG1,-0.25279026809091,9.0120937715303,-5.10129729597017,2.45015122878897e-06,0.000394992649056499,4.58577788340204,GSE57218,OA
SLC16A9,-0.149397422515152,7.31289898843939,-5.09393024413756,2.52198324349941e-06,0.000403983162998514,4.55867311110901,GSE57218,OA
CCBP2,0.653074903878788,8.81650250639394,5.13779411027854,2.6037460507538e-06,0.000414440566015236,4.54732479925246,GSE57218,OA
MYO9B,-0.307900838121213,8.22624659248485,-5.08377177708332,2.62442344324155e-06,0.000415104560843282,4.52132814371312,GSE57218,OA
TNFSF11,0.209174751181818,7.26259962571212,5.09670459927316,2.65205477792361e-06,0.000416853285062505,4.51715010233512,GSE57218,OA
CLDN14,-0.186761063030304,7.762964099,-5.07488575607313,2.71736296659166e-06,0.000424465597806296,4.48868957219784,GSE57218,OA
ATP1B2,-0.317457082878789,7.73956508568182,-5.06987677395983,2.81447864679314e-06,0.000436921749927165,4.45720553364041,GSE57218,OA
SPSB1,0.473191961848485,8.99607209434848,5.06667266724209,2.92279911257962e-06,0.000450953833633527,4.42415473400239,GSE57218,OA
COBL,0.311533255787878,7.73997263480303,5.0306549543703,3.26774441595689e-06,0.000501100636078657,4.31685410395587,GSE57218,OA
ATP2A2,0.631840681575758,8.74089071369697,5.06602883356254,3.40905362765445e-06,0.000519601755647768,4.29412019721015,GSE57218,OA
C21orf34,-0.300769083333335,7.83987931757576,-5.00951160093272,3.50744015054327e-06,0.000531377182807305,4.24939878255975,GSE57218,OA
OMD,0.507802775454545,11.4576227301515,5.00823321854395,3.57028552820079e-06,0.000537659345800728,4.23398006342284,GSE57218,OA
PDPN,-0.590145437060608,11.1481732763182,-5.02251466013402,3.60331403693288e-06,0.000539403242350149,4.23153699560683,GSE57218,OA
SIDT2,-0.320137549363637,9.61135145819697,-4.98350909957727,3.88065286485838e-06,0.000574893028012213,4.15463336648859,GSE57218,OA
IRS1,-0.263682863606061,7.69337448828788,-4.98314722777157,3.88611136673729e-06,0.000574893028012213,4.15331621179588,GSE57218,OA
ANKRD24,-0.22311668939394,7.57631417687879,-4.97636061788169,3.98988223958848e-06,0.000586792680955618,4.12862262243099,GSE57218,OA
OPRL1,-0.168335713030304,7.34633216075758,-4.97100927605772,4.07361218461006e-06,0.000595623679248595,4.10916285858193,GSE57218,OA
DIXDC1,0.356596228484848,8.39142522478788,4.96701611837123,4.13720758481455e-06,0.000601425627459544,4.09464865091169,GSE57218,OA
C8orf13,0.352090748818181,7.41775832637879,5.00738813244236,4.28203654900197e-06,0.000618901937763509,4.08087472673827,GSE57218,OA
ST3GAL6,-0.187364912181819,7.50384553287879,-4.94314808455246,4.53806046251076e-06,0.000652158186123903,4.00801236638423,GSE57218,OA
PGAM1,0.70600881169697,9.39759438736364,4.99186247002546,4.57702054911956e-06,0.000654019828351181,4.01920796185409,GSE57218,OA
CITED4,0.587636093878787,8.10133225039394,4.96663149969053,5.06942279574356e-06,0.00072028764909692,3.92414936640077,GSE57218,OA
ZDHHC14,-0.202488041575759,7.7511037159697,-4.90764644039093,5.20535696152615e-06,0.000735446754075399,3.87952739864885,GSE57218,OA
MEF2C,-0.270986325818182,7.76521323733333,-4.90606368974774,5.23723781533797e-06,0.000735817283899076,3.873809869434,GSE57218,OA
ALDH1L1,-0.282795506515153,7.48018306822727,-4.92126006778262,5.27499679050715e-06,0.000737004968247024,3.87366855556363,GSE57218,OA
C5orf23,0.189369922151515,7.28474776680303,4.90388938183333,5.36232010958391e-06,0.000745066234452628,3.85324119471432,GSE57218,OA
STC2,-0.766063865575758,10.4563086659394,-4.94819698965214,5.41142406324509e-06,0.000747757713003026,3.86257138938598,GSE57218,OA
PHKG1,-0.268474369818182,7.64066015130303,-4.89134075875438,5.54307934833539e-06,0.000759662763763445,3.82066861025036,GSE57218,OA
PPP2R5E,-0.298863441030304,8.27179756275758,-4.89064330006346,5.55799230714835e-06,0.000759662763763445,3.81815315787929,GSE57218,OA
FAM134B,0.389208594636363,8.76472940192424,4.87845493533548,5.82501377458297e-06,0.000787855958034063,3.77422351563186,GSE57218,OA
ANK3,0.318226636,7.48919657845455,4.90798148774378,5.84216192081791e-06,0.000787855958034063,3.78323379986627,GSE57218,OA
PRC1,0.214167252030302,7.88848037068182,4.87659472697311,5.86685321720299e-06,0.000787855958034063,3.7675237158133,GSE57218,OA
RAB7L1,0.392783617848484,8.30566589892424,4.88150507910371,5.88957493778694e-06,0.000787855958034063,3.7662204684606,GSE57218,OA
HOMER2,0.132041588636364,7.08131969786364,4.88686109577748,5.95589218151688e-06,0.000789749975930571,3.75896721684708,GSE57218,OA
LUM,0.266970605757574,13.8860722340909,4.87096092522112,5.9953648123188e-06,0.000789749975930571,3.74724059306046,GSE57218,OA
LRRC8C,0.124735831060606,7.1603482385303,4.87084915027826,5.99794208130499e-06,0.000789749975930571,3.7468382935378,GSE57218,OA
LOC653800,-0.128589631606062,7.25611540568182,-4.86912845943876,6.0377538933992e-06,0.000790851420130711,3.74064577992144,GSE57218,OA
RCAN1,0.696039101727273,8.97332409401515,4.91455007133223,6.19157985069979e-06,0.000806798143343259,3.737260772216,GSE57218,OA
GPC6,-0.467201258515152,9.31041404131818,-4.8613346972878,6.42866228167651e-06,0.000826732444870392,3.68529593859149,GSE57218,OA
TCF7L1,-0.102156973303031,7.11244099528788,-4.85270492778277,6.43095741066483e-06,0.000826732444870392,3.68159520969546,GSE57218,OA
KIF1A,-0.499005095606062,7.64448138634849,-4.90725258770889,6.44318100897041e-06,0.000826732444870392,3.70123608319521,GSE57218,OA
CRYL1,-0.264781629454546,8.21895456081818,-4.8506715202824,6.48134521449582e-06,0.000827407872077946,3.67429110774154,GSE57218,OA
MEG3,-0.748264018272729,9.97273293798485,-4.89223453341143,6.6983235845699e-06,0.000850788584991659,3.66308894718922,GSE57218,OA
TMEM43,0.308954808757576,10.9039931428939,4.82122832893275,7.25557734102754e-06,0.000916937259042722,3.56870332335098,GSE57218,OA
CD151,0.572792382666667,8.65796452415152,4.85718868011008,7.36488924863347e-06,0.000923769174861527,3.57049596840379,GSE57218,OA
GPR64,0.408002810272727,9.44041595686364,4.81667488468156,7.38310088461437e-06,0.000923769174861527,3.55240312403438,GSE57218,OA
SLC7A5,0.710712903090909,8.72706328963636,4.84402261698528,8.14897662678606e-06,0.00101035337289948,3.48125463381494,GSE57218,OA
